archive_member,visual_id,relative_path,bytes,sha256,width_px,height_px,color_mode,image_format,parent_pdf_sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,page_resolution_method,page_resolution_confidence,expose,linked_tex_file,linked_tex_sha256,parent_page_rotation_deg,parent_scan_width_px,parent_scan_height_px,parent_scan_effective_dpi_x,parent_scan_effective_dpi_y,generator_script,generator_script_sha256,generator_match_method,generator_source_class,evidence_class,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_parameter,manual_review_link,qa_disposition,read_count,duplicate_instance_count
images/SGA7I-VIS-00001_z45_diag.png,SGA7I-VIS-00001,z45_diag.png,36038,00014B7837CBF721DC3979173A6C740D69BBC512DDC3D4854CA12AF4C3355858,5864,1330,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,45,46,34,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,crop38f.py,564B778EE9F314D14832E183EFF9B4068060F03C5171A9EC0617A400E028E7EF,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00002_c318_PQ2.png,SGA7I-VIS-00002,c318_PQ2.png,20115,0007547AA48446E1603BC92C66F80F1C803181999D378B3BB85D712691D08608,5850,690,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,318,319,307,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2195,3495,360.0,360.0,crop7.py,6D1D73782F2B2490D4E75EBECF6600238812E43FD23CF199229CF92A649B3660,nearest_preceding_90s,non_image_helper,targeted_crop,,,,,11000,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00003_crop_113_aftrdiag2.png,SGA7I-VIS-00003,crop_113_aftrdiag2.png,134866,00095021A0F1C5A381189CBD593000CECDC8B1914444C9DF6FAEEEBAA1AAB4A9,3601,598,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,113,114,102,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,crop_f265_e.py,755F64DEC9B190B016245A06D9090680170AC517F542E1F2F3F090FBB0AE43DA,output_pattern,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00004_c155_q.png,SGA7I-VIS-00004,c155_q.png,17672,000E74993505368C47CC93E694E87E7DB1851E61BBCBA44FB987509A6A75A7B3,7650,393,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,155,156,144,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,crop_171.py,EB1FA513C9159EF5138C180CE805D7E9F0CA03A6BC551D197BD4C9D030396895,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00009_c_98_f.png,SGA7I-VIS-00009,c_98_f.png,210156,00218C05391D7591C7E30560478B4A91D4424EEEFE4900F0BF330063AF75344D,4200,906,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,98,99,87,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,crop_f498.py,0320E08B9CC7C0801826F05D162D03FE99FDC9C43DC1AF8996949FAC9429F2C6,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,0.0,0.32,1.0,0.46,4200,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00016_c8446_446_b_iso.png,SGA7I-VIS-00016,c8446_446_b_iso.png,108454,00475BF10566CFD806DEB4EA90FF5DCCC05CDAE8C4F67E4380DD20ED79A506F6,3600,764,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,446,447,435,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,crop_j8442.py,0061CCE836995C9A7EB71B531201FA7FF42C40C85741CECA7A130A19F8CDD18E,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,3200,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00019_c50_ii.png,SGA7I-VIS-00019,c50_ii.png,30449,0059CFAD6915034664D76BEDC787A8565934CA982ACD09F22BC21B3ABE6A4E67,5600,486,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,50,51,39,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,crop42b.py,5F6DA05CD4319E700E18396997C00A507D719BE72B5F665C9E0A06EC6B9C1792,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,9000,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00021_c40_xz.png,SGA7I-VIS-00021,c40_xz.png,11009,00678CA95B6D6ECE70039F1C229EB9A6F475D6C0832C63213F4C5641C33CA07A,3150,444,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,40,41,29,numeric_filename_inference,medium_filename_inference,II,expose_II_body.tex,B9591E557E2EF3EEDDF90BF819E85B1CE82266C5A24C03FCC8FA949EBA031411,0,2265,3486,360.0,360.0,crop43.py,B08CD89998895A9FAEAFDFD4E79B5DBFA5C54874C74607DB74CEDCA553237673,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,6500,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00022_c37_e.png,SGA7I-VIS-00022,c37_e.png,50688,0068A330F3ED1D5725BCC63FA409B6A845E0CBFC08FFB5EDCB83C63A75B48320,7680,998,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,37,38,26,numeric_filename_inference,medium_filename_inference,II,expose_II_body.tex,B9591E557E2EF3EEDDF90BF819E85B1CE82266C5A24C03FCC8FA949EBA031411,0,2221,3460,360.0,360.0,crop162d.py,EF0FDAD57A42C75A8DF2D76661CAE4CFC0640C2A40D5BF8D1C100C629B623A2D,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00023_c260e_60_v_head2.png,SGA7I-VIS-00023,c260e_60_v_head2.png,12007,006AF95987BA8BD5AB473E7154B190642813E266A70F38A996DBCD8C055EB9C0,3001,272,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,260,261,249,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2221,3486,360.0,360.0,crop_f260_e.py,CBFD3417320E4B0DB0990AFC2C9B511CA14E28BD097FE47F2F3744BA320880D1,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,0.04,0.752,0.55,0.782,3000,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00027_crop_107_d3.png,SGA7I-VIS-00027,crop_107_d3.png,22215,008A3DC821F182B45DF12A1B18179D1B195C5FCB2CC322C371BBA92754466387,2401,733,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,107,108,96,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,crop_f265_e.py,755F64DEC9B190B016245A06D9090680170AC517F542E1F2F3F090FBB0AE43DA,output_pattern,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
