"status","path","category","r3_relevance","source_use_label"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/B3_HANDOFF_READY_359BC213.md","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/B3_HANDOFF_SENT_359BC213.md","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/B3_PACKAGE_ROOTS_VALIDATION_359BC213.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/BRANCH_COMPARE_COMMITS_359BC213.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/BRANCH_COMPARE_FILES_359BC213.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/BRANCH_COMPARE_SUMMARY_359BC213.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/CHILD_LANE_SOURCE_GATE_SUMMARY_359BC213.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/CHILD_PACKET_MANIFEST_CHECKS_359BC213.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_359BC213.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/FABLE_SOURCE_USE_ADVERSE_LEDGER_359BC213.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/MANIFEST.csv","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
"A","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/README.md","non-slavic-core-359-current-head-route","r3-relevant-or-boundary","branch-verification-generated-audit"
