"copied_file","source_commit","source_path","copied_bytes","copied_sha256","source_use_label"
"R3_1A823D4A_COORDINATOR_359_SUMMARY.json","1a823d4a910b663836c699ea360127b1f2c8f525","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/SUMMARY.json","2140","1f272c2d51f3420f91703c4c9807e1df272536abfb8f1adacbf879237733e090","coordination-source-copy"
"R3_1A823D4A_COORDINATOR_359_CHILD_LANE_SOURCE_GATE_SUMMARY.csv","1a823d4a910b663836c699ea360127b1f2c8f525","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/CHILD_LANE_SOURCE_GATE_SUMMARY_359BC213.csv","8840","d1678572200c386f8dd112c6a2e16576cfdad09cfb9171238b4b83b39bc517ad","coordination-source-copy"
"R3_1A823D4A_COORDINATOR_359_BLOCKERS.csv","1a823d4a910b663836c699ea360127b1f2c8f525","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_359BC213.csv","2335","35242a6b9e54dc8951feef3f5821d0f6aeaf2f54e8eb74b289dc787175b9cecd","coordination-source-copy"
"R3_1A823D4A_COORDINATOR_359_FABLE_SOURCE_USE_ADVERSE.csv","1a823d4a910b663836c699ea360127b1f2c8f525","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/FABLE_SOURCE_USE_ADVERSE_LEDGER_359BC213.csv","5169","b956c5050a27c7ed06de20f6a1696f3ebbd59886fd646ff6f3d712d9dbdea245","coordination-source-copy"
"R3_1A823D4A_COORDINATOR_359_B3_PACKAGE_ROOTS_VALIDATION.csv","1a823d4a910b663836c699ea360127b1f2c8f525","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/B3_PACKAGE_ROOTS_VALIDATION_359BC213.csv","2252","f523ff2d2fc240c461d5514775161c24dc8c0572b685b7eb8798822102eb567f","coordination-source-copy"
"R3_1A823D4A_COORDINATOR_359_BRANCH_COMPARE_SUMMARY.csv","1a823d4a910b663836c699ea360127b1f2c8f525","coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/BRANCH_COMPARE_SUMMARY_359BC213.csv","193","7e552ef50d3bc9140b654c0e1d47776ed7b587df55edd5f60e6d98e851ba12ba","coordination-source-copy"
"R3_1A823D4A_BRANCH_VISIBLE_DFB0_PACKAGE_VALIDATION.json","1a823d4a910b663836c699ea360127b1f2c8f525","interlanguage-sidecar/r3-dfb0ac3e-repaired-2bd-branch-visible-source-use-gap-20260707/R3_DFB0AC3E_REPAIRED_2BD_BRANCH_VISIBLE_SOURCE_USE_GAP_20260707_20260707T030352Z/PACKAGE_VALIDATION.json","1250","e2a416a26e3f6eb04006f20fe2931d42758649c07486c58b3df0236efad04997","branch-visible-r3-dfb0-package"
"R3_1A823D4A_BRANCH_VISIBLE_DFB0_RECOVERY_ROWS.csv","1a823d4a910b663836c699ea360127b1f2c8f525","interlanguage-sidecar/r3-dfb0ac3e-repaired-2bd-branch-visible-source-use-gap-20260707/R3_DFB0AC3E_REPAIRED_2BD_BRANCH_VISIBLE_SOURCE_USE_GAP_20260707_20260707T030352Z/R3_DFB0AC3E_REPAIR_SOURCE_USE_GAP_RECOVERY_ROWS.csv","1234","ffa316817179ed3f757aaaccb3fc4dc2bbf45b2eb8c53324ff1132ce429afb32","branch-visible-source-use-gap-copy"
"R3_1A823D4A_BRANCH_VISIBLE_DFB0_FABLE_ADVERSE_BOUNDARY.csv","1a823d4a910b663836c699ea360127b1f2c8f525","interlanguage-sidecar/r3-dfb0ac3e-repaired-2bd-branch-visible-source-use-gap-20260707/R3_DFB0AC3E_REPAIRED_2BD_BRANCH_VISIBLE_SOURCE_USE_GAP_20260707_20260707T030352Z/R3_DFB0AC3E_FABLE_ADVERSE_BOUNDARY_LEDGER.csv","933","8dbcbff78594458236bea47e48887e82e6ccf91863a147bb4b471400cb84898c","branch-visible-fable-adverse-copy"
"R3_1A823D4A_BRANCH_VISIBLE_DFB0_REPAIRED_SOURCE_USE_GAP_LEDGER.csv","1a823d4a910b663836c699ea360127b1f2c8f525","interlanguage-sidecar/r3-dfb0ac3e-repaired-2bd-branch-visible-source-use-gap-20260707/R3_DFB0AC3E_REPAIRED_2BD_BRANCH_VISIBLE_SOURCE_USE_GAP_20260707_20260707T030352Z/R3_DFB0AC3E_REPAIRED_R3_2BD_SOURCE_USE_GAP_LEDGER.csv","1032","c05e5046949a44607415e8e33b4ba3519d484d5d0a08d8969944ad539a0680e6","branch-visible-source-use-gap-copy"
