adverse_id,channel,concept_or_unit,form_or_defect,evidence_path_or_source,sha256_or_version,anchor,severity,disposition,notes
ZH-P29-A001,adverse,finite_generation,"Inherited 有限整环 / 有限子环 can be read as finite cardinality",witness/Noether_Paper29_SimplifiedChinese_Inherited_exact_slice.tex,9C13B87F9E50D8B0519986E734F128190EAD93BEF32EFB65636B09E3A044067D,"criterion and §1.2",high,replaced,"Target uses 有限生成整环 / 有限生成子环; field extensions remain 有限扩张."
ZH-P29-A002,adverse,Integritätsbasis,"Inherited 整基 collides with the native number-theory sense integral basis",https://faculty.hfut.edu.cn/_resources/group1/M00/00/1A/rB_zSGjQAcqAWCrPACd7v7jEBRk596.pdf,07E693EFBCCEBFE8AFD868C764D140F624DACD0028409B1D232F9BA068563B8D,"p. 15, §1.2.2 整基",high,replaced_with_controlled_gloss,"Target uses 整性基（即有限代数生成组）. This controlled form is internally selected, not externally certified."
ZH-P29-A003,adverse,Modulbasis,"Inherited 模基 may falsely imply a free basis",witness/Noether_Paper29_SimplifiedChinese_Inherited_exact_slice.tex,9C13B87F9E50D8B0519986E734F128190EAD93BEF32EFB65636B09E3A044067D,"criterion and §1.2",high,replaced,"Target uses 模生成组 / 有限模生成组, matching the generated-module role in the proof."
ZH-P29-A004,veto,Galois_resolvent_formula,"Inherited target invents product limits \\prod_{k=1}^{h}",source/Noether_Paper29_German_P31_Sealed_exact_slice.tex,904488A1630B36E12352A3313B16CC9283B345E28E5363E48B7E4757B388128F,"German cumulative 14292; exact slice formula",critical,removed,"The sealed source deliberately has unindexed \\prod. Plausible limits must not be restored."
ZH-P29-A005,veto,relative_and_modular_invariants,"Inherited target uses P at three loci where sealed source has \\overline P",source/Noether_Paper29_German_P31_Sealed_exact_slice.tex,904488A1630B36E12352A3313B16CC9283B345E28E5363E48B7E4757B388128F,"German cumulative 14310 and 14312",critical,corrected,"All factor/value/finite-field loci now use \\overline P."
ZH-P29-A006,adverse,front_matter_and_apparatus,"Inherited target omits restored author hierarchy and misattaches Hilbert/Artin--van der Waerden notes",source/Noether_Paper29_German_P31_Sealed_exact_slice.tex,904488A1630B36E12352A3313B16CC9283B345E28E5363E48B7E4757B388128F,"German cumulative 14224--14228 and 14266--14268",high,corrected,"Author block, footnote reset, Hilbert locus, Artin locus, and repeated Artin marker are restored."
ZH-P29-A007,gap,relative_and_modular_invariant_terminology,"No independent local Chinese source in the checked algebra/representation shelf establishes 模不变量 in this exact 1926 sense",evidence/CHINESE_NATIVE_EVIDENCE_LEDGER.csv,2026-07-18,"checked ECNU/HFUT pages and recovered native-source shelf",medium,held_for_later_domain_review,"The source definition controls meaning; the target form is internally retained and cannot be promoted to external acceptance."
ZH-P29-A008,adverse,zh_Hant_localization,"A generic script conversion cannot establish Taiwan, Hong Kong, or Macao prose",zh-Hant-controlled/Noether_Paper29_Chinese_P31Reconciled_zh-Hant-controlled_v001.tex,OpenCC-0.1.7-s2t-plus-controlled-normalization,"whole file",high,explicitly_nonlocalized,"The artifact is controlled zh-Hant only; locale-specific outputs remain held."
ZH-P29-A009,adverse,native_source_quality,"Recovered USTC item reports an HTML content type and its extracted text is font-corrupted",private-local://Documents/interlanguage/03_projects/language_management/cjk/01_recovered_witnesses/noether_cjk_chinese_japanese_cumulative_20260702/sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/chinese/ustc_commutative_algebra_notes_faculty_resource.pdf,61D0ECABA19EAE1F1F9127E3BF40A323F997E9BF2BF6F96D5264F3B1915B0A29,"whole recovered item",medium,excluded_from_support,"Not used as native support for any Paper 29 decision."
ZH-P29-A010,adverse,review_provenance,"Recovered internal review outcome contains literal placeholders such as $now and unevaluated Get-Sha expressions",private-local://Documents/interlanguage/03_projects/language_management/cjk/01_recovered_witnesses/noether_cjk_chinese_japanese_cumulative_20260702/logs/SIMPLIFIED_CHINESE_NATIVE_DOMAIN_REVIEW_OUTCOMES_20260630.md,469578FC6CDBEC4559B560DEAC6F287659F840272AA27DF969C262EA1B34F845,"lines 3 and 30--48",high,not_accepted_as_external_review,"The file itself disclaims external signoff; it is provenance-defective and cannot certify this rebase."
ZH-P29-A011,adverse,extraction_boundary,"The standard structural extractor normalizes source line endings and carries Paper 30 setup into the inherited P29 witness extraction",witness/Noether_Paper29_SimplifiedChinese_structural_extractor_LF_boundary_defect.tex,2FB78CC3EC3944D8CF68B46C957B25E3CDDB4C9FCCFFF925BA8CE50EB27E42CC,"tail",medium,preserved_as_adverse_evidence,"The declared BEGIN/END witness block was separately extracted byte-exactly."
