"ledger_name","path","exists","bytes","sha256","status","source_use_label","boundary"
"languages.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\languages.csv","True","616","88b735d27519243f7747e8916a24e986e6d814706d92f9abf285e075c2fd65be","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"source_documents.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\source_documents.csv","True","168480","95845cac5596abbe423f3b7527627f91576a40b1f0530e8b9ee486ee81b2c1b3","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"lexemes.jsonl","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\lexemes.jsonl","True","1895","8588490ffc9207eb505102495003e123c1c44115dd9a1606dd693e32cac6ee38","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"forms.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\forms.csv","True","4502","52ab1b45d6f33746feb5749259afdc83ef9e014a581987e53dee83dabc534dff","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"word_weights.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\word_weights.csv","True","2793","91e66d202527b5bfaf4b14cf24f0d2876720040ae7823f66c01d9f56efb68e28","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"branch_weight_ledger.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\branch_weight_ledger.csv","True","570","8408baf759345421e56bca2cdab0d7be3d955309c95df967573cd29c0f847022","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"marginal_intelligibility.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\marginal_intelligibility.csv","True","1485","38afd6da0cf6dae701dcf3505fc553da7f6e6b93fe89035fa4885455f9f943c0","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"do_not_use.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\do_not_use.csv","True","1439","44a1560dd7dbc6e63d4f3eb613f7f6fbcd82b77cdd5fa756b26c7c79b41f6fdd","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"rules_acknowledgement.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\rules_acknowledgement.md","True","4444","a2e080d1ff8d9d51b79ad15a44e68e5457c68ab048c14f8c99ce339e43dfeed6","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
"FABLE_REQUIREMENTS_ACKNOWLEDGED_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\interlanguage-sidecar\20260705\arabic_rtl_fable_ledger_block_20260705\FABLE_REQUIREMENTS_ACKNOWLEDGED_20260705.md","True","4448","46b301f7889cd4d58d469e11064d381921865d9d8f9d23485fd124719b772ef1","present-hashed","Arabic Fable/interlanguage support ledger","method/pretranslation/source-use support only, not approval"
