"live_head","branch_path","git_object_type","git_blob","bytes","source_use_label","use_boundary"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","blob","e61d90ae44b876c598d5b0be44f6a81d22ec748f","3699","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","blob","63768bb3bce792efe8179ac492fd8e74142755b8","10156","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","blob","176f632aed436c522248d188227f18d0e4b965fa","3120","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","blob","6005983a8f162fe70520221441b5cf64c3494622","3975789","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","blob","3d351dc8225411ce103ffaeb3286f3f9706e7a49","2511","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","blob","e4a7462e9cb69b971d4b77b46608955aa187733f","4816","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","blob","37b5f7258bf6687846b20044310a05261a7774fc","175540","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","blob","4617ba86425bfc02b6f3873a721987a9fbff5e9e","741","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","blob","46d724fe8f946e68f9bd786d3f2ff59903b55b28","57073","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","blob","55d64d2764ce81ea2c5b31881c5975b853c07778","1034","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_HEAD_VERIFICATION_20260706.csv","blob","97a215a99aa519278977db0a840b87a045d13bf2","926","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_R3_0D_INPUTS_READ_20260706.csv","blob","e9458a86be000a912c484bc4c3c0b6f75a5524a3","8824","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_FORMULA_INTERLINEAR_NOTES.csv","blob","d41fa81f7002e27fbacb2a2d55910cedfb6d272e","77147","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","blob","e0a0ae9d97433f63f8e751345577aee921083eec","93440","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_SOURCE_WITNESS_INDEX_FILTER.csv","blob","0f264866f11334724df3deb12e2204ddb856e5fa","92508","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ARABIC_TERM_ALTERNATIVES_SOURCE_GATED.csv","blob","a7e79aa48096ffcb233e55596a46bda1bed73079","12670","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
