relative_path,bytes,sha256,license,methodology_doi,replication_doi
ARCHIVE_CONTROL_IDENTITIES.json,940,DB2D38A83B387C04146F4C686C1352D25846AC0E670C45427C0732A111EB108C,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
ARCHIVE_SNAPSHOT_STATUS.md,3094,DF98FDB8856C7B3E9B4C5CAAAB2CD139BE247EB6FC0ACD35693338C9846F722F,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
ORIGINAL_PUBLIC_MANIFEST.csv,343101,4B00685C9F145343F61BA340AFB96AFC604C0D6939F365A35E7D6CAA2CABF378,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
PRIVACY_ACTION_LEDGER.csv,5631021,7E6A5AF739A34BCD39FBB97F48ECB8B41AC3CFCB1FA581382BB73AA73D50E5CD,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
PRIVACY_VALIDATION.json,778,FA62136FD9BE1A4C45D4D4874EEEA8D1A13C978B0CD96B45F847672613ACDE06,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
README.md,502,DFCD68011A767728FE51AFD5689BE76D7C586A41C2CD4AC84F97FCC20899E64D,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
archive_controls/ARCHIVE_PROACTIVE_PRIVACY_AND_SUBSTANTIVE_UPDATE_REQUIREMENT_20260802.md,3818,098B41A98D9BE38E67316F5F34E4E2FE8F72613231268FC66C07801809C8613E,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
archive_controls/PROJECT_LOGBOOK_METHODOLOGY_REPLICATION_DOI_REQUIREMENT_20260802.md,2242,864DC6B0183161DFA289D6A25DDE268D09E5187C3C4102C854F05422B86DF2AA,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/EDITORIAL_DECISION_LOGBOOK.md,49853,8A42191593A12317AE75D65A8CBCE5F6B1303EB6AC934CF7846E3BE240426022,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/LOGBOOK.md,49050,62B7A531D85296E5C1D1E2013006D211A070A7B5743E40A14250254BBF044227,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/STATUS.md,27710,85F56C84D4CE18C736C0F4EE5E23F22DB26892249A325DBAB286C7D75A653BD1,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/CHECKPOINT_IDENTITIES.csv,9713,F8E4FB717D586819D694E665DBBC25DE85A96568B530E5BE259D9732D2E3D324,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/CHECKPOINT_VALIDATION.json,6382,8B1B296BBC7CF0797FDC6B5BB5FF2F46B2D2A28DFD4C1A8CACCA605F072B5582,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,19328,0C5749C4E5554A10C28AA7044BCA0F8409C0D73F2F2166C212A6D0FA4A628440,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/ENGLISH_NORMALIZATION_OCCURRENCES.csv,604282,5F437256D0E6337B6365B18561CDF88742B6743C36176DA02F73B39716A163C8,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/FRENCH_CORRECTIONS.csv,11238,89322E2959C10D57FFBF6D7A85632EAE99C24D98A2779C57B5CA1E10D342A41F,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/FRENCH_TRANSCRIPTION_REPAIRS.csv,3761,1DA8A485674117984F90382F5E77181E7E91DDEEB6147A56C27712AD403F3DDB,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/SOURCE_INPUTS.csv,1331,2D90951E080E0F86E9334800AAFA4DCFE962CBD6F966F0622179660A40485300,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/TRANSLATION_LINEAGES.csv,698,A1C3C07F212D422A7FE1D90BE538910BEFA2B3C9618307330725173CE44E6B51,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/TRANSLATION_PROGRESS.csv,10354,14F1CB06DDFA9EDBCC44F5F4052AEB2D492AD2E667BDFA1EF501D84BBF924209,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/generate_checkpoint_identities.ps1,2691,8747FEBB33DD42FF138EF75CDF37721F170552FD4DC4873587BEC92AED97B445,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
provenance/controls/generate_english_normalization_occurrences.ps1,13057,31ECA732F91CFB8E02A3C2B4C913AF230CCB0E3E602DBD588D7A12A079F240E6,CC0-1.0,10.5281/zenodo.21124403,10.5281/zenodo.20461174
