relative_path,pdf_bytes,pdf_sha256,extracted_text_bytes,finding_count,finding_rules,disposition,scan_status
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.pdf,491965,8D7B8790C51B5D2B3065A88DBFDC0831D49037D9D525F370F47763939C3F93D2,79337,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_1_31_r1/Serre_FAC_English_source_aligned_workpass.pdf,500613,525815DBB5F79926ABE9D4A15477F2DCA7A8AC37F0A36CFEE0BECC70A50C2F23,83095,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_1_32_r1/Serre_FAC_English_source_aligned_workpass.pdf,503232,474BFB0B25CEAD62288B53E16EF10FCFBE148A7DDC5A37F85B5497AF98C6CAA1,84602,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_1_33_r1/Serre_FAC_English_source_aligned_workpass.pdf,506095,2BCC8343F1F5F0AC252B33A1C74BD00FDABF1EDE21E562CE39989278BAA5A4B1,86173,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_1_34_r1/Serre_FAC_English_source_aligned_workpass.pdf,514793,5736159F4415FAFBF252638836D9ADCBD8C5A18D89C47AA3C5237B7E5B4DBF88,90950,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_1_35_r1/Serre_FAC_English_source_aligned_workpass.pdf,520317,4A0A4F1AF370075C9F87D21A042FA2034A816D0B0161309DA02197BE5431B8E3,93816,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_1_36_r1/Serre_FAC_English_source_aligned_workpass.pdf,527296,C80CA5E9AD6908638F76E0D6FA2BDB604BB93C77C669946DFBBD7916CF27D524,98514,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_2_38_r1/Serre_FAC_English_source_aligned_workpass.pdf,533965,0A2C1575E66454FA9BDD42BCBFD1D1AF863B795B52CB9D3E2A501CB596F2AD88,102309,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_2_39_r1/Serre_FAC_English_source_aligned_workpass.pdf,537563,BE2C7681690BA295C1F80A22B8071882718F99DE63F7CBD89C159CCAB9C285CB,105150,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_2_40_r1/Serre_FAC_English_source_aligned_workpass.pdf,539532,AE081925424853EE216C12BBF478B845350319DF016DE9BD5DBE97CD013B5171,106154,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_2_41_r1/Serre_FAC_English_source_aligned_workpass.pdf,554913,B3F621EB5EEF8343102225C8C2C63ACE13AD116CAA2FB89CCC40C555FAC038B9,108882,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_3_42_r1/Serre_FAC_English_source_aligned_workpass.pdf,559997,306E6F2E70E06DC0695D7560841AA4955DA3310902682737095D17E178D4CC21,111807,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_3_43_r1/Serre_FAC_English_source_aligned_workpass.pdf,566570,F7FDF8C5C13A7BA0E3F6F4C9E3687D92CE5B754334EF0EFC332C76081C49DD89,115319,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_II_3_43_r2/Serre_FAC_English_source_aligned_workpass.pdf,566556,D95A762FCA5CC0327CA024C475B883D9B63BBFB47EEEAEFDC78CE6CCA6680580,115309,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_1_10_r1/Serre_FAC_English_source_aligned_workpass.pdf,317086,E62FE5F954D71FF1F39D4084CEA8FEB032F352EAC4B5F08E2AB79382B27AC131,29722,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_1_3_r1/Serre_FAC_English_source_aligned_workpass.pdf,252858,8C6A27D640A04422544AD996227D713CE623D177B7C59F71BC184DEAFD295799,14268,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_1_4_r1/Serre_FAC_English_source_aligned_workpass.pdf,264001,C937E1113758CF4E65913D5B8EAC9009E923B3F30102F484CD63CE4FCBE144BF,16250,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_1_5_r1/Serre_FAC_English_source_aligned_workpass.pdf,275192,B219C99B375B336ED1B1AC2E0B8E2D9286AF424E876F68080D83B435EA3443A4,18588,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_1_6_r1/Serre_FAC_English_source_aligned_workpass.pdf,279818,54F013B97AE6A6AA89A2D215995E6BD6621B2C28CA0074B9B6A35E99E1D841BB,20772,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_1_7_r1/Serre_FAC_English_source_aligned_workpass.pdf,293517,0F506997F04B60DA44D553374FB961CB3541D8EA21B6482CDDF1D899DB201F3F,22334,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_1_8_r1/Serre_FAC_English_source_aligned_workpass.pdf,306240,31DC2C17F8830EF6D20A60D95388F263D17A9F0FEBDFE27E6730F7BA12161FCD,25486,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_1_8_r2/Serre_FAC_English_source_aligned_workpass.pdf,306105,BC40A96BF77D4ECE0A5D61055B5079D6A2822F9ECDB0EEB2AEA251CE253D2B99,25483,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_2_12_r1/Serre_FAC_English_source_aligned_workpass.pdf,328447,96F52C3C4237BFCA0269CA229127BCA7D235F57EEA8DC5290C3F289C70A06F40,34125,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_2_13_r1/Serre_FAC_English_source_aligned_workpass.pdf,337980,765911227475694AFF509ECF43A0680633EC97D7FF9563DC07FB342573DFECB3,37770,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_2_14_r1/Serre_FAC_English_source_aligned_workpass.pdf,343356,73EFEFB2C4CFBA6A31429DC24BF80D3AA5CB3DE88456144EE6853E0B34A080E7,40463,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_2_14_r2/Serre_FAC_English_source_aligned_workpass.pdf,343184,8BFB8D8B04F915CD9C9A89AE47598AEBADB623A0C2ED93428DA37672FBE7E462,40461,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_2_17_r1/Serre_FAC_English_source_aligned_workpass.pdf,352543,6047943E980DADD5323574F0ED2AA7D41C5A873A57DFDC23B7E070F330A203E4,44915,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_3_20_r1/Serre_FAC_English_source_aligned_workpass.pdf,380182,087ABC45BB6916A60FC41DDD500705B47D530A5078EF5F09D8273454481809C8,50489,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_3_20_r2/Serre_FAC_English_source_aligned_workpass.pdf,380179,AD99D9E384873A9BDFC798FE5881F0E771D7F5B6F55B0370BD114F0F63CBCA8F,50491,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_3_23_r1/Serre_FAC_English_source_aligned_workpass.pdf,394131,08352B5CEDDA6FF3CED34A71713E7A19752259A69131EBE4875071474AA96341,55542,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_3_23_r2/Serre_FAC_English_source_aligned_workpass.pdf,394142,B34B46164C064B230A035CF292FECDA28A4B03D2A402D58C26C5E352B7DB490C,55531,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_3_24_r1/Serre_FAC_English_source_aligned_workpass.pdf,406362,7036A0F36F6E63EE9CF5BE626519467D41DC0869A65035F7D8BA912AED8D21C9,59568,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_3_25_r1/Serre_FAC_English_source_aligned_workpass.pdf,423823,DF27EF14278C56A50E1CA91E7E709941F419FFF0EEE2C920928E1A3B40F53BE1,62823,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_3_26_r1/Serre_FAC_English_source_aligned_workpass.pdf,436987,499490F3E25556510961EF7A7C8EB13CB851392B5D0DA4E94A20512AD1AEAD5E,64681,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_4_27_r1/Serre_FAC_English_source_aligned_workpass.pdf,187869,4F8AA146C773E5EDA1E5EDCA0FE8E1D0CB8B739DD546D208550A1FAE9271632B,66171,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_4_27_r2/Serre_FAC_English_source_aligned_workpass.pdf,187849,F7FD7A30AF3C075DD0EF8289DDC8A5A838BC28660EADD6980038C49A796F7669,66173,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_4_27_r4/Serre_FAC_English_source_aligned_workpass.pdf,455746,1D56249F9DC1DDC21AED4E5EF5B08725D7360879C514000DF3A7E1AA06FD73E4,67471,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_4_28_r1/Serre_FAC_English_source_aligned_workpass.pdf,464355,E3D3D5A8B170AD7C210194D54F69BF8F0DC4E9D640FBA0AA76C98BB1B4D76226,70847,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_I_4_29_r1/Serre_FAC_English_source_aligned_workpass.pdf,476617,088BFC1EF031C057BC0BE584294DBD85D787E35796F889722C928F7481ACBF1A,75328,0,,PUBLIC_PROJECTED,PASS
english_source_first_workpass/build_checkpoint_opening_r1/Serre_FAC_English_source_aligned_workpass.pdf,150037,75574FF08920D72B136A38326F70B6DB18C8673340FC34F172519805448AC935,9668,0,,PUBLIC_PROJECTED,PASS
french_source_corrected_workpass/build_checkpoint_C0001_r1/fac.pdf,634039,F7515D8657BCC986127E4D8D46041792752E55D8A06B8C6FCA32829F211FC56B,238102,0,,PUBLIC_PROJECTED,PASS
french_source_corrected_workpass/build_checkpoint_C0002_T0003_r1/fac.pdf,634053,80F2E620A0445F807CD94554E80235D2B9DC80C65D2E1E0020782E234E8C0400,238110,0,,PUBLIC_PROJECTED,PASS
french_source_corrected_workpass/build_checkpoint_C0002_T0007_r1/fac.pdf,634056,9C6629719B31F55CD77252D4FDBEB71A37F84A1697D80029B4F0590250D01A2F,238124,0,,PUBLIC_PROJECTED,PASS
french_source_corrected_workpass/build_checkpoint_C0002_r1/fac.pdf,634032,616939756162D8A749B9CC9334EC0FF45F75CFD65526AB443D5658A59C4436EC,238102,0,,PUBLIC_PROJECTED,PASS
french_source_corrected_workpass/build_checkpoint_C0003_T0010_r1/fac.pdf,634073,E313D5A2C51FA87C8C0597578B2816AEF0F70100C2879E08230203868A66A888,238140,0,,PUBLIC_PROJECTED,PASS
french_source_corrected_workpass/build_checkpoint_C0004_T0010_r1/fac.pdf,634061,6836950A1B1FC0DEBEDDBEC0F4B9A664F5B770B7532BFB7C8175786D02B44263,238140,0,,PUBLIC_PROJECTED,PASS
french_source_corrected_workpass/build_checkpoint_C0004_T0011_r1/fac.pdf,634029,9D0D6D055D55041BAEC87D60F7A8E45B9B920376CD00CFA103C7E0090F239892,238144,0,,PUBLIC_PROJECTED,PASS
