relative_path,rule,rule_occurrence_in_file,line
EDITORIAL_DECISION_LOGBOOK.md,windows_absolute_root,1,20
LOGBOOK.md,codex_task_id,1,56
LOGBOOK.md,codex_task_id,2,56
LOGBOOK.md,archive_workflow_marker,1,13
LOGBOOK.md,archive_workflow_marker,2,53
STATUS.md,codex_task_id,1,173
STATUS.md,windows_absolute_root,1,169
controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,windows_user_home,1,20
controls/SOURCE_INPUTS.csv,windows_user_home,1,2
controls/SOURCE_INPUTS.csv,windows_absolute_root,1,3
controls/SOURCE_INPUTS.csv,windows_absolute_root,2,4
controls/SOURCE_INPUTS.csv,windows_absolute_root,3,5
controls/TRANSLATION_LINEAGES.csv,windows_absolute_root,1,2
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,1,10
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,2,12
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,3,27
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,4,30
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,5,35
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,6,56
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,7,66
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,8,70
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,9,75
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,10,85
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,11,90
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,12,93
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,13,98
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,14,102
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,15,153
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,16,156
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,17,164
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,18,168
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,19,171
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,20,174
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,21,187
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,22,202
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,23,204
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,24,206
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,25,208
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,26,214
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,27,218
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,28,220
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,29,226
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,30,228
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,31,231
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,32,234
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,33,237
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,34,243
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,35,250
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,36,252
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,37,256
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,38,261
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,39,286
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,40,292
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,41,296
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,42,300
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,43,306
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,44,310
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,45,313
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,46,318
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,47,330
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,48,334
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,49,336
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,50,338
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,51,347
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,52,349
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,53,351
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,54,353
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,55,355
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,56,357
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,57,359
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,58,361
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,59,363
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,60,365
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,61,367
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,62,371
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,63,373
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,64,391
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,65,397
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,66,403
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,67,411
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,68,416
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,69,423
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,70,427
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,71,431
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,72,435
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,73,440
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,74,447
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,75,451
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,76,456
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,77,460
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,78,464
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,79,468
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,80,472
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,81,477
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,82,481
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,83,487
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,84,491
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,85,493
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,86,495
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,87,497
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,88,498
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,89,500
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,90,508
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,91,512
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,92,535
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,93,544
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,94,548
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,95,550
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,96,554
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,97,558
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,98,566
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,99,569
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,100,572
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,101,588
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,102,590
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,103,598
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,104,610
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,105,614
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,106,617
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,107,620
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,108,621
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,109,628
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,110,632
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,111,635
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,112,646
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,113,659
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,114,664
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,115,673
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.log,windows_user_home,116,676
