relative_path,original_bytes,original_sha256,kind,encoding,disposition,public_bytes,public_sha256,privacy_action_count,privacy_rules,public_zip_part,rights_status,withheld_reason
EDITORIAL_DECISION_LOGBOOK.md,49834,CA7CB9999631566E15D764B1B2C0980D0096CF25C8B3088EEA31C8F9F44CEEB5,text,utf-8,PUBLIC_PROJECTION_REDACTED,49853,8A42191593A12317AE75D65A8CBCE5F6B1303EB6AC934CF7846E3BE240426022,1,windows_absolute_root,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
LOGBOOK.md,49102,91117271C27296EB494298766BB937DB2D01D79693F38AA86CC71E4C1FD9CCA7,text,utf-8,PUBLIC_PROJECTION_REDACTED,49050,62B7A531D85296E5C1D1E2013006D211A070A7B5743E40A14250254BBF044227,4,archive_workflow_marker;codex_task_id,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
STATUS.md,27709,D6DDAD98705A4CF620A3EA4F4A2E5F3585C12C551400471141E8DD1EAF23C6F3,text,utf-8,PUBLIC_PROJECTION_REDACTED,27710,85F56C84D4CE18C736C0F4EE5E23F22DB26892249A325DBAB286C7D75A653BD1,2,codex_task_id;windows_absolute_root,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/CHECKPOINT_IDENTITIES.csv,9713,F8E4FB717D586819D694E665DBBC25DE85A96568B530E5BE259D9732D2E3D324,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,9713,F8E4FB717D586819D694E665DBBC25DE85A96568B530E5BE259D9732D2E3D324,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/CHECKPOINT_VALIDATION.json,6382,8B1B296BBC7CF0797FDC6B5BB5FF2F46B2D2A28DFD4C1A8CACCA605F072B5582,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,6382,8B1B296BBC7CF0797FDC6B5BB5FF2F46B2D2A28DFD4C1A8CACCA605F072B5582,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,19323,5F0569F0301C49CD32CEB5B2C02EAB0FE23ABA4B0B4D72E1D0EA4F000A8E0526,text,utf-8,PUBLIC_PROJECTION_REDACTED,19328,0C5749C4E5554A10C28AA7044BCA0F8409C0D73F2F2166C212A6D0FA4A628440,1,windows_user_home,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/ENGLISH_NORMALIZATION_OCCURRENCES.csv,604282,5F437256D0E6337B6365B18561CDF88742B6743C36176DA02F73B39716A163C8,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,604282,5F437256D0E6337B6365B18561CDF88742B6743C36176DA02F73B39716A163C8,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/FRENCH_CORRECTIONS.csv,11238,89322E2959C10D57FFBF6D7A85632EAE99C24D98A2779C57B5CA1E10D342A41F,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,11238,89322E2959C10D57FFBF6D7A85632EAE99C24D98A2779C57B5CA1E10D342A41F,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/FRENCH_TRANSCRIPTION_REPAIRS.csv,3761,1DA8A485674117984F90382F5E77181E7E91DDEEB6147A56C27712AD403F3DDB,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,3761,1DA8A485674117984F90382F5E77181E7E91DDEEB6147A56C27712AD403F3DDB,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/SOURCE_INPUTS.csv,1269,DDA15D73395FDFBB4D78280C1F240962ABB98489B888EF5B420132712016B960,text,utf-8,PUBLIC_PROJECTION_REDACTED,1331,2D90951E080E0F86E9334800AAFA4DCFE962CBD6F966F0622179660A40485300,4,windows_absolute_root;windows_user_home,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/TRANSLATION_LINEAGES.csv,679,3066C930E9FB403DCDB09F47BD2971F4A315D2C0262E52F9B5A2FC4A13C5F08F,text,utf-8,PUBLIC_PROJECTION_REDACTED,698,A1C3C07F212D422A7FE1D90BE538910BEFA2B3C9618307330725173CE44E6B51,1,windows_absolute_root,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/TRANSLATION_PROGRESS.csv,10354,14F1CB06DDFA9EDBCC44F5F4052AEB2D492AD2E667BDFA1EF501D84BBF924209,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,10354,14F1CB06DDFA9EDBCC44F5F4052AEB2D492AD2E667BDFA1EF501D84BBF924209,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/generate_checkpoint_identities.ps1,2691,8747FEBB33DD42FF138EF75CDF37721F170552FD4DC4873587BEC92AED97B445,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,2691,8747FEBB33DD42FF138EF75CDF37721F170552FD4DC4873587BEC92AED97B445,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
controls/generate_english_normalization_occurrences.ps1,13057,31ECA732F91CFB8E02A3C2B4C913AF230CCB0E3E602DBD588D7A12A079F240E6,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,13057,31ECA732F91CFB8E02A3C2B4C913AF230CCB0E3E602DBD588D7A12A079F240E6,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,CC0-1.0_PROJECT_AUTHORED_PROVENANCE,
english_source_first_workpass/build_checkpoint_II_1_30_r1/Serre_FAC_English_source_aligned_workpass.aux,843,C54916A5B19CA8C9F83B9F1C77FDD2FA2D9319A474DB5938BF8A0B2ED1F7BD47,text,utf-8,PUBLIC_PROJECTION_BYTE_IDENTICAL,843,C54916A5B19CA8C9F83B9F1C77FDD2FA2D9319A474DB5938BF8A0B2ED1F7BD47,0,,public_zip_parts/serre-fac-live-custody-20260802-public-part-001-of-002.zip,LICENSE_NOT_SPECIFIED_CORPUS_SOURCE_OR_BUILD_ARTIFACT,
