"root_id","lane","local_root","relative_path","dest_path","bytes","sha256","extension","classification"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","B3_UPLOADER_READY_SUMMARY.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/B3_UPLOADER_READY_SUMMARY.csv","1294","BF665A2F3E4A5CB6B5910F8FC9A0836271090B30E5FE2D738546B3CAA9D4BA7B",".csv","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","MANIFEST.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/MANIFEST.csv","1804","1170E58413146D8527241B631E42B214BD616D04A4190B7D30D37CB22BB06B2C",".csv","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","PACKAGE_VALIDATION.json","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/PACKAGE_VALIDATION.json","1359","0CE1BDCD44CFF2FE67778F67C401EB4248CF15A60257AF2C78BADB3CE448ACB8",".json","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","R3_8A7F43FD_BLOCKERS_AND_RECOVERY_ROWS.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BLOCKERS_AND_RECOVERY_ROWS.csv","1612","6BC89B5CAD145E6CA3C7BF205E5B252BAC6F6B9C80576C04D0C967C82807B33B",".csv","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","R3_8A7F43FD_BRANCH_COMMITS_FROM_B4660802.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_COMMITS_FROM_B4660802.csv","132","76244CCEB40479CE2AF75E0C0C8A04914D465BC503FD26BFC9CFC729D2091CFD",".csv","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","R3_8A7F43FD_BRANCH_DELTA_CATEGORY_COUNTS.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_DELTA_CATEGORY_COUNTS.csv","333","DEFF7B6941AB1F8A30C8B0B29301329401609ABEFBB717EA1FBA57A94847BEDD",".csv","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","R3_8A7F43FD_BRANCH_DELTA_FROM_B4660802.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_DELTA_FROM_B4660802.csv","170746","229BCB9EFFF48269B9F2BFC69635CAF67D10822EE4C36209A1A7F886F1A118BE",".csv","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","R3_8A7F43FD_BRANCH_VISIBLE_B466_VALIDATION_FIELDS.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_VISIBLE_B466_VALIDATION_FIELDS.csv","2910","9AD9E287CA5B67722FB56BBB007741E2A3C9DE54C9017E890F1D67CF5598A9F3",".csv","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","R3_8A7F43FD_BRANCH_VISIBLE_R3_B466_PACKET_HASH_CHECK.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_BRANCH_VISIBLE_R3_B466_PACKET_HASH_CHECK.csv","4785","638033D875F613AD217871153C0D62F165AEFC55075DDB5FE5D69DE9EDB4FA37",".csv","packet_file"
"r3_8a_b466_branch_visibility_source_use_gap","R3 Arabic/Persianate adjacent linear algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707\R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z","R3_8A7F43FD_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","interlanguage-sidecar/r3-8a7f43fd-b4660802-branch-visibility-source-use-gap-audit-20260707/R3_8A7F43FD_B4660802_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T230505Z/R3_8A7F43FD_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","1464","C860E06082137C1F058E53EC55A36C3981CEBF5E38FD8FB3A4C65042631AD8D9",".csv","packet_file"
