scope,manifest_rows,native_source_body_rows,ocr_witness_rows,generated_draft_rows,gap_rows,pretranslation_scaffold_rows,post_dump_gap_action_rows,whole_corpus_status,next_concrete_action,source_use_decision,promotion_allowed,accepted_translation_evidence,native_review_claimed
Amharic,126,88,0,0,0,0,0,source-baseline-present; continue extraction/source-context/pretranslation support under non-canonical labels,Use existing bodies for source-context/OCR Unicode triage and draft-only formula-neighboring support; keep license/review gates open.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
Afar,30,13,0,0,0,0,0,source-baseline-present; continue extraction/source-context/pretranslation support under non-canonical labels,Use existing bodies for source-context/OCR Unicode triage and draft-only formula-neighboring support; keep license/review gates open.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
Somali,160,75,0,0,9,9,9,source-canon-incomplete-or-adverse; continue recovery plus draft-only scaffolds where context bodies exist,Resolve invalid Somali chapter endpoints or source-owner returns; use full textbook/teacher-guide only with exact page extraction before draft support.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
Oromo,213,124,0,0,0,0,0,source-baseline-present; continue extraction/source-context/pretranslation support under non-canonical labels,Use existing bodies for source-context/OCR Unicode triage and draft-only formula-neighboring support; keep license/review gates open.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
Tigrigna/Tigrinya,186,98,0,0,0,0,0,source-baseline-present; continue extraction/source-context/pretranslation support under non-canonical labels,Use existing bodies for source-context/OCR Unicode triage and draft-only formula-neighboring support; keep license/review gates open.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
Hausa,161,56,9,0,5,3,5,source-canon-incomplete-or-adverse; continue recovery plus draft-only scaffolds where context bodies exist,Continue exact body recovery and source-owner/reviewer route search; title/comparator metadata cannot become translation evidence.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
Igbo,178,54,9,0,5,4,5,source-canon-incomplete-or-adverse; continue recovery plus draft-only scaffolds where context bodies exist,Continue exact body recovery and source-owner/reviewer route search; title/comparator metadata cannot become translation evidence.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
Yoruba/Wolof/Twi/Fulfulde/Mandinka,153,65,0,0,0,0,0,source-baseline-present; continue extraction/source-context/pretranslation support under non-canonical labels,Recover exact source bodies/OCR Unicode evidence and reviewer/authority gates; keep draft support non-canonical.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
AF05 South Sudan,58,21,9,0,1,0,1,source-canon-incomplete-or-adverse; continue recovery plus draft-only scaffolds where context bodies exist,Continue exact body recovery and source-owner/reviewer route search; title/comparator metadata cannot become translation evidence.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
AF06 Omotic/Southern Non-Bantu,36,15,9,0,1,0,1,source-canon-incomplete-or-adverse; continue recovery plus draft-only scaffolds where context bodies exist,Continue exact body recovery and source-owner/reviewer route search; title/comparator metadata cannot become translation evidence.,R9 evidence only; no sibling R3 source body/term import; no accepted translation evidence until gates close,false,false,false
