term_id,sense_id,concept,decision_id,candidate_surfaces,cohort_id,cohort_name,cohort_standard,dominant_standard_forms,candidate_to_cohort_orthographic_proxy,Spanish_to_cohort_orthographic_proxy,French_to_cohort_orthographic_proxy,proxy_delta_over_Spanish,proxy_delta_over_French,beats_both_dominant_forms_by_0_05,proxy_interpretation,penalties,supporting_evidence_ids,adverse_evidence,human_n,human_correct,human_incorrect,human_abstain,human_latency_ms,human_confidence,effect_interval,review_status,pilot_eligible,reviewed_occurrence_support_ids,reviewed_occurrence_adverse_ids,occurrence_review_status,method_version,reviewed_occurrence_held_ids,T31_T40_lexical_navigation_support_ids,T31_T40_running_body_support_ids,sense_label,source_audit_v11_support_ids,source_audit_v11_adverse_ids,source_audit_v11_excluded_nearby_ids,source_audit_v11_human_observations,source_audit_v11_status
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,anillo,0.8333,1.0,0.3333,-0.1667,0.5,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost;Spanish_form_outscores_candidate,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-FR-STD,adult readers literate in standard French,standard French,anneau,0.5,0.3333,1.0,0.1667,-0.5,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost;low_orthographic_proxy;French_form_outscores_candidate,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,anel,1.0,0.5,0.5,0.5,0.5,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-GL-STD,adult readers literate in standard Galician,standard Galician,anel,1.0,0.5,0.5,0.5,0.5,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,anell,0.8333,0.6667,0.5,0.1666,0.3333,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-IT-STD,adult readers literate in standard Italian,standard Italian,anello,1.0,0.8333,0.3333,0.1667,0.6667,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,inel,0.75,0.3333,0.3333,0.4167,0.4167,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,rintg,1.0,0.1667,0.1667,0.8333,0.8333,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T01,T01-S1,ring,D-T01-S1-V3,anel | rintg | anello,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T01-es-UNION;E-T01-fr-UNION;E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,Everyday circular object; Romansh rintg is cognate with Germanic ring and must not be counted as a Latinate match. | reviewed adverse occurrences: E-OCC-3994744337A6FEBD,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-B5688AB1238DAB3B;E-OCC-C006CE655F317F2F;E-OCC-A636D81B5B9DE8AF;E-OCC-B428BAE734AF90A6;E-OCC-FA6771105A9F0FA2;E-OCC-57C51AB046F7BBE5;E-OCC-DED186FEB6B40FB9;E-OCC-5AF849B829629BBE;E-OCC-B409ECFB86750DE5;E-OCC-46DBCEFBF04F87E2;E-OCC-DB78650B1CD3CAF9;E-OCC-3DC13D36F50EE1D6;E-OCC-A725C674398D4105;E-OCC-41579C946F3D094A;E-OCC-00D006FDF2D9833F;E-OCC-12F818F42672282D;E-OCC-C0667E8C3CFB94B4;E-OCC-5E95E9611185A9EF;E-OCC-A2965EADA4DB7ED6;E-OCC-2082863F4AFDB5C8,E-OCC-3994744337A6FEBD,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,ring,,,,0,not_in_v11_bounded_batch
T02,T02-S1,field,D-T02-S1-V3,camp | corpo,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,cuerpo,0.6667,1.0,0.5,-0.3333,0.1667,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost;Spanish_form_outscores_candidate,E-T02-es-UNION;E-T02-fr-UNION;E-OCC-1C1E4F3A2D296E56;E-OCC-F5CAC32FE5773C33;E-OCC-3BCA9E34A20E378C;E-OCC-BC0BD88E41821B94;E-OCC-AE56D5FBA7387BA8;E-OCC-5317A36879B0D415;E-OCC-0BBC2397182D6D0C;E-OCC-792F080AA9B8AAE9;E-OCC-45BB23C87F054216;E-OCC-8722ED6982A1894A;E-OCC-024CCC53239D926D;E-OCC-10D7F6E158192A17;E-OCC-A90C5CB4B6FA426F;E-OCC-171B08E04B42F7BD,"Physical field and land-field senses; Spanish cuerpo and French/Romanian corp/corps are body words, while campo/camp is used elsewhere. | reviewed adverse occurrences: E-OCC-5F9CD60CA5C911E0;E-OCC-FA55162AF80A7EDB;E-OCC-5BD027568D67BB57;E-OCC-221C13607A25C964;E-OCC-5CE717BCAEF42C9D",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-1C1E4F3A2D296E56;E-OCC-F5CAC32FE5773C33;E-OCC-3BCA9E34A20E378C;E-OCC-BC0BD88E41821B94;E-OCC-AE56D5FBA7387BA8;E-OCC-5317A36879B0D415;E-OCC-0BBC2397182D6D0C;E-OCC-792F080AA9B8AAE9;E-OCC-45BB23C87F054216;E-OCC-8722ED6982A1894A;E-OCC-024CCC53239D926D;E-OCC-10D7F6E158192A17;E-OCC-A90C5CB4B6FA426F;E-OCC-171B08E04B42F7BD,E-OCC-5F9CD60CA5C911E0;E-OCC-FA55162AF80A7EDB;E-OCC-5BD027568D67BB57;E-OCC-221C13607A25C964;E-OCC-5CE717BCAEF42C9D,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,field,,,,0,not_in_v11_bounded_batch
