comparison_id,evidence_class,authority_role,unit_id,object_type,source_locator,source_tex_lines,original_printed_pages,physical_source_pdf_pages,target_locator,parent_id,cross_references,critical_controls,decision,result,status,confidence,adverse_or_choice,rejected_alternative,record_revision,continuation_cursor
SGA2-VIII-L12S-CMP-001,source_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-TRANS,transition,French line2553 and physical76,2553,85,76,opening sentence,SGA2-VIII-L12S,INBOUND:SGA2-VIII-P11C,remaining obligation and following result,preserve transition as one complete sentence,pass,production_structure_comparison_passed_self_review_pending,high,none,fold transition into lemma heading,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-HYP,functor_signature,French line2555 and physical76,2555,85,76,Lemma1.2 first sentence,SGA2-VIII-L12S,SGA2-VIII-L12S-MOD,A Noetherian C category of A-modules and underlined-F from C to Ab,preserve domain codomain and underlined functor typography,pass,production_formula_structure_comparison_passed_self_review_pending,high,none,use mathcal-F or omit category,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-003,source_logic,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-HYP,functor_properties,French line2555 and physical76,2555,85,76,Lemma1.2 hypotheses,SGA2-VIII-L12S,SGA2-VIII-L12S-MOD,additive and left exact,preserve both properties in idiomatic English order,pass,production_logic_comparison_passed_self_review_pending,high,word order normalized,left additive exact functor,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-004,source_formula_logic,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-HYP,vanishing_hypothesis,French line2555 and physical76,2555,85,76,R1-F-Hom display,SGA2-VIII-L12S,SGA2-VIII-L12S-SPEC,for every finite N and injective C with R degree1 of F-Hom equal zero,preserve quantifiers degree arguments parentheses and zero,pass,production_formula_logic_comparison_passed_self_review_pending,high,none,drop for every or swap N and C,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-005,source_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-MOD,module_hypotheses,French line2555 and physical76,2555,85,76,M sentence,SGA2-VIII-L12S,SGA2-VIII-L12S-HYP;SGA2-VIII-L12S-SPEC,M finitely generated and finite projective dimension,preserve both hypotheses without strengthening,pass,production_structure_comparison_passed_self_review_pending,high,none,assume M projective,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-006,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-SPEC,spectral_sequence,French lines2555-2557 and physical76,2555-2557,85,76,main display,SGA2-VIII-L12S,SGA2-VIII-L12S-HYP;SGA2-VIII-L12S-DEF,R-star-F-M left-abutment arrow Ext-F-sup-p of Ext-sup-minus-q M-A and A,preserve source order arrow direction star p minus-q and nested arguments,pass,production_formula_comparison_passed_self_review_pending,high,none,reverse arrow or lose minus sign,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-007,source_formula_definition,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-DEF,derived_functor_definition,French lines2558-2559 and physical76,2558-2559,85,76,definition clause,SGA2-VIII-L12S,SGA2-VIII-L12S-SPEC,Ext-F-sup-p denotes p-th right derived functor of F composed with Hom,preserve degree subscript right-derived direction and composition,pass,production_formula_definition_comparison_passed_self_review_pending,high,none,treat Ext-F as ordinary Ext,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-008,comparison_delta,comparison_only_not_authority,SGA2-VIII-L12S-CAND,candidate_expansion,jcreinhold lines78-93,2553-2559,85,76,comparison audit,SGA2-VIII-L12S,SGA2-VIII-L12S-SPEC;SGA2-VIII-L12S-DEF,candidate writes E2-pq equality and R-p-plus-q abutment,record as useful interpretation but do not add absent symbols to source-aligned target,pass_as_comparison_only,comparison_delta_recorded_self_review_pending,high,explicit expansion may aid later reader apparatus,insert expansion as though printed authority,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-009,comparison_delta,comparison_only_not_authority,SGA2-VIII-L12S-CAND,candidate_typography,jcreinhold lines84-93,2555-2559,85,76,comparison audit,SGA2-VIII-L12S,SGA2-VIII-L12S-HYP;SGA2-VIII-L12S-SPEC,candidate uses plain F C Ab and text-code display,preserve source distinctions with mathcal-C bold-Ab underlined-F and TeX operators,pass_with_rejected_typography,comparison_adverse_choice_recorded_self_review_pending,high,candidate natural prose accepted only after source match,copy plain typography,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-010,source_boundary,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-BOUND,unit_boundary,French lines2559-2561 and physical76,2559-2561,85-86,76,target close and cursor,SGA2-VIII-L12S,OUTBOUND:SGA2-VIII-L12P,lemma ends line2559 blank2560 proof begins with differential-degree sentence line2561,exclude proof and retain exact cursor2561,pass,production_boundary_comparison_passed_self_review_pending,high,none,include proof sentence or report cursor2560,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-011,target_accessibility,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-QA,delimiter_extraction,first target PDF extraction versus visible formulas,2555-2558,85,76,both displayed formulas,SGA2-VIII-L12S,SGA2-VIII-L12S-HYP;SGA2-VIII-L12S-SPEC,first extensible-delimiter build rendered correctly but extracted closing delimiters as control characters,use ordinary TeX parentheses with no mathematical change,pass_after_accessibility_normalization,self_accessibility_formula_QA_passed_independent_review_pending,high,visible formula unchanged and searchable text improved,retain extensible delimiters despite degraded extraction,1,French source line2561 after blank line2560
SGA2-VIII-L12S-CMP-012,independent_source_formula_variance_boundary_review,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-QA,full_unit_independent_seal,French lines2553-2561 direct PDF physical76 and independent 600dpi crop,2553-2561,85-86,76,final one-page target and independent renders,SGA2-VIII-L12S,SGA2-VIII-L12S-TRANS;SGA2-VIII-L12S-HYP;SGA2-VIII-L12S-MOD;SGA2-VIII-L12S-SPEC;SGA2-VIII-L12S-DEF;SGA2-VIII-L12S-BOUND,transition Noetherian ring category underlined-F domain codomain left exact additive finite N injective C R1 zero finite M finite projective dimension R-star left-arrow Ext-F-p nested Ext-minus-q right-derived definition second-argument context and cursor2561,accept literal source-aligned target and retain ordinary parentheses for clean extraction,pass,independently_source_reviewed_and_sealed_bounded_internal_unit,high,candidate E2-pq and R-p-plus-q expansion remains interpretive only; plain F C Ab and code display remain rejected,copy candidate expansion or flatten semantic typography,1,French source line2561 after blank line2560
