decision_id,evidence_class,authority_role,unit_id,source_term_or_delta,source_locator,target_locator,chosen_english_or_action,normalization_class,adverse_delta,rejected_alternative,motivation,status,confidence,record_revision,continuation_cursor,revisit_condition
SGA2-VIII-L12S-TERM-001,terminology,corrected_french_tex,SGA2-VIII-L12S,anneau noetherien,French line2555,Lemma1.2 opening,Noetherian ring,SGA_wide_register,none,noetherian ring,capitalize the proper-name adjective,production_choice_applied_self_review_pending,high,1,French source line2561 after blank line2560,SGA-wide register revision
SGA2-VIII-L12S-TERM-002,terminology,corrected_french_tex,SGA2-VIII-L12S,module de type fini,French line2555,hypotheses,finitely generated module,SGA_wide_register,none,module of finite type,use standard English module-theory register,production_choice_applied_self_review_pending,high,1,French source line2561 after blank line2560,SGA-wide register revision
SGA2-VIII-L12S-TERM-003,terminology,corrected_french_tex,SGA2-VIII-L12S,foncteur additif exact a gauche,French line2555,functor hypothesis,left exact additive functor,standard_mathematical_English,word order normalized,additive exact-on-the-left functor,use established English categorical phrasing while retaining both properties,production_choice_applied_self_review_pending,high,1,French source line2561 after blank line2560,independent terminology review
SGA2-VIII-L12S-TERM-004,terminology,corrected_french_tex,SGA2-VIII-L12S,dimension projective finie,French line2555,M hypothesis,finite projective dimension,SGA_wide_register,none,finite-dimensional projective module,preserve homological dimension rather than module dimension,production_choice_applied_self_review_pending,high,1,French source line2561 after blank line2560,independent homological review
SGA2-VIII-L12S-TERM-005,terminology,corrected_french_tex,SGA2-VIII-L12S,suite spectrale,French lines2555-2557,main display,spectral sequence,SGA_wide_register,none,spectral series,standard term of art,production_choice_applied_self_review_pending,high,1,French source line2561 after blank line2560,SGA-wide register revision
SGA2-VIII-L12S-TERM-006,terminology,corrected_french_tex,SGA2-VIII-L12S,p-ieme foncteur derive droit,French line2558,definition clause,p-th right derived functor,SGA_wide_register,none,p-th derived-right functor,standard derived-functor register and direction,production_choice_applied_self_review_pending,high,1,French source line2561 after blank line2560,independent functor review
SGA2-VIII-L12S-TERM-007,comparison_policy,comparison_only_not_authority,SGA2-VIII-L12S,jcreinhold E2 and abutment expansion,jcreinhold lines89-91,comparison audit,retain only in ledger and not substantive target,comparison_only_policy,candidate introduces E2 and p-plus-q absent from printed formula,copy expansion into source-aligned lemma,translation must follow French authority and may not silently add a mathematical reformulation,comparison_choice_recorded_self_review_pending,high,1,French source line2561 after blank line2560,independent spectral-sequence review or reader-apparatus policy
SGA2-VIII-L12S-TERM-008,typography_normalization,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S,underlined F category C and Ab,French line2555 plus physical76,functor signature and formulas,use underlined roman F mathcal C and bold Ab,source_typography_preservation,candidate flattens distinctions,use plain italic F C and Ab,preserve three distinct semantic roles visible in the authority,production_choice_applied_self_review_pending,high,1,French source line2561 after blank line2560,SGA-wide notation policy revision
SGA2-VIII-L12S-TERM-009,layout_accessibility_normalization,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-QA,extensible formula delimiters,first target PDF text extraction,both displayed formulas,use ordinary TeX parentheses,extractable_text_preservation,extensible closing delimiters extracted as control characters,retain extensible delimiters despite degraded searchable text,ordinary delimiters preserve the visible formula while restoring readable extracted parentheses,applied_self_review_nonmathematical,high,1,French source line2561 after blank line2560,target toolchain or accessibility policy change
SGA2-VIII-L12S-TERM-010,independent_comparison_and_variance_confirmation,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12S-QA,literal spectral-sequence display and right-derived functor context,French lines2544-2546 and2555-2558 plus physical76,final lemma statement,retain R-star left-arrow Ext-F-p nested Ext-minus-q and source definition with second-argument variance supplied by immediate context,source_formula_and_variance_preservation,candidate makes an unprinted E2-pq and total-degree expansion,insert candidate E2-pq equality and R-p-plus-q abutment,source authority controls the displayed notation while preceding lines2544-2546 fix the bifunctor variance,applied_and_independently_confirmed,high,1,French source line2561 after blank line2560,cumulative Expose VIII integration review
