"record_id","work_id","structure_type","label","parent_id","order","source_path","source_line_start","source_line_end","source_file_sha256","source_slice_sha256_lf","target_path","target_line_start","target_line_end","target_file_sha256","target_slice_sha256_lf","relations_json","source_language","target_language","authority_state","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"NOE-P01-KO-WORK-001","NOE-P01","work","Paper 1 complete preserved interval","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","1","80","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","1","32","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","[{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U01""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U02""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U03""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","E73E7FAD8FD0502CF75B5289F7A37D34B653B0CA2667BE692C292E8452F74715"
"NOE-P01-KO-U01","NOE-P01","unit","Literature, goal, and finite-system method","NOE-P01-KO-WORK-001","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","1","24","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","4FAFC711A18FBE0B9C328DB74E8FB8BD88D46B168F2446B84310222014409AAE","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","1","32","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-WORK-001""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","CF4C69C3EFB063B12B975061F64EB2D864463451AE2A686C0E3047A811A3C65F"
"NOE-P01-KO-U01-TITLE-001","NOE-P01","title","Paper title","NOE-P01-KO-U01","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","1","3","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","56A1BC27C5DFDC2AEE427BD46F453CFE10CD49FFFB49901A677AEB1B16E64598","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","9","11","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","92DE1B3E2E4A2397EFFD6EF8C90C03B2C239A697B4B3CEC9D4FAEF13CBCB30C2","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","151AEF7134BE2B6AEDED48916B15F7E5E9221BC8A01F2F00EE8BE94D3EA0812B"
"NOE-P01-KO-U01-AUTHOR-001","NOE-P01","author","Emmy Noether byline","NOE-P01-KO-U01","2","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","4","5","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","CE461FD6BBA67D95E3B5F4A25E315E47B427A72A7077DF965ED2A3B19F08CA88","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","12","13","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","7AEEC23FA798D7E9AF5FBD10E663E39C3E7E4797AF815C33E7EBEAE86232E896","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","D1CBBB34A23397488A9462554FBEFDBDD6F7C17CD53C848C9BAE4EC860197AA1"
"NOE-P01-KO-U01-PUBLICATION-001","NOE-P01","publication_note","Dissertation excerpt and journal receipt","NOE-P01-KO-U01","3","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","6","9","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","F62A3AD8C071B101018B8C5D6C6DC815102F50A0C7C0A7CF66508B27F836ED7C","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","14","17","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","1EF1F231B8044251E88FB12176F61910F188D74B5178C4E7FCBFCD3B50724CC1","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","5C370B4F6F8D9E8FCC306F565E8F29C2484E675D554F7D464F506CAD83D89867"
"NOE-P01-KO-U01-PARA-001","NOE-P01","paragraph","Prior work and Gordan special form system","NOE-P01-KO-U01","4","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","11","11","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","B3A49C975BBDD25E9F873BC5CE939F91870611735C65F95F9CD387E9FE087717","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","19","20","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","9A17F0AED1B4EFBFDEAF4AF0134C26CC268BD31FDAAF6D1CAE46C08FE38D0ED5","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","2405BF63AF53B78D7580DFFD4A8FD0E947F724737549CEA2DBBEFA2803C056A7"
"NOE-P01-KO-U01-NOTE-001","NOE-P01","footnote","Prior-work bibliography note","NOE-P01-KO-U01-PARA-001","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","11","11","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","B3A49C975BBDD25E9F873BC5CE939F91870611735C65F95F9CD387E9FE087717","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","19","19","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","4105D40C33AFC705E377D2BCA4C5E79872B72C231BB439268EB5B0E2492BDD89","[{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-PARA-001""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U01-BIB-001""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U01-BIB-002""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U01-BIB-003""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","DD118A8E441676E2EBA227A6AEA6234A1A20E1BA325D44B925A23BF7ACA26406"
"NOE-P01-KO-U01-BIB-001","NOE-P01","bibliography_item","P. Gordan 1880","NOE-P01-KO-U01-NOTE-001","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","11","11","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","B3A49C975BBDD25E9F873BC5CE939F91870611735C65F95F9CD387E9FE087717","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","19","19","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","4105D40C33AFC705E377D2BCA4C5E79872B72C231BB439268EB5B0E2492BDD89","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-NOTE-001""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","821ADBAF9992E355D3DF0A436538DA382A2D9C2E65B9473A494B8F8C558994B0"
"NOE-P01-KO-U01-BIB-002","NOE-P01","bibliography_item","G. Maisano two papers","NOE-P01-KO-U01-NOTE-001","2","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","11","11","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","B3A49C975BBDD25E9F873BC5CE939F91870611735C65F95F9CD387E9FE087717","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","19","19","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","4105D40C33AFC705E377D2BCA4C5E79872B72C231BB439268EB5B0E2492BDD89","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-NOTE-001""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","BFCB9905C7EA687A75410E6F7097355183C37548BB0DD32E46CD2EAB69671C46"
"NOE-P01-KO-U01-BIB-003","NOE-P01","bibliography_item","E. Pascal 1905","NOE-P01-KO-U01-NOTE-001","3","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","11","11","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","B3A49C975BBDD25E9F873BC5CE939F91870611735C65F95F9CD387E9FE087717","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","19","19","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","4105D40C33AFC705E377D2BCA4C5E79872B72C231BB439268EB5B0E2492BDD89","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-NOTE-001""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","489847B0454F22E66B1A9F27A9347135723EA7235288E9A443E7900A7A4D113A"
