"register_id","row_kind","target_language_or_access_target","source_title","source_url","url_domain","url_role","duplicate_url_status","duplicate_url_count","license_or_access_signal","license_bucket","evidence_tier","expected_tier_from_flags","evidence_tier_consistency","source_type","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","is_html_or_web_fallback","topic_tags","source_language","consistency_status","consistency_issue","gap_or_blocker_note","non_claim_boundary"
"SCW-TT-001","source_witness","Tatar","Алгебраик чишелеш — Wikipedia","https://tt.wikipedia.org/wiki/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8%D0%BA_%D1%87%D0%B8%D1%88%D0%B5%D0%BB%D0%B5%D1%88","tt.wikipedia.org","source_witness_url","unique_url","1","local HTML includes CC BY-SA 4.0 link","cc_by_sa_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Tatar; algebra; algebraic solution; polynomial/base context","Tatar","consistency_pass","","Target-language algebra witness only; no TeX/source package; no Noetherian-ring or polynomial-ring exact row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-TT-002","source_witness","Tatar","Хуа леммасы — Wikipedia","https://tt.wikipedia.org/wiki/%D0%A5%D1%83%D0%B0_%D0%BB%D0%B5%D0%BC%D0%BC%D0%B0%D1%81%D1%8B","tt.wikipedia.org","source_witness_url","unique_url","1","local HTML includes CC BY-SA 4.0 link","cc_by_sa_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Tatar; algebra; lemma","Tatar","consistency_pass","","Target-language mathematics witness only; no TeX/source package; no hard-row closure. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-TT-003","source_witness","Tatar-region lead","Методические пособия\Кафедpа высшей математики и математического моделирования - Казанский (Приволжский) федеральный университет","https://kpfu.ru/math/strctre/teach/hmnmm/metodicheskie-posobiya","kpfu.ru","source_witness_url","unique_url","1","copyright signal","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","false","false","false","true","higher mathematics; institutional source shelf; KPFU","Tatar-region lead","consistency_pass","","Institutional source-shelf lead only, not a Tatar-language hard-row witness; no local TeX/source package; no exact hard row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-TT-004","source_witness","Tatar","Татар телендә математикадан уку материаллары булдырырга йогынты ясаучы факторлар турында","https://cyberleninka.ru/article/n/tatar-telend-matematikadan-uku-materiallary-buldyryrga-yogynty-yasauchy-faktorlar-turynda","cyberleninka.ru","source_witness_url","unique_url","1","local HTML includes Creative Commons signal","creative_commons_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Tatar; mathematics education; source-material factors","Tatar","consistency_pass","","Tatar-language mathematics-materials article witness; not algebra/ring hard-row support; no TeX/source package. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-KY-001","source_witness","Kyrgyz","Көп мүчө - Википедия","https://ky.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","ky.wikipedia.org","source_witness_url","unique_url","1","local HTML includes CC BY-SA 4.0 link","cc_by_sa_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Kyrgyz; polynomial; algebra","Kyrgyz","consistency_pass","","Target-language polynomial/base witness only; no TeX/source package; no polynomial-ring or Noetherian-ring exact row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-KY-002","source_witness","Kyrgyz","Эмми Нётер - Википедия","https://ky.wikipedia.org/wiki/%D0%AD%D0%BC%D0%BC%D0%B8_%D0%9D%D1%91%D1%82%D0%B5%D1%80","ky.wikipedia.org","source_witness_url","unique_url","1","local HTML includes CC BY-SA 4.0 link","cc_by_sa_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Kyrgyz; Emmy Noether; algebra context","Kyrgyz","consistency_pass","","Target-language Noether biography/context witness only; no TeX/source package; no Noetherian-ring exact row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-KY-003","source_witness","Kyrgyz","""шакек"" сөзүн кыргыз тилинде морфологиялык талдоо","https://tamgasoft.kg/morfo/ky/%D1%88%D0%B0%D0%BA%D0%B5%D0%BA","tamgasoft.kg","source_witness_url","unique_url","1","no reusable license signal found","other_access_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Kyrgyz; morphology; ring wordform lead","Kyrgyz","consistency_pass","","Morphology-only witness for a surface form; not a mathematical publication; no source package; no hard-row support. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-KY-004","source_witness","Kyrgyz","Matematikalyk Terminderdin Kyrgyzcha Oruscha Sozdugu Bizdin KG | PDF","https://www.scribd.com/document/673285911/Matematikalyk-terminderdin-kyrgyzcha-oruscha-sozdugu-bizdin-kg","www.scribd.com","source_witness_url","unique_url","1","copyright signal","copyright_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","local dynamic HTML/PDF-surface capture","true","false","true","true","Kyrgyz; Russian-Kyrgyz math terms dictionary","Kyrgyz","consistency_pass","","Terminology dictionary surface witness; no local PDF hash/source package; license restrictive/unclear; no exact hard-row support. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-TK-001","source_witness","Turkmen","Ýokary matematika I","https://kitaphana.net/book/1207","kitaphana.net","source_witness_url","unique_url","1","copyright signal","copyright_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","local HTML/PDF-viewer surface capture","true","false","true","true","Turkmen; higher mathematics; textbook lead","Turkmen","consistency_pass","","Turkmen higher-math publication surface; no local PDF hash/source package; no exact Noetherian-ring or polynomial-ring row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-TK-002","source_witness","Turkmen","Kömekow B Algebra-2010'TDU | PDF","https://www.scribd.com/document/868629110/Komekow-B-Algebra-2010-TDU","www.scribd.com","source_witness_url","unique_url","1","copyright signal","copyright_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","local dynamic HTML/PDF-surface capture","true","false","true","true","Turkmen; algebra; TDU textbook lead","Turkmen","consistency_pass","","Turkmen algebra publication surface; no local PDF hash/source package; license restrictive/unclear; no exact hard-row support. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
