"relative_path","byte_count","sha256","last_write_time_utc"
"outputs/ACTIVE_SESSION_STATE.md","618","52C3CC47EFB992C7CAB72C2AAB3BA1933127215DC9254B8CE5F2738DF0508568","2026-07-06T07:47:48Z"
"outputs/b3-source-body-handoff-20260706/B3_UPLOADER_PATHS.csv","1716","66A0643C799E60E905B1BABF724ABDE860E15D8B265B7744BD8D574B60612465","2026-07-05T22:43:29Z"
"outputs/b3-source-body-handoff-20260706/BLOCKER_GAP_ROWS.csv","6613","EE05587713B465B9FD3A3ED792A7D4FCA7D898C2B2E5ED1CA0760060B4AE6E2B","2026-07-05T22:43:29Z"
"outputs/b3-source-body-handoff-20260706/BODY_COUNTS_BY_EXTENSION.csv","574","74C1D7E4249AC7F1C0E27AD61064CDEBD697502B4F91A8F8F7B917322428B1F7","2026-07-05T22:43:29Z"
"outputs/b3-source-body-handoff-20260706/LOGBOOK_EXCERPT.md","810","9B43307DFE3A7F56D59F0813F4F71741D94BC290A9FCA269DD98B02D771449D6","2026-07-05T22:43:41Z"
"outputs/b3-source-body-handoff-20260706/MANIFEST.csv","4125","5746C2861A5F96F1890B27963C03406FEEB4C4839061279E40760D225A6A50F9","2026-07-05T22:46:30Z"
"outputs/b3-source-body-handoff-20260706/README.md","1553","F779B605D6D57CC868C480644CBFCB0F0EE60CF16E37DFCB29FB9B884B522CE1","2026-07-05T22:46:04Z"
"outputs/b3-source-body-handoff-20260706/SEARCHED_PATHS.csv","1843","27E4A2D151C1AE9F0C64A436DC49D3B0082903F3EF12E7BBC15915D92620F0CC","2026-07-05T22:43:29Z"
"outputs/b3-source-body-handoff-20260706/SHA256_VERIFICATION.csv","932","AFE8C2A74D796EC467C0C9DB986EDB7A3E6465DE17EBE88CFD19E75B292832F5","2026-07-05T22:43:41Z"
"outputs/b3-source-body-handoff-20260706/SHA256SUMS.txt","866","F958A00BFC92B51709BD572FFF45F16CE3AF5D06D3FF857BA3BEC493149AF0EA","2026-07-05T22:46:31Z"
"outputs/b3-source-body-handoff-20260706/SOURCE_USE_ROLE_AUDIT.csv","1360","CC5646865687D60C54F7F16B16F24FF42B3202B5AE259103B074B6912ED64A56","2026-07-05T22:43:29Z"
