filename,top_scope,status,additions,deletions,changes,raw_url
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/B3_HANDOFF_READY_359BC213.md,coordination,added,8,0,8,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FB3_HANDOFF_READY_359BC213.md
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/B3_HANDOFF_SENT_359BC213.md,coordination,added,7,0,7,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FB3_HANDOFF_SENT_359BC213.md
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/B3_PACKAGE_ROOTS_VALIDATION_359BC213.csv,coordination,added,6,0,6,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FB3_PACKAGE_ROOTS_VALIDATION_359BC213.csv
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/BRANCH_COMPARE_COMMITS_359BC213.csv,coordination,added,2,0,2,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FBRANCH_COMPARE_COMMITS_359BC213.csv
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/BRANCH_COMPARE_FILES_359BC213.csv,coordination,added,50,0,50,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FBRANCH_COMPARE_FILES_359BC213.csv
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/BRANCH_COMPARE_SUMMARY_359BC213.csv,coordination,added,2,0,2,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FBRANCH_COMPARE_SUMMARY_359BC213.csv
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/CHILD_LANE_SOURCE_GATE_SUMMARY_359BC213.csv,coordination,added,13,0,13,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FCHILD_LANE_SOURCE_GATE_SUMMARY_359BC213.csv
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/CHILD_PACKET_MANIFEST_CHECKS_359BC213.csv,coordination,added,14,0,14,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FCHILD_PACKET_MANIFEST_CHECKS_359BC213.csv
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_359BC213.csv,coordination,added,8,0,8,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FEXACT_BLOCKERS_AND_RECOVERY_ROWS_359BC213.csv
coordination/non-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707/NON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707/FABLE_SOURCE_USE_ADVERSE_LEDGER_359BC213.csv,coordination,added,13,0,13,https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/1a823d4a910b663836c699ea360127b1f2c8f525/coordination%2Fnon-slavic-core-359bc213-current-head-r3-aeed-r6-6a-context-route-20260707%2FNON_SLAVIC_CORE_359BC213_CURRENT_HEAD_R3_AEED_R6_6A_CONTEXT_ROUTE_20260707%2FFABLE_SOURCE_USE_ADVERSE_LEDGER_359BC213.csv
