file_id,relative_path,bytes,sha256,manifest_scope
SGA-PC-0001,00_SGA_1-7II_English_Global_Reader.pdf,34215934,CCF136ADB5ADBEFC11231A3CDD11DF9EEDBE469FF87F1E739B312B6E1A2EF40B,archive-derived privacy-clean public projection
SGA-PC-0002,00a_SGA1_English_Reader.pdf,2538547,9D2BA160136F26A805AD3C7A949D5F7D3BC3E0B5521259C451C1EE798CAC72BF,archive-derived privacy-clean public projection
SGA-PC-0003,00b_SGA2_English_Reader.pdf,1996972,C2E1C33CAEDF2866DA6FFC2D3E87DB243EF7CF098D8A1F25E2589245B1B7094D,archive-derived privacy-clean public projection
SGA-PC-0004,00c_SGA3_English_Reader.pdf,11859958,FE7211BA4288E66430E64C574E808E9BAD596E99366777D2DDC2349CB9BD427C,archive-derived privacy-clean public projection
SGA-PC-0005,00d5_SGA4half_English_Reader.pdf,1952958,C466086E3D663834EC6C2914C202B9F46EBD1961242A026B13483CE8562D145B,archive-derived privacy-clean public projection
SGA-PC-0006,00d_SGA4_English_Reader.pdf,4418427,2C40559DAFB8AB0A76ABE2B1447B7A226D80C88D14EB953806DEADDB7FF0FF7D,archive-derived privacy-clean public projection
SGA-PC-0007,00e_SGA5_English_Reader.pdf,2430864,07FD779DD32DBBBCAA482C062D73222A9DFD8EF478344846CE6A000144CBDFE2,archive-derived privacy-clean public projection
SGA-PC-0008,00f_SGA6_English_Reader.pdf,3189979,08848062CF081E39E7F57E60CB31C1BFECFD1225DAF6DE99458A660B2A53600A,archive-derived privacy-clean public projection
SGA-PC-0009,00i_SGA7I_English_Reader.pdf,2863238,FD70F566D9CC3BD81B1D6305FF9639D6DE0A01D65FC297C94335114DE4E73487,archive-derived privacy-clean public projection
SGA-PC-0010,00j_SGA7II_English_Reader.pdf,2605535,224F8CCDE9982557209B4E259FB2DC46FBBFD767EC480FB6178765BFB62DAC66,archive-derived privacy-clean public projection
SGA-PC-0011,02a_SGA1_English_Master.tex,28826,A7556DFC2E2CC23110338ADC68C0910E1240E59AB5D5503FDDE8A4DA13D8AF38,archive-derived privacy-clean public projection
SGA-PC-0012,02b_SGA2_English_Master.tex,4650,5A318DC194ADB4AF95FFC51E278C3F8C350664B90106A2978A0CB829465F145A,archive-derived privacy-clean public projection
SGA-PC-0013,02c_SGA3_English_Master.tex,9121,B0106C64F7D3FB63F78A2F18C2684B27E14FDAD0D51B923EBA61F2A1980AF988,archive-derived privacy-clean public projection
SGA-PC-0014,02d5_SGA4half_English_Master.tex,1363,90BFFD24187E86EDF7D21DE5D74F4A4D37ECC66E0003A5182422CF941D02ACC1,archive-derived privacy-clean public projection
SGA-PC-0015,02d_SGA4_English_Master.tex,3818,902275E530F441E288C904238F3BC9539288121638DD9981E563EE53D885C5FF,archive-derived privacy-clean public projection
SGA-PC-0016,02e_SGA5_English_Master.tex,895735,29F9948CB227F89AE6A369D3CCC38A6FA74815FC7EE46BC5C80011D3491239ED,archive-derived privacy-clean public projection
SGA-PC-0017,02f_SGA6_English_Master.tex,3377,9958DA143FF9AC52FD8B2FD0A78721136D5FC66528DB08D8CC675C7F4E041E7C,archive-derived privacy-clean public projection
SGA-PC-0018,02i_SGA7I_English_Master.tex,13092,99560849233604E891D94BC1E13ABF1215149AC6AE545468753936C1BB2ECF41,archive-derived privacy-clean public projection
SGA-PC-0019,02j_SGA7II_English_Master.tex,12634,195669348FE86F3BBFD50385475568D060B11577C301C5346D644B7DD0DACB55,archive-derived privacy-clean public projection
SGA-PC-0020,10a_SGA1_English_Source_PresentationClean_R3_20260803.zip,411239,EAC4D07677474F5B95AE284DA6C6F8C08D9C305CE910C5A94EF0749EE08363B2,archive-derived privacy-clean public projection
SGA-PC-0021,10b_SGA2_English_Source_and_History_R10_20260730.zip,2400566,5C22DBE82521C2036E15915DD50CC80758CA1C3F5E023F4401B63CFEC1BDB046,archive-derived privacy-clean public projection
SGA-PC-0022,10c_SGA3_English_Reader_and_Buildable_TeX_R29_20260730.zip,8985031,73102773E298AF234040AD23C34C8E76D5B45000AE3679950D9F7DD6E189E3A3,archive-derived privacy-clean public projection
