relative_path,source_bytes,source_sha256,public_bytes,public_sha256,replacement_count,rules,source_preserved
controls/global/CLEAN_INPUT_CONTENT_VALIDATION.json,5778,EFD8381ED0FFDFB787A82FE681AE048A585C6D45EE835DC545489815FF68C71E,5788,27DD4915A7700EF2DE2736B6E5FAFC3E3BB91BED332BA99F39BFA687CC00A989,1,private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
controls/global/FINAL_READER_SURFACE_VALIDATION.json,2070,7019502E95DEE3F9958D998AE2657DB4BA22B63365CF6A59B25CDB4CB49F1A62,2070,1A09AD40CEC0037D4C8A57646496268715DB6913BAE85629EFC2C8B51BDE551F,3,absolute_windows_user_path_to_PRIVATE_HOME;absolute_posix_user_path_to_PRIVATE_HOME;private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
controls/global/FINAL_READER_SURFACE_VALIDATION_R2.json,2502,482E60A810224FEFB74D2D49C91AD31454B208953C5F191F369EAF6D5D3252D1,2492,9FF7CA59D19A364B0AC036643ABE16E4F8EE492318757FE6D4C78A87E3FE8104,5,absolute_windows_user_path_to_PRIVATE_HOME;absolute_posix_user_path_to_PRIVATE_HOME;private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
controls/global/FINAL_READER_SURFACE_VALIDATION_R3.json,2468,28690E7A1C5CAE4FD086493D32FF0F90600832A4AD7C0D628DD2B0298244E221,2458,BBBDE9F4A211EA3A54FD68651C3A3C58BD5185BF85506962AC29E47C9CE47636,5,absolute_windows_user_path_to_PRIVATE_HOME;absolute_posix_user_path_to_PRIVATE_HOME;private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
controls/global/SGA_1_7II_English_Global_Reader_navigation_r6_current_public_clean_build.json,1559827,FF554621C8AA81CAE4F3956DEF6C55798A3F8051FD0428070FAD71301C8DD51D,1559777,B42ED16A17CC1DBFAA8C6D74F0CED243D987DDD3BFDC6AA54BEC4D996F5A9574,10,absolute_windows_user_path_to_PRIVATE_HOME,unchanged in private producer custody and record 21778605 history
controls/global/VALIDATION.json,1231,5159D91A0B4F70A1FC31490B5EFEA0BB11FC772D4D3DC54C56E392D5DFB289BC,1221,2CCE0AD9FECD5EBBC5BA592717EF18F56C2FA9DFB109465C61AE1281DBFFA490,2,absolute_windows_user_path_to_PRIVATE_HOME,unchanged in private producer custody and record 21778605 history
controls/standalone/sga1/controls/FINAL_STANDALONE_VALIDATION.json,4512,4D1806EF1F2A678EBECA3CC9E17FFAEA72ED16A8643A75EFA18D06CD227D951E,4522,69D49CC52BBF6DC8299BAFFDF55C57D9AEECEE03689FB5C7C59C026EC68B1E83,1,private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
controls/standalone/sga4half/controls/FINAL_STANDALONE_VALIDATION.json,4970,4E65471286C890756000BF1B0EF2CB50AA4D115CD98152DA94D521D50454505C,4955,90C62A70A23ACF024123ED5EA0559590C040D05F36552D429501893A8EAB4BA5,3,absolute_windows_user_path_to_PRIVATE_HOME,unchanged in private producer custody and record 21778605 history
controls/standalone/sga5/controls/FINAL_STANDALONE_VALIDATION.json,4039,C23D7FADBDC128CD3C7DA047B1C0BD1C5D583A3DD1B6C91E1C444B2B90EF3084,4069,6D80B2C6FB8C745F212AA3B3440ABA5520B2258406A277180A7DF7E95E92138F,3,private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
source/cumulative/validate_cumulative_clean_inputs.py,6943,A9AB787D2281027E058C679869D770A38C46062913378B2DFBA8C736F95626F8,6953,E894D5B6FC56D5F6E55AE1D65D66E18678BA2EB8A20E480CE91CCCCD51B7CA65,1,private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
source/cumulative/validate_cumulative_reader_surface.py,6295,F9AFE9AA578F578F25594ABE6EC5E08C3C46BF9285BE45CA02738A3D9AD478D5,6299,D24E567C6AD792353B8B37338DA3DDB8290AB1C42FA7AD484723562FE3E421C0,3,absolute_windows_user_path_to_PRIVATE_HOME;absolute_posix_user_path_to_PRIVATE_HOME;private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
10c_SGA3_English_Reader_and_Buildable_TeX_R29_20260730.zip!/source/inputs/XVI/tex/components/01_expose_XVI_section1_immersion_criterion.tex,35596,478C091B06D163EB4EFE0A50F9FF7759EE4377D91A552F84A38C39FF3909C0CF,35606,7913F0990EB6E07E6056A79D7F4EBDA47811FEF3F7F340EC3F541929F31317F2,1,private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
10c_SGA3_English_Reader_and_Buildable_TeX_R29_20260730.zip!/source/inputs/XVIII/tex/components/01_expose_XVIII_introduction_and_section1.tex,10750,8C7044045FA2F4846005302899684D30E00FAC0D52DC471718BB2EF5B35634B7,10760,9B24E778AAFED2F0875DF3F33112CCF7D0599AE0F2D9FD9BEC433D250C63786F,1,private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
10c_SGA3_English_Reader_and_Buildable_TeX_R29_20260730.zip!/source/inputs/XXII/tex/components/01_expose_XXII_title_section1.tex,279670,7FB0334ED87D79D42EADC33A63A408172DA4F3EA01E80921BDAA8F5169B5E894,279680,1222AC0E2994585BF37C5230667985807AA329351FF6B6C58E751FFD30337080,1,private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
10c_SGA3_English_Reader_and_Buildable_TeX_R29_20260730.zip!/source/inputs/XXIV/tex/components/01_expose_XXIV_title_intro.tex,10414,7D0B6AE484ADB85AF349E02BE3DA513A275AE99484DEB4CCC665DC577BD20D34,10424,A0906DB712743A4ED3B7C2937E0806410BB266ADD4BFB9815C6106D1B2BE731F,1,private_operator_name_to_PRIVATE_OPERATOR,unchanged in private producer custody and record 21778605 history
10c_SGA3_English_Reader_and_Buildable_TeX_R29_20260730.zip,8984977,FC08B10DC0B2F82C994939F325251FB20E06D9E5EEF48E14780B0E9E3D55FD25,8985031,73102773E298AF234040AD23C34C8E76D5B45000AE3679950D9F7DD6E189E3A3,4,privacy-clean member projection; all other ZIP members byte-identical,unchanged in private producer custody and record 21778605 history
