language_code,language_name,repo,path,url,reason,detail
pl,Polish,,,,github_code_search_failed,ideał: RuntimeError
pl,Polish,,,,github_code_search_failed,homomorfizm: RuntimeError
pl,Polish,,,,github_code_search_failed,noetherowski: RuntimeError
cs,Czech,,,,github_code_search_failed,okruh: RuntimeError
cs,Czech,,,,github_code_search_failed,okruhy: RuntimeError
cs,Czech,,,,github_code_search_failed,těleso: RuntimeError
cs,Czech,,,,github_code_search_failed,tělesa: RuntimeError
cs,Czech,,,,github_code_search_failed,teorie grup: RuntimeError
cs,Czech,,,,github_code_search_failed,komutativní algebra: RuntimeError
cs,Czech,,,,github_code_search_failed,ideál: RuntimeError
cs,Czech,,,,github_code_search_failed,homomorfismus: RuntimeError
cs,Czech,,,,github_code_search_failed,noetherovský: RuntimeError
sk,Slovak,,,,github_code_search_failed,okruh: RuntimeError
sk,Slovak,,,,github_code_search_failed,okruhy: RuntimeError
sk,Slovak,,,,github_code_search_failed,teleso: RuntimeError
sk,Slovak,,,,github_code_search_failed,telesá: RuntimeError
sk,Slovak,,,,github_code_search_failed,teória grúp: RuntimeError
sk,Slovak,,,,github_code_search_failed,komutatívna algebra: RuntimeError
sk,Slovak,,,,github_code_search_failed,ideál: RuntimeError
sk,Slovak,,,,github_code_search_failed,homomorfizmus: RuntimeError
sk,Slovak,,,,github_code_search_failed,noetherovský: RuntimeError
sl,Slovene,,,,github_code_search_failed,kolobar: RuntimeError
sl,Slovene,,,,github_code_search_failed,kolobarji: RuntimeError
sl,Slovene,,,,github_code_search_failed,komutativna algebra: RuntimeError
sl,Slovene,,,,github_code_search_failed,noetherjev: RuntimeError
sl,Slovene,,,,github_code_search_failed,grupa: RuntimeError
sl,Slovene,,,,github_code_search_failed,modul: RuntimeError
sl,Slovene,,,,github_code_search_failed,telo: RuntimeError
sl,Slovene,,,,github_code_search_failed,izrek: RuntimeError
sr,Serbian,,,,github_code_search_failed,група: RuntimeError
sr,Serbian,,,,github_code_search_failed,поље: RuntimeError
hr,Croatian,,,,github_code_search_failed,prsten: RuntimeError
hr,Croatian,,,,github_code_search_failed,prsteni: RuntimeError
hr,Croatian,,,,github_code_search_failed,komutativna algebra: RuntimeError
hr,Croatian,,,,github_code_search_failed,teorija grupa: RuntimeError
hr,Croatian,,,,github_code_search_failed,homomorfizam: RuntimeError
hr,Croatian,,,,github_code_search_failed,grupa: RuntimeError
hr,Croatian,,,,github_code_search_failed,polje: RuntimeError
hr,Croatian,,,,github_code_search_failed,ideal: RuntimeError
bs,Bosnian,,,,github_code_search_failed,prsten: RuntimeError
bs,Bosnian,,,,github_code_search_failed,prstenovi: RuntimeError
bs,Bosnian,,,,github_code_search_failed,komutativna algebra: RuntimeError
bs,Bosnian,,,,github_code_search_failed,teorija grupa: RuntimeError
bs,Bosnian,,,,github_code_search_failed,homomorfizam: RuntimeError
bs,Bosnian,,,,github_code_search_failed,grupa: RuntimeError
bs,Bosnian,,,,github_code_search_failed,polje: RuntimeError
bs,Bosnian,,,,github_code_search_failed,ideal: RuntimeError
cnr,Montenegrin,,,,github_code_search_failed,prsten: RuntimeError
cnr,Montenegrin,,,,github_code_search_failed,prstenovi: RuntimeError
cnr,Montenegrin,,,,github_code_search_failed,komutativna algebra: RuntimeError
cnr,Montenegrin,,,,github_code_search_failed,teorija grupa: RuntimeError
cnr,Montenegrin,,,,github_code_search_failed,homomorfizam: RuntimeError
cnr,Montenegrin,,,,github_code_search_failed,прстен: RuntimeError
cnr,Montenegrin,,,,github_code_search_failed,модул: RuntimeError
cnr,Montenegrin,,,,github_code_search_failed,група: RuntimeError
bg,Bulgarian,,,,github_code_search_failed,пръстен: RuntimeError
bg,Bulgarian,,,,github_code_search_failed,пръстени: RuntimeError
bg,Bulgarian,,,,github_code_search_failed,модул: RuntimeError
bg,Bulgarian,,,,github_code_search_failed,модули: RuntimeError
mk,Macedonian,,,,github_code_search_failed,група: RuntimeError
mk,Macedonian,,,,github_code_search_failed,поле: RuntimeError
mk,Macedonian,,,,github_code_search_failed,идеал: RuntimeError
mk,Macedonian,,,,github_code_search_failed,хомоморфизам: RuntimeError
mk,Macedonian,,,,github_code_search_failed,комутативна алгебра: RuntimeError
be,Belarusian,,,,github_code_search_failed,кальцо: RuntimeError
be,Belarusian,,,,github_code_search_failed,модуль: RuntimeError
be,Belarusian,,,,github_code_search_failed,модулі: RuntimeError
be,Belarusian,,,,github_code_search_failed,група: RuntimeError
be,Belarusian,,,,github_code_search_failed,поле: RuntimeError
be,Belarusian,,,,github_code_search_failed,ідэал: RuntimeError
be,Belarusian,,,,github_code_search_failed,інварыянт: RuntimeError
be,Belarusian,,,,github_code_search_failed,алгебра: RuntimeError
hsb,Upper Sorbian,,,,github_code_search_failed,inwariant: RuntimeError
hsb,Upper Sorbian,,,,github_code_search_failed,teorija grupow: RuntimeError
hsb,Upper Sorbian,,,,github_code_search_failed,matematika: RuntimeError
hsb,Upper Sorbian,,,,github_code_search_failed,algebra: RuntimeError
dsb,Lower Sorbian,,,,github_code_search_failed,inwariant: RuntimeError
dsb,Lower Sorbian,,,,github_code_search_failed,matematika: RuntimeError
dsb,Lower Sorbian,,,,github_code_search_failed,algebra: RuntimeError
