path,bytes,sha256,generated_utc,frontier,claim_boundary
ACTIVE_SESSION_STATE.md,728,9D1F43C159A909C10DB9B5D4DBF152CB77582B745F76E9D1798505918EA66782,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
B3_HANDOFF_INDEX_7A7576C3.csv,59153,F4B0AA37CA0D83E6E9BAF4A2B89EBFB8B2F837877FE49CB0D5108E78BA8A781B,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
B3_HANDOFF_INDEX_7A7576C3.json,75069,D3BCED156CD967A8BA274F2A1185C4000CF09BC57B993EEF82520FAA26668E57,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
BLOCKER_RECOVERY_SURFACE_LEDGER_7A7576C3.csv,3570,AAF94F44B32E9AB9E5D338273B205884D24CDDF192BF5750945826ECA8D86560,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
BLOCKER_RECOVERY_SURFACE_LEDGER_7A7576C3.json,4855,C1BE88112D740178A3A0075F6D2904AB59995432F49390192D009D9D8EB1FFF1,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
BRANCH_CHANGED_PATHS_EF53A7CC_TO_7A7576C3.csv,13785,BA184A1CA349CD28F770355DBEEE3793F3379F2CD408458F14DC47F3A088BA13,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
BRANCH_CHANGED_PATHS_EF53A7CC_TO_7A7576C3.json,16787,FD647A8C845A0E9F01669A44211AA4B2436C09DEB6192DE193C6C7DBFBAA484B,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
BRANCH_WEIGHTING_LEDGER_7A7576C3.csv,7414,DC2792F0D778F8CF6D45AD90E70E95F593172ED2A734F89B2D62225AAA336DBE,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
BRANCH_WEIGHTING_LEDGER_7A7576C3.json,8636,92ED842B0A616AFF7461FB0A7A2EBE81CD7B68D66DB20A0BBE25D8142B193209,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
CURRENT_FRONTIER_VERIFICATION_7A7576C3.csv,976,FFC289F9123CE56BA8DBED86111CDAD52BBF82F94C818762AAC7CDAFE454280C,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
CURRENT_FRONTIER_VERIFICATION_7A7576C3.json,1157,D0F6EF8C8DC8FAE4885E439459CD3D2701EE65260BFD58DA443C137041CFB3D6,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
DO_NOT_USE_LEDGER_7A7576C3.csv,7501,39D3F955C21CF6360A06B97FE27733D9662959C9CEF7CE805409A6E2C63C19BC,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
DO_NOT_USE_LEDGER_7A7576C3.json,8444,687E2BCB9C472A6396DB25DB1D6EDF56892929834EB010CC2EA9910B19E453C9,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
GIT_OBJECT_EXTRACTED_BRANCH_ARTIFACTS_7A7576C3.csv,67278,4708B7A1092D13BBFC30561F746DB137924FC4F2E005DB7B140F342A503520A4,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
GIT_OBJECT_EXTRACTED_BRANCH_ARTIFACTS_7A7576C3.json,92746,D8F306F3019913F5BB1AB9E214461811F785BD117E629C9394583BBC90348EB1,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
GIT_OBJECT_EXTRACTION_FAILURES_7A7576C3.csv,2,7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
GIT_OBJECT_EXTRACTION_FAILURES_7A7576C3.json,4,A5338D955B09046EC0B16F3A9625B7955C763AAE07DC722E474E6078745F932F,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
HEARTBEAT_20260707.md,898,AC0352543093FF3E98AB4717A8646F1C66EECFE2BF22A8AE66D0B0C37564D5A2,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
INTERSLAVIC_CORRECTION_LEDGER_7A7576C3.csv,596,511A9741192AA4A46D5BF79DDAF6A5C4CA5C9A8F4354AFDD2F40199094757D46,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
INTERSLAVIC_CORRECTION_LEDGER_7A7576C3.json,724,EC03EAD9A065606705E6A2767F9F96416555ABF019E92CF740C0B8A64E78C4BA,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
MARGINAL_INTELLIGIBILITY_LEDGER_7A7576C3.csv,7423,85B2A1AF245AE7B7A2344BA327659BC4DDDAEB5A75F55547273682C5C81ACAE0,2026-07-06T22:09:37Z,7a7576c317fb5d85fb986437d64c6f0218e4733a,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
