audit_entry_number,parent_pdf_index_0based,parent_pdf_page_1based,printed_page_from_audit,expose,raw_heading_bytes,raw_heading_sha256,sanitized_audit_heading
1114,362,363,349,V,5245,294F09DD62BE8FDEAAD2AD2FD9E075AD84EF33FE6BCFB7D1FCCFE20EB04FB783,"### #1114 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx362 (Exposé V §6.3-fin (6.3.3) + ★★Définition-6.4[caractère-de-Chern/énoncé-SOULIGNÉ=STATEMENT-DROP-20e] + isomorphisme-char-0 + ★★Proposition-6.5[filtration-degré/énoncé-SOULIGNÉ=STATEMENT-DROP-21e] + (6.5.1)/(6.5.2)/(6.5.3) : footer «349» / top «-53-» / haut-droit «V») = **0 FIX inline, 2 EMPHASE-DROP-STATEMENT (Définition-6.4-20e + Proposition-6.5-21e), 0 coquille-source. Tout MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx362 : top «-53-»=idx-309 (362-309=53, band-a-CLAIR) ; haut-droit «V» (band-a) ; footer «349»=idx-13 (band-d-CONFIRMÉ). ★ §6.3-fin (band-a, L7925-7928) = MATCH [«On peut donc de façon évidente étendre ch en un homomorphisme de K-algèbres : K×(1+Â^+)⟶K⊕Â_ℚ^+. On a donc : [(6.3.3) ch(a,φ)=a+η(Log φ).]»-PLAIN(0-drop) ; K×(1+Â^+)⟶K⊕Â_ℚ^+/⊕-oplus/ch(a,φ)=a+η(Log φ)/point-terminal]. ★★ Définition-6.4 (band-a, L7930) = MATCH-avec-DROP [«Définition 6.4. L'homomorphisme ch:Ch A⟶K⊕Â_ℚ^+ qui vient d'être défini s'appelle caractère de Chern.» ; ★«Définition»-label-souligné ; ★★★ÉNONCÉ-SOULIGNÉ-scan-band-a(«L'homomorphisme ch:Ch A⟶K⊕Â_ℚ^+ qui vient d'être défini s'appelle caractère de Chern»-prose-SOULIGNÉE ; .tex-L793..."
1115,363,364,350,V,4466,7928556C53E43393A01870B0479722E187E674777FAF8EC0274EC20B2596DDA5,"### #1115 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx363 (Exposé V §6 preuve-Prop-6.5(i/ii) + §6.6[Ch A-augmenté] + ★★Proposition-6.6.1[λ^i(x)=0/énoncé-SOULIGNÉ=STATEMENT-DROP-22e] + preuve-début : footer «350» / top «-54-» / haut-droit «V») = **0 FIX inline, 1 EMPHASE-DROP-STATEMENT (Proposition-6.6.1, 22e), 0 coquille-source. Tout MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx363 : top «-54-»=idx-309 (363-309=54, band-a-CLAIR) ; haut-droit «V» (band-a) ; footer «350»=idx-13 (band-d-CONFIRMÉ ; get_text-top-«CYR À»-garble). ★ preuve-Prop-6.5-i)/ii) (band-a/b, L7957-7969) = MATCH [«i) …de la congruence φ≡1+a_n mod.(Ch A)_{n+1}, on déduit donc ch(φ)≡ch(1+a_n) mod. Â^{≥n+1} ; or ch(1+a_n)=η(Log(1+a_n)) [display =(-1)^{n-1}/(n-1)! a_n+⋯.] ii) Par substitution, il suffit de montrer la formule (6.5.3) pour A=K[X_i;Y_j]_{i,j∈ℕ} et pour φ=1+Σ_{k≥m}X_k, ψ=1+Σ_{k≥n}Y_k. Comme K est sans torsion, on peut plonger cet anneau dans son tensorisé par ℚ, et on voit ainsi que ch est injectif. Posons φ∗ψ=1+Z_p+⋯, Z_p étant le premier terme non nul et ≠1 de φ∗ψ. La multiplicativité de ch nous donne, d'après (6.5.2) : [display 1+(-1)^{p-1}/(p-1)!·Z_p+⋯=(1+(-1)^{m-1}/(m-1)!·X_m+…)(1+(-1)^{n-1}/(n-1)..."
1116,364,365,351,V,5638,337CBE72C2DC4403B902AB37C4FD5E6C309785C1951AD0384C73D7E3CB4DD90D,"### #1116 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx364 (Exposé V §6 ★preuve-Proposition-6.6.1-COMPLÈTE[splitting-fonctions-symétriques A→A'=K[T_1,…,T_n]/λ^k(x)=0-k>n/λ^n(x)=(1,1+X_1)/λ_{-1}(x)=(0,1-(n-1)!X_n)] + ★★Corollaire-6.6.2[énoncé-SOULIGNÉ=STATEMENT-DROP-23e] + ★★Lemme-6.6.3[énoncé-SOULIGNÉ=STATEMENT-DROP-24e] + preuve-Lemme-6.6.3-début : footer «351» / top «-55-» / haut-droit «V») = **0 FIX inline, 2 EMPHASE-DROP-STATEMENT (Corollaire-6.6.2=23e, Lemme-6.6.3=24e), 0 coquille-source. Tout MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx364 : top «-55-»=idx-309 (364-309=55, band-a+get_text-CLAIR) ; haut-droit «V» (band-a+get_text) ; footer «351»=idx-13 (band-d-CONFIRMÉ ; ★CONFIRME-footer=idx-13[364-13=351], PAS-352 ; get_text-footer-garble «001»). ★ preuve-Prop-6.6.1-COMPLÈTE (band-a/b/c, L7984-L8018) = MATCH [«Par fonctorialité, il suffit de faire la démonstration dans le cas où A est l'anneau K[X_1,…,X_n], filtré par le poids par rapport aux X_i, X_i étant de poids i, et pour l'élément (n,1+X_1+⋯+X_n). On plonge A dans A'=K[T_1,…,T_n] par les fonctions symétriques, et on obtient ainsi un homomorphisme injectif : Ch A⟶Ch A' ; il vient alors : [display (n,1+X_1+⋯+X_n)=(n,∏..."
1117,365,366,352,V,6181,A60FE740E134DE4FC92AF8ABFD6315665EBFEEC937BE552375204E7FB3BDF86D,"### #1117 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx365 (Exposé V §6 fin-preuve-Lemme-6.6.3 + preuve-Cor-6.6.2[L8029] + ★★Corollaire-6.6.4[énoncé-SOULIGNÉ=STATEMENT-DROP-25e ; ★★preuve-«λ^i»→«λ»-FIX-[agent]-sur-correction] + ★★Corollaire-6.6.5[énoncé-SOULIGNÉ=STATEMENT-DROP-26e] + ★★Corollaire-6.6.7[énoncé-SOULIGNÉ=STATEMENT-DROP-27e ; ★numérotation-6.6.5→6.6.7-SAUT-6.6.6-SOURCE-fidèle] + preuve-6.6.7-début : footer «352» / top «-56-» / haut-droit «V») = **1 FIX inline (λ^i→λ, Cor-6.6.4-preuve, [agent]-sur-correction-coquille-source restaurée), 3 EMPHASE-DROP-STATEMENT (Cor-6.6.4=25e, Cor-6.6.5=26e, Cor-6.6.7=27e), 0 autre coquille. Reste MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx365 : top «-56-»=idx-309 (365-309=56, band-a-CLAIR) ; haut-droit «V» (band-a) ; footer «352»=idx-13 (band-d-CONFIRMÉ ; get_text-footer-garble «552»→352). ★ fin-preuve-Lemme-6.6.3 + preuve-Cor-6.6.2 (band-a, L8027-fin+L8029) = MATCH [«…(Ch A)_n est un λ-idéal. Soit alors x=(n,1+a_1+⋯+a_n+⋯) un élément d'augmentation n de Ch A ; x est congru mod.(Ch A)_{n+1} à (n,1+⋯+a_n), et par suite, λ_{-1}(x) est congru à λ_{-1}(n,1+⋯+a_n)=(0,1-(n-1)!a_n+⋯), d'où : [display λ_{-1}(x)=(0,1-(n-1)!a_n+⋯).]»-corps-p..."
1118,366,367,353,V,5112,5BCB2BD65D4AA3591800C8479C3048F3FF2278B411C2D9BDD1E0751D90810249,"### #1118 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx366 (Exposé V §6 fin-preuve-Cor-6.6.7 + ★§6.7[classe-de-Chern-totale c(x)/c^i(x)/(6.7.1)/(6.7.2)/c̃(x)-classe-de-Chern-complétée] + ★★Proposition-6.8[énoncé-SOULIGNÉ=STATEMENT-DROP-28e] + preuve-Prop-6.8[multiplicativité/∇-Whitney/tikzcd] : footer «353» / top «-57-» / haut-droit «V») = **0 FIX inline, 1 EMPHASE-DROP-STATEMENT (Proposition-6.8=28e), 0 coquille-source. Tout MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx366 : top «-57-»=idx-309 (366-309=57, band-a+get_text-CLAIR) ; haut-droit «V» (band-a+get_text) ; footer «353»=idx-13 (band-d-CONFIRMÉ). ★ fin-preuve-Cor-6.6.7 (band-a, L8050) = MATCH [«x-γ^n(x')∈(Ch A)_{n+1}. En itérant l'opération p-n fois, on arrive à (Ch A)_{p+1}, qui est nul, et on a donc écrit x comme un élément de Fil^n Ch A. Compte tenu de (6.6.5), les deux filtrations sont donc identiques.»-corps-preuve-PLAIN(0-drop) ; Fil^n Ch A/(6.6.5)/deux-filtrations-identiques]. ★ §6.7 (band-a/b, L8052) = MATCH [«6.7. On suppose maintenant que A est un λ-anneau augmenté vers K, l'homomorphisme d'augmentation étant noté ε. On dispose donc sur A de la filtration canonique de λ-anneau augmenté, et on peut donc associer..."
1119,367,368,354,V,4519,44114264CB51D02BDD616D90452D789E2359E02098BEC244B0055CEDF7638213,"### #1119 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx367 (Exposé V §6 fin-preuve-Prop-6.8[tikzcd-commutativité] + ★★Proposition-6.9[énoncé-SOULIGNÉ=STATEMENT-DROP-29e/γ^m(z)≡(-1)^{m-1}(m-1)!z] + preuve-Prop-6.9-début : footer «354» / top «-58-» / haut-droit «V») = **0 FIX inline, 1 EMPHASE-DROP-STATEMENT (Proposition-6.9=29e), 0 coquille-source. Tout MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx367 : top «-58-»=idx-309 (367-309=58, band-a+get_text-CLAIR) ; haut-droit «V» (band-a+get_text) ; footer «354»=idx-13 (band-d+get_text-CONFIRMÉ). ★ fin-preuve-Prop-6.8 (band-a/b, L8079-L8090) = MATCH [«d'où le résultat d'après (6.1.2) en passant au quotient. Si a∈K, c̃(a)=(a,1), donc c̃ est un homomorphisme de K-algèbres ; de plus il est compatible aux augmentations. Il reste enfin à voir que c'est un λ-homomorphisme. Il faut donc montrer la commutativité du diagramme : [tikzcd A—γ_t→Ĝ_g(A) / ChA—γ_t→Ĝ_g(ChA), flèches-verticales c̃(gauche)/Ĝ_g(c̃)(droite)] Par additivité, il suffit de la montrer pour les éléments de K, pour lesquels elle est évidente, et pour les éléments d'augmentation nulle de A, pour lesquels elle résulte, d'après la définition de c et (6.1.4), de celle du diagramme ..."
1120,368,369,355,V,5812,FA241C5EB2EA527961DE4DBFA5168E1DE4E2842714A14D56A0E49C160A68133A,"### #1120 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx368 (Exposé V §6 fin-preuve-Prop-6.9[aligned-display ; ★★«z»→«z̄»-FIX-[agent]-drop-overline] + ★★Proposition-6.10[énoncé-SOULIGNÉ=STATEMENT-DROP-30e/anneau-binômial] + preuve-Prop-6.10-début[★★«z_{α,j}∈R»→«z_{α,j} R»-FIX-[agent]-ajout-∈] : footer «355» / top «-59-» / haut-droit «V») = **2 FIX inline (z→z̄ overline restaurée L8136 ; ∈ retiré L8146, tous deux [agent]-sur-normalisation-source), 1 EMPHASE-DROP-STATEMENT (Proposition-6.10=30e), 0 autre coquille. Reste MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx368 : top «-59-»=idx-309 (368-309=59, band-a+get_text-CLAIR) ; haut-droit «V» (band-a+get_text) ; footer «355»=idx-13 (band-d+get_text-CONFIRMÉ). ★ fin-preuve-Prop-6.9 (band-a/b, L8114-L8139) = MATCH-avec-FIX [«Compte tenu de la définition de c, et de (6.6.4), on obtient : [display c̃(γ^{i_j}(x_j))=(0,1+(-1)^{i_j-1}(i_j-1)!γ^{i_j}(x_j)+⋯)] D'après (6.5.3), et le fait que c̃(a)=(a,1), on obtient finalement : [aligned c̃(z)=Σ(0,(1+(-1)^{i_1+⋯+i_k-1}(i_1+⋯+i_k-1)!γ^{i_1}(x_1)⋯γ^{i_k}(x_k)+⋯)^a) =(0,1+Σ_{(x_1,…,x_k),i_1+⋯+i_k=m}(-1)^{m-1}(m-1)!a γ^{i_1}(x_1)⋯γ^{i_k}(x_k)+⋯) =(0,1+(-1)^{m-1}(m-1)!z̄+⋯),] d'où le résultat.»-cor..."
1121,369,370,356,V,5640,5CA9852179053C2B0E4CCFE7525CCAA782D874429DCFDC260C53F35A32209F2F,"### #1121 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx369 (Exposé V §6 suite-preuve-Prop-6.10[N'_0/N_0/γ^d-primes-CRITIQUES] + ★★Proposition-6.11[énoncé-PLAIN-NON-souligné=**EXCEPTION-comme-Prop-3.1.0**=0-drop] + preuve-6.11-début : footer «356» / top «-60-» / haut-droit «V») = **0 FIX inline, 0 EMPHASE-DROP-STATEMENT (Prop-6.11=EXCEPTION-plain), 0 coquille-source. Tout MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx369 : top «-60-»=idx-309 (369-309=60, band-a-CLAIR ; get_text-«ED»-garble) ; haut-droit «V» (band-a+get_text) ; footer «356»=idx-13 (band-d+get_text-CONFIRMÉ). ★ suite-preuve-Prop-6.10 (band-a/b, L8158-L8184) = MATCH [«On pose : [display X_0=Σ_α a_α γ^{i_1}(X_{α,1})⋯γ^{i_k}(X_{α,k}),] et on va montrer 6.10 d'abord pour X_0 et N'_0=N_0+d (qui vérifient bien les hypothèses de 6.10). Compte tenu de la remarque faite plus haut sur la filtration de R_0, il suffit pour cela de montrer que : [display γ^{d+i}(N_0,X_0)γ^d(N'_0)-(-1)^{d+i-1}(d+i-1)!X_0 γ^d(N'_0)∈Fil^{d+i+1}R_0.] Or on a λ_{-1}(N_0)=(-1)^d γ^d(N'_0) ; cette relation s'écrit donc : [display (-1)^d γ^{d+i}(X_0 (-1)^d γ^d(N'_0))-(-1)^{d+i-1}(d+i-1)!X_0 γ^d(N'_0)∈Fil^{d+i+1}R_0.] Posons z=(-1)^d X_0 γ^d(N'_0) ; alor..."
1122,370,371,357,V,5564,95820F8D6914C8A6294A9159EA341569ED8048DF946696201932CB0C5FACC92C,"### #1122 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx370 (Exposé V §6 suite-preuve-Prop-6.11[iso-u/u^{-1}/φ̄/2e-iso-Λ⟶Ch(GrΛ) ; ★★2×«γ^i(x)»→«\overline{γ^i(x)}»-FIX-[agent]-drop-overline] : footer «357» / top «-61-» / haut-droit «V») = **2 FIX inline (γ^i(x)→\overline{γ^i(x)} ×2, L8216+L8218, [agent]-drop-overline-image-Gr), 0 EMPHASE-DROP-STATEMENT, 0 autre coquille. Reste MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx370 : top «-61-»=idx-309 (370-309=61, band-a-CLAIR) ; haut-droit «V» (band-a+get_text) ; footer «357»=idx-13 (band-d+get_text-CONFIRMÉ). ★★★PAGE-BORNE-CORRIGÉE : idx370 FINIT après display-L8224 «cl_{Gr^i}(γ^i(c̃(x)))=u(c^i(x)),» => **«ce q\hphantom{u}i» + Corollaire-6.12 + Définition-6.13 + Proposition-6.14 = idx371 (PAS idx370)**. ★ suite-preuve-Prop-6.11 (band-a/b/c/d, L8196-L8224) = MATCH-avec-2-FIX [«Comme A est à graduation finie, les gradués associés aux filtrations sur Ch A de λ-anneau et par le degré sont identiques (6.6.7). On définit alors u:A⟶Gr_{deg}(Ch A) par l'identité sur A_0 et par : [display ∀i>1, ∀a_i∈A_i, u(a_i)=cl_{Gr^i}(0,1+(-1)^{i-1}(i-1)!a_i),] et on prolonge par additivité. D'après la relation (6.5.3), c'est un homomorphisme d'anneaux gra..."
1123,371,372,358,V,6429,C57FFCACC9C5E97090475DC7C49181898E569AC1591513C36A19091173C319A1,"### #1123 (2026-07-24) - PHASE 3 COLD RE-VERIFY idx371 (Exposé V §6 fin-preuve-Prop-6.11[«ce q\hphantom{u}i»-LACUNE] + ★★Corollaire-6.12[STATEMENT-DROP-31e] + ★★Définition-6.13[STATEMENT-DROP-32e/\emph-théorie-de-Chern] + ★★Proposition-6.14[STATEMENT-DROP-33e] + preuve-6.14-array : footer «358» / top «-62-» / haut-droit «V») = **0 FIX inline, 3 EMPHASE-DROP-STATEMENT (Cor-6.12=31e, Déf-6.13=32e, Prop-6.14=33e), 0 coquille-source. Tout MOT-POUR-MOT.** ★★★ MAPPING-EXPOSÉ-V CONFIRMÉ-idx371 : top «-62-»=idx-309 (371-309=62, band-a-CLAIR ; get_text-«6e»-garble) ; haut-droit «V» (band-a+get_text) ; footer «358»=idx-13 (band-d+get_text-CONFIRMÉ). ★ fin-preuve-Prop-6.11 (band-a, L8226) = MATCH [«ce q[LACUNE]i montre que u^{-1}∘Gr(c̃)=Id.» ; ★★★«ce q\hphantom{u}i» : scan-band-a+get_text-«ce q[GAP-BLANC]i»-«u»-ILLISIBLE/MANQUANT = **LACUNE-SOURCE**(2e-\hphantom-lacune après déf-idx370 ; cf sur\qquad-idx359)-\hphantom{u}-FIDÈLE-RAS ; u^{-1}∘Gr(c̃)=Id-MATCH]. ★★ Corollaire-6.12 (band-a, L8228) = MATCH-avec-DROP [«Corollaire 6.12. Si K est de caractéristique nulle, et Λ une K-λ-algèbre de filtration discrète, alors la classe de Chern complétée : [display c̃:Λ⟶Ch(GrΛ)] est un isomorphisme.» ;..."
