"file","bytes","source_use_label","current_head","generated_utc"
"B3_UPLOADER_READY_SUMMARY.csv","558","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"DURABLE_STATE_POINTERS.csv","1137","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"PACKAGE_VALIDATION.json","732","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"R3_FAA2C330_BRANCH_AND_PACKET_VERIFICATION.csv","889","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"R3_FAA2C330_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER_COPY.csv","1047","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"R3_FAA2C330_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS_COPY.csv","1091","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"R3_FAA2C330_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","6024","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"R3_FAA2C330_RECENT_MUTUAL_WAKE_RELAYS.csv","562","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"R3_FAA2C330_RECOVERY_SEARCHES_AND_NEXT_ACTIONS.csv","876","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"R3_FAA2C330_REVIEW_ONLY_BOUNDARY_GUARDS_COPY.csv","2678","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
"README.md","1094","source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed where applicable","faa2c330deb886098750dafb5c500e244e1333fe","20260706T151115Z"
