"relative_path","expected","actual","ok","missing"
"B3_HANDOFF_BOUNDARY_ROWS_04A2AF16.csv","D45C6A9AE7A72BAA5F2E692B1055D8BA8A15143A4F796EF5EC6E5D15AA50DF5B","D45C6A9AE7A72BAA5F2E692B1055D8BA8A15143A4F796EF5EC6E5D15AA50DF5B","True","False"
"B3_HANDOFF_SENT_04A2AF16.md","10BCE5DA0001EE4960DCEDB0A6AC7A64F55D8B90A39DD452B3FAA79823133BE2","10BCE5DA0001EE4960DCEDB0A6AC7A64F55D8B90A39DD452B3FAA79823133BE2","True","False"
"B3_HANDOFF_SENT_ROWS_04A2AF16.csv","7119C7212FF9B92DA5D7E984A2062A31C31C54026A7DA6CBD35282BDEEE53C94","7119C7212FF9B92DA5D7E984A2062A31C31C54026A7DA6CBD35282BDEEE53C94","True","False"
"BRANCH_READBACK_ROWS_99BE_TO_04A2.csv","BB2D1FFA10E31602BBFCEB8344CCAE0010A114801753077972E89D80497EBAF1","BB2D1FFA10E31602BBFCEB8344CCAE0010A114801753077972E89D80497EBAF1","True","False"
"CHILD_CSV_ROW_COUNTS_04A2AF16.csv","590C18E2FE85413DE28DA07800CB34347615E1299D2BBEA8CB8C7D974306098F","590C18E2FE85413DE28DA07800CB34347615E1299D2BBEA8CB8C7D974306098F","True","False"
"CHILD_PACKET_INVENTORY_04A2AF16.csv","4BD89C46496037F89B4CFB27D90C6AC146340B5A27ACF85FE9EB200DC04FA812","4BD89C46496037F89B4CFB27D90C6AC146340B5A27ACF85FE9EB200DC04FA812","True","False"
"EIGHT_LANE_ROUTING_ROWS_04A2AF16.csv","7E590AA3A010B0C5A98A6B88AF8462FFEFDFF8D2B654716604922C099EBC8DC2","7E590AA3A010B0C5A98A6B88AF8462FFEFDFF8D2B654716604922C099EBC8DC2","True","False"
"EXACT_BLOCKER_RECOVERY_ROWS_04A2AF16.csv","CE729BE986AE056733C2E2774916A5D16AF0B80AF377261A4E9D05FED010E670","CE729BE986AE056733C2E2774916A5D16AF0B80AF377261A4E9D05FED010E670","True","False"
"LOCAL_VALIDATION_ROWS_04A2AF16.csv","EBBDEE26BE8C136D824B2525EF99030DB823086E5CEF5CA8143FB158DE56280A","EBBDEE26BE8C136D824B2525EF99030DB823086E5CEF5CA8143FB158DE56280A","True","False"
"README.md","B375FBF8F6A7BB2AAC320867679980CE04BBD3D09A9396ECCF265D2C30B00EBD","B375FBF8F6A7BB2AAC320867679980CE04BBD3D09A9396ECCF265D2C30B00EBD","True","False"
"SOURCE_BODY_STATUS_ROWS_04A2AF16.csv","EB02CBA3C874BA66BA0F2BFD497EF356C7D6368BFD0080D4FC248D6CEB66F219","EB02CBA3C874BA66BA0F2BFD497EF356C7D6368BFD0080D4FC248D6CEB66F219","True","False"
"SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_04A2AF16.csv","1B5C9951F0E07C87136EBA1679CDA853CD976EA6CB0434843C811C1D5597B85D","1B5C9951F0E07C87136EBA1679CDA853CD976EA6CB0434843C811C1D5597B85D","True","False"
"SUMMARY.json","6161FA6D8B484CC646D9AF65C47B8505297A2B2A697F493EE084FF5DCB4F181D","6161FA6D8B484CC646D9AF65C47B8505297A2B2A697F493EE084FF5DCB4F181D","True","False"
