"frontier","packet_path","csv_file","rows","bytes","sha256","label"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","B3_99BE_PACKAGE_ROOT_ROWS.csv","3","1524","10BB30A9C0EBA2CA1EF4AF7A8AB84D6F5B396E9184EA6F6C0F1D138FFFCCF10A","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","B3_99BE_TRANSFER_NOTE_ROWS.csv","3","1408","20821538EB5E6F77D75E9F6FD191C1BE04D4103A35AFE3B0BC0B189D53B0694E","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","B3_HANDOFF_BOUNDARY_ROWS_99BE7F68.csv","2","759","BF593AAB086AEE96B4206B264088C50D626A377BDDF36D9292FC2CC4F30734E8","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","B3_HANDOFF_SENT_ROWS_99BE7F68.csv","1","402","0764716507EDCD8FD27757614001F0EEEBA619A8680DCEAB0B318BDC6DD8D952","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","BRANCH_READBACK_ROWS_2C2_TO_99BE.csv","3","996","F84E1291B0758CC9654AAE71DA22E56C8C02870F0703EB49EBCD45AB05622958","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","CHILD_CSV_ROW_COUNTS_99BE7F68.csv","72","23723","5DBA8D83B7F8FC255EFAB7C240FFD46D0FF1C1061DBD9CC4657C0E3AE4BBB5B3","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","CHILD_PACKET_INVENTORY_99BE7F68.csv","7","3814","788317B07969D273130C18215C2FCF2A8E6F4BCFFD96FB5F4832E0CEEA1077E0","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","EIGHT_LANE_ROUTING_ROWS_99BE7F68.csv","8","2073","3FA29585F84CAC6F97ECE78500D3B2B6B85059F3000D570F0A6391F9DB75D155","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","EXACT_BLOCKER_RECOVERY_ROWS_99BE7F68.csv","6","1804","CBC14942C6B259C521D3928F2C21EB65FE903B75A0E9A6DA89AB75323D1BA9C7","row-count validation only"
"04a2af16d14e53c5398b6884719a36405a8ef180","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_99BE7F68_2C2_OLP_R7_VISIBILITY_ROUTE_20260707","LOCAL_VALIDATION_ROWS_99BE7F68.csv","7","1030","10F5600C3EA7BA2A0ED9202FFBAE2382B881D06E82155F03DFF0A9998ADA2592","row-count validation only"
