"repair_id","owner_lane","gate_scope","route","owner_row_id","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","sha256_or_other_hash","source_language","owner_missing_policy_field","suggested_source_upload_policy","suggested_payload_policy","normalized_access_status","normalized_license_class","license_or_access_signal","policy_source","policy_conflict_or_multiple_candidates","blocker_or_note","owner_lane_action","b3_action","boundary","created_utc"
"R3-PERSIANATE-POLICY-REPAIR-001","fa_IR","fa_IR only; does not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows","Persianate/Tajik source-canon lane - fa_IR only","owner_row::fa_IR::Advanced Algebra course PDF","Persian/Farsi (Iran)","Advanced Algebra course PDF","Behboodi / Isfahan University of Technology","advanced_algebra; modules; fields; homomorphism_context","B_pdf_publication_or_course_text","pdf","https://people.iut.ac.ir/sites/default/files/users/behboodi/course_files/advanced_algebra_dr._behboodi.pdf","outputs/source_canon_witness_cache_20260704/fa_iut_behboodi_advanced_algebra.pdf","B2BEDB1AA29693935B09445ED8D90910F27BDEEA7CA2F0BB5E3394F0150FDA40","Persian","upload_policy|payload_policy|source_upload_policy","manifest_hash_url_only_no_payload_until_B3_license_review","manifest/hash/url sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","unclosed_or_verify_required","university-hosted PDF; no open license found in this pass","policy_sync::external_lane_pointer::Advanced Algebra course PDF | cross_lane_gap::R3-GAP-ACTION-020","","TeX/source package unavailable; use as provenance candidate only","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-002","fa_IR","fa_IR only; does not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows","Persianate/Tajik source-canon lane - fa_IR only","owner_row::fa_IR::PNU ring/module book preview","Persian/Farsi (Iran)","PNU ring/module book preview","Payame Noor University Press","ring_theory; module_theory","B_pdf_publication_or_book_preview","pdf","https://press.pnu.ac.ir/book_30094.pdf","outputs/source_canon_witness_cache_20260704/fa_pnu_ring_module_book_30094.pdf","62FC1509AA543B70F2EFB461DA1871A3978D194DD8D79DFC480319B02702ED07","Persian","upload_policy|payload_policy|source_upload_policy","manifest_hash_url_only_no_payload_until_B3_license_review","manifest/hash/url sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","unclosed_or_verify_required","publisher PDF/preview; no open license found in this pass","policy_sync::external_lane_pointer::PNU ring/module book preview | cross_lane_gap::R3-GAP-ACTION-021","","license/access gap blocks redistribution beyond provenance","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-003","fa_IR","fa_IR only; does not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows","Persianate/Tajik source-canon lane - fa_IR only","owner_row::fa_IR::Noncommutative prime ideals thesis PDF","Persian/Farsi (Iran)","Noncommutative prime ideals thesis PDF","Shahrood University of Technology thesis repository","noncommutative_rings; prime_ideals; modules; automorphism","B_pdf_thesis","pdf","https://shahroodut.ac.ir/fa/thesis/files/somefiles/sf_QA37.pdf","outputs/source_canon_witness_cache_20260704/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdf","77C32EE8A31778858F2D2D05AC432661102B4E27A54ABA8BE0573DA299BFA335","Persian","upload_policy|payload_policy|source_upload_policy","manifest_hash_url_only_no_payload_until_B3_license_review","manifest/hash/url sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","unclosed_or_verify_required","university thesis PDF; no open license found in this pass","policy_sync::external_lane_pointer::Noncommutative prime ideals thesis PDF | cross_lane_gap::R3-GAP-ACTION-022","","strong provenance, but review/license gates remain open","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-004","fa_IR","fa_IR only; does not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows","Persianate/Tajik source-canon lane - fa_IR only","owner_row::fa_IR::Foundations of Algebra course guide","Persian/Farsi (Iran)","Foundations of Algebra course guide","K. N. Toosi University of Technology / Alireza Moghadamfar","abstract_algebra; groups; rings; fields; ideals; quotient_rings; ring_homomorphism; finite_fields","B_pdf_course_guide","pdf","https://kntu.ac.ir/dorsapax/userfiles/file/FoundationsofAlgebra.pdf","outputs/source_canon_witness_cache_20260704/fa_kntu_foundations_of_algebra_course_guide.pdf","85DF283F559FB9F81406712A12A6C164A1937E9DAAFD3C4A0AB47FDF2D49C125","Persian","upload_policy|payload_policy|source_upload_policy","manifest_hash_url_only_no_payload_until_B3_license_review","manifest/hash/url sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","unclosed_or_verify_required","university-hosted PDF; public 200 response; no open license found in this pass","derived_from_owner_row_fallback_shape","","course-guide provenance for abstract-algebra register; not a full textbook/source archive and not a term approval","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-005","fa_IR","fa_IR only; does not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows","Persianate/Tajik source-canon lane - fa_IR only","owner_row::fa_IR::Ø­Ø¯Ø³ Ø§ÙˆØ³Ù„Ù†Ø¯Ø±-Ø±ÛŒØªÙ† Ø¨Ø±Ø§ÛŒ Ø­Ù„Ù‚Ù‡â€ŒÙ‡Ø§ÛŒ Ú¯Ø±Ù†Ø´ØªØ§ÛŒÙ† Ø§Ø² Ø¨Ø¹Ø¯ Ú©Ø±ÙˆÙ„ Ø­Ø¯Ø§Ù‚Ù„ 2","Persian/Farsi (Iran)","Ø­Ø¯Ø³ Ø§ÙˆØ³Ù„Ù†Ø¯Ø±-Ø±ÛŒØªÙ† Ø¨Ø±Ø§ÛŒ Ø­Ù„Ù‚Ù‡â€ŒÙ‡Ø§ÛŒ Ú¯Ø±Ù†Ø´ØªØ§ÛŒÙ† Ø§Ø² Ø¨Ø¹Ø¯ Ú©Ø±ÙˆÙ„ Ø­Ø¯Ø§Ù‚Ù„ 2","Hossein Eshraghi / Mathematics and Society, University of Isfahan","representation_theory; Auslander_Reiten; Gorenstein_rings; Noetherian_algebras; modules; homological_conjectures; DOI_metadata","B_pdf_journal_article_with_html_metadata","pdf_and_html_metadata","https://math-sci.ui.ac.ir/article_26915.html","outputs/source_canon_witness_cache_20260704/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdf","PDF 9F15766508A213DD273DD58E6905047B0E61A47038C472DBA5D09C379EFC8FE3; HTML CD360D3B4B1AD6A065D074EC20B83D5A535ED997F182F3C1BECAA456DE3BB9BC","Persian","upload_policy|payload_policy|source_upload_policy","manifest_hash_url_only_no_payload_until_B3_license_review","manifest/hash/url sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","open_content_license_signal_requires_attribution_review","journal page footer links CC BY 4.0; PDF and HTML public 200 responses; no license clearance claimed here","derived_from_owner_row_fallback_shape","","strong fa_IR research-register witness for representation theory, Noetherian/Gorenstein algebra, rings, and modules; not TeX/source archive and not term approval","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-006","fa_IR","fa_IR only; does not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows","Persianate/Tajik source-canon lane - fa_IR only","owner_row::fa_IR::Persian linear algebra 3Blue1Brown notes","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","SireJeff GitHub repository","linear_algebra; matrices; determinants; vector_spaces; tex_source","A_tex_source_archive","zip_source_archive","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","outputs/source_canon_witness_cache_20260704/fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","Persian","upload_policy|payload_policy|source_upload_policy","manifest_only_source_archive_until_B3_license_review","source-archive manifest sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","unclassified_license_signal_verify_required","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","policy_sync::r3_normalized_witness::fa_github_sirejeff_repo_metadata | policy_sync::r3_normalized_witness::fa_github_sirejeff_source_zip | policy_sync::external_lane_pointer::Persian linear algebra 3Blue1Brown notes | policy_sync::r3_github_archive_probe::existing_master_fa_github_sirejeff_repo_metadata | policy_sync::r3_github_archive_probe::existing_master_fa_github_sirejeff_source_zip | cross_lane_gap::R3-GAP-ACTION-025","","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-007","fa_IR","fa_IR only; does not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows","Persianate/Tajik source-canon lane - fa_IR only","owner_row::fa_IR::Persian translation of selected chapters from Linear Algebra and Its Applications","Persian/Farsi (Iran)","Persian translation of selected chapters from Linear Algebra and Its Applications","AlirezaKachouei GitHub repository","linear_algebra; matrices; vectors; determinants; inner_products; xePersian; tex_source","A_tex_source_archive","zip_source_archive","https://github.com/AlirezaKachouei/Linear-Algebra-Gilbert-Strang-Persian","outputs/source_canon_witness_cache_20260704/fa_linear_algebra_gilbert_strang_persian_source_main.zip","1956A3821B88F2AFDA31A0DA184988DDDED44751A44E48068E6A06FCA091437B","Persian/Farsi","upload_policy|payload_policy|source_upload_policy","manifest_only_source_archive_until_B3_license_review","source-archive manifest sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","unclosed_or_verify_required","public GitHub repository; GitHub API reports no license metadata; README says the original book is copyrighted and this is a non-commercial educational project; no license clearance claimed","derived_from_owner_row_fallback_shape","","source-level XePersian format with 20 TeX files and 20 PDFs; adjacent linear-algebra witness, not Noether/invariant-theory closure and not redistributable without review","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-008","fa_IR","fa_IR only; does not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows","Persianate/Tajik source-canon lane - fa_IR only","owner_row::fa_IR::Persian Noether-topic TeX/arXiv source package","Persian/Farsi (Iran)","Persian Noether-topic TeX/arXiv source package","not found","invariant_theory; Noether_algebra; tex_source_gap","Gap","gap","","","","Persian","upload_policy|payload_policy|source_upload_policy","gap_only_no_payload","gap sidecar only; no payload","gap_no_source_payload","no_source_license_not_applicable","not applicable","policy_sync::external_lane_pointer::Persian Noether-topic TeX/arXiv source package","","no Persian-language TeX/arXiv/source archive found for Noether-style algebra/invariant theory in this pass","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-009","prs_AF","prs_AF/Dari separate gate only; does not inherit fa_IR, Tajik, Urdu, Hindustani, or Pan-Turkic authority","Persianate/Tajik source-canon lane - prs_AF separate gate","owner_row::prs_AF::Algebra - Abdullah Momand","Dari/Persian (Afghanistan)","Algebra - Abdullah Momand","eCampus Afghanistan / Abdullah Momand","algebra; rings; fields; ideals; homomorphism; automorphism","B_pdf_textbook","pdf","https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Abdullah-Momand.pdf","outputs/source_canon_witness_cache_20260704/prs_af_ecampus_algebra_momand.pdf","5145F1EFA0AB4275AD3CBF03C0016A3362D5D7A6EDE3444FDE512719E813D8F4","Dari/Afghan Persian","upload_policy|payload_policy|source_upload_policy","manifest_hash_url_only_no_payload_until_B3_license_review","manifest/hash/url sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","unclosed_or_verify_required","eCampus textbook PDF; no open license found in this pass","policy_sync::external_lane_pointer::Algebra - Abdullah Momand | policy_sync::r3_gap_refresh::prs_af_ecampus_algebra_abdullah_momand_pdf | cross_lane_gap::R3-GAP-ACTION-027","","primary prs_AF source-canon candidate; exact register still needs reviewer","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
"R3-PERSIANATE-POLICY-REPAIR-010","prs_AF","prs_AF/Dari separate gate only; does not inherit fa_IR, Tajik, Urdu, Hindustani, or Pan-Turkic authority","Persianate/Tajik source-canon lane - prs_AF separate gate","owner_row::prs_AF::eCampus 369 Afghan university textbook list","Dari/Persian (Afghanistan)","eCampus 369 Afghan university textbook list","eCampus Afghanistan","bibliography; algebra_titles; linear_algebra_titles; Afghan_university_textbooks","C_html_catalog","html","https://ecampus-afghanistan.org/list-of-369-published-textbooks-for-afghan-universities/","outputs/source_canon_witness_cache_20260704/prs_af_ecampus_369_textbook_list.html","E78A9FC816B597DA04F6817F93A77E3A6DDDBBD7A6F884BDBFDD4D8DEFAFAFAA","Dari/Afghan Persian catalog context","upload_policy|payload_policy|source_upload_policy","manifest_hash_url_only_no_payload_until_B3_license_review","manifest/hash/url sidecar only until B3 license/access review","owner_lane_reports_payload_path_and_hash_not_refetched_by_r3","unclosed_or_verify_required","page footer copyright; books downloadable; no open license found","policy_sync::external_lane_pointer::eCampus 369 Afghan university textbook list | cross_lane_gap::R3-GAP-ACTION-028","","catalog/source-routing only; not a term anchor","Owner lane should add explicit upload_policy or equivalent if it accepts this R3 suggestion; R3 does not edit owner-lane files.","B3 may package this sidecar as manifest guidance; any payload fetch, redistribution, or license/access decision remains B3/owner-gated.","Source-canon/provenance owner-policy repair sidecar only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, and Pan-Turkic remain separate gates.","20260705T042523Z"
