"file","bytes","last_write_time_utc","sha256","gate"
"NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md","13270","2026-07-04T23:57:45.7033876Z","a7f87cfaa47441be1c99f296f798356c0e4c73749cb15d89e8142ba2e84d450a","support_metadata_only_no_promotion"
"NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv","10601","2026-07-04T23:54:54.5925278Z","efdd547476089fd7b8cc39ca99a6ac1323e410dcbb13631cfb9e1422ffdd80c6","support_metadata_only_no_promotion"
"NOETHER_R6_B3_PACKAGE_BOUNDARY_AUDIT_20260704.csv","21636","2026-07-05T00:03:47.6734073Z","3e3076ea52ceb3f2e0750c806f4a83773d82527532631e9af7c01136e20d6704","support_metadata_only_no_promotion"
"NOETHER_R6_B3_PACKAGE_BOUNDARY_AUDIT_20260704.md","3651","2026-07-04T23:58:52.5369848Z","152587e60d3eb272906590485843ceb47eb359637eaf4743e800cb2f640ecb56","support_metadata_only_no_promotion"
"NOETHER_R6_BISLAMA_OFFICIAL_SOURCE_RETRY_ADDENDUM_20260705.csv","12765","2026-07-04T23:48:43.6485404Z","4413d066f8850716ad4637abb607037cbed50d0cc7edb14629c6891ed0948df0","support_metadata_only_no_promotion"
"NOETHER_R6_BISLAMA_OFFICIAL_SOURCE_RETRY_ADDENDUM_20260705.md","4620","2026-07-04T23:49:27.6046655Z","311de2b374151ab3a4f685b7a85b8e5534b8166442cdda2c0d7d4bd6f313ee8c","support_metadata_only_no_promotion"
"NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md","9495","2026-07-04T23:57:45.7053975Z","cda3906cb79555ae153637310d1f4e9461177826582efdcead77593267e480f2","support_metadata_only_no_promotion"
"NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md","9294","2026-07-04T23:57:45.7074076Z","b05e6361e7136d60543a337c8072c1e64f3d4745caf51de1552d12e2b5e8dfda","support_metadata_only_no_promotion"
"NOETHER_R6_CORPUS_SUPPORT_SLICE_01_EVIDENCE_ROWS_20260704.md","11083","2026-07-04T16:50:47.7765120Z","440acce83a9457aa2f85579a45f4bfb9536a52c92d33fd5ef5844a62b29e8acb","support_metadata_only_no_promotion"
"NOETHER_R6_DURABILITY_AND_AUTHORITY_REFRESH_20260704.md","7949","2026-07-04T20:07:34.3073295Z","3b74433f82be2aee9c7a4fad238978d66e5bd45ac5351d8eb86242a4b368b558","support_metadata_only_no_promotion"
"NOETHER_R6_DURABLE_RUN_LOG_20260704.md","34146","2026-07-05T00:03:16.8911771Z","193959989522ed670510d88c6c31ce6681d372b1062888dce0a7441e6b1e34ba","support_metadata_only_no_promotion"
"NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.csv","85867","2026-07-05T00:02:37.8806897Z","8e2774729defa3e28ae9b63a4eca2367b4cb6853f360d53fe85065d5e4d20a16","support_metadata_only_no_promotion"
"NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.md","3704","2026-07-04T23:51:21.5734944Z","bb53b639ad644aa9e692d700e2e29c63ad66a5e67004989aa26e0482eced5a63","support_metadata_only_no_promotion"
"NOETHER_R6_GATE_STATE_20260704.json","8036","2026-07-04T23:57:00.8856910Z","2f93e9e5379698eae99e900541661b8aab3b65f8a4849a7f3529bef857c2c5b3","support_metadata_only_no_promotion"
