physical_page	printed_page	french_record_path	bytes	sha256	canonical_record_sha256
1	0	edition/source_freeze_final_v1/P0001.fr.txt	346	7D14786127A0A51E69CC43669D3461C2AEDDC6E0C0C709D3281F59E2F918A14D	38657A3FB862904F1B450F3C5E69E8E472239013A4BAAE3C6FEEAC183F30262F
2	273	edition/source_freeze_final_v1/P0002.fr.txt	2342	F1A103360915CAFCCB14761165B9D1AF2094C4DD69F621CDBB7EE2BD13013483	284500169B3AC031739139761EF2EB208B356897B1EA2CD3FAB4611601E7212D
3	274	edition/source_freeze_final_v1/P0003.fr.txt	2896	A3EA835E5B11084AA43656D55D6189CAC55DDA27F5A255C269830D1079FEE59D	41FB63728112E0590BCC3149DAB13F4CC90C14981BF489E9FB96C08A98F8F09E
4	275	edition/source_freeze_final_v3/P0004.fr.txt	2079	03430197E98EDD4FED71619119F592CA210C9376196EA53E91490A1DC7780F60	351036D53DEA79F662C815342625F138F781B179CCD026E5F5F57363BF96DDBE
5	276	edition/source_freeze_final_v1/P0005.fr.txt	2433	43A0F856C7288494FB137040C5D2B9AF9694ED60077C850D4ABFF45B112BACCF	F9FC2BFD67DF3243A8074A0C4DEEB26957ADC386DE698D21A3A06BF9A7DEE1F9
6	277	edition/source_freeze_final_v1/P0006.fr.txt	2693	41114C5A72F20A5E1FF8FEAC915129D1EC5D7837DB6C28AA9345F344852BD49C	5EF26AE4677DF563AF42915253310F2E2AB7F54348F60C0BBB76E644CE490E76
7	278	edition/source_freeze_final_v1/P0007.fr.txt	2588	099872E2FCDA9EC08B90D1AE5D1EB8BC341053042B54C596DD55CDE3F56F1052	E6D87CE3C62A61E200B839EF73D34DAD391FECB9CA96E8FF422EE96CD3B8933A
8	279	edition/source_freeze_final_v1/P0008.fr.txt	2119	B1ECDB44C2653462977BE8A4668AE68BA3E9644D183930A9C148DDE689A9D5E6	F772FBC911BB044FBF6D58C8EA652289CF4EF1FB864D3D04CBA88CE9E8879FC3
9	280	edition/source_freeze_final_v1/P0009.fr.txt	2920	70650E3AD62855E8C0704759F92792A804E2FA551C882D2F77876E1D2DF0D5A3	8E425F9C7FB942BB04BA9BD4019C75DC8E25CBF2DEC33B3ED380713A2A94AFF4
10	281	edition/source_freeze_final_v1/P0010.fr.txt	2258	F6F62048A95879127F1E747A7FEC8E2871726947C88CAD3345546930AFC3652E	4DC974B0E048CD154507EC88AF310FC45D8CFB8104C4349B0AB9305219AF6561
11	282	edition/source_freeze_final_v1/P0011.fr.txt	2511	890A0C71EFAA640ED4A29F3E6E5C64CB245BE1EA73F76DE9BB0E1CB1E0562080	99A7E281324C659B5ED332E14C572F03C7471EDD19FC2E694FBDF8E0BC53B044
12	283	edition/source_freeze_final_v1/P0012.fr.txt	2734	84B13BF95AF4B4592B5221E09767166DEE1ECD7170D9E00B420E9B302BD38BD9	40C360856F11D26AF59CF22FD700C632FC2827FC8DAD1C74AFAE2DDCF1E94C1F
13	284	edition/source_freeze_final_v1/P0013.fr.txt	2228	FCBEE677F877D58495050FAF3BD955FE217B840A323319742B53B8FD284E1537	10224C2CEABED097485E998E68A03F65C498109996DD516E77ED47D84933C402
14	285	edition/source_freeze_final_v1/P0014.fr.txt	2131	214569E9F1D109EE9BC701CD211608F4A0403B1B94AABE5400A3C45B133A2F5A	61B226303733C29DC09B1DDEB05789E559C7A6F845662F3CD545D08F33EF06E3
15	286	edition/source_freeze_final_v1/P0015.fr.txt	1889	D15721B6D648E660E132380A1FBF184B8834464F03DF59AA11A0E07E69C14D2E	B12EA4BA72FEE31ED2D61EAFB4BF536821ED702B09CC8C9BDD38CB727CF74E02
16	287	edition/source_freeze_final_v3/P0016.fr.txt	2163	CE57D86000569131A9E5D972C5DA6ADDDA0A76B8BFF63A58EE8FA8CB281A3BB4	0D866FF2D3287915EADDD492680F6B18DF0C625642890423C765E3D29AE0DBF7
17	288	edition/source_freeze_final_v3/P0017.fr.txt	2220	C5A1B1BFCBB41BE5732BEEEE2805FF2B2B7905DC0667F8422DF869766929994B	4579BFCA6F976C9FEBF27ED145AFF68753CCA4019DFC19434DD503A298ED39BF
18	289	edition/source_freeze_final_v1/P0018.fr.txt	1962	C4D2CF1AD9BE5AE88BC1F0192F5912C02FDB8CFFB62389F0465E679876D6A21B	7A84A7BFFFB2067A54F5F994E6CCDEF68A5C697E6F9DA42948C831F1DFAD24AC
19	290	edition/source_freeze_final_v1/P0019.fr.txt	1739	B55EE2B476B375289DBDBECDE179C22BE118B2E3E3B6931418B8D37A19DE3AFC	2E11CC97A98E172BE8243B33CB5E5BE9B343131E566A0C896713D45A94943A42
20	291	edition/source_freeze_final_v1/P0020.fr.txt	2359	E9C0EAFAD686C7DC0C68A69B63C4EFD7C38A9B08539E23695300BCA5629C568F	04575AB02F38A9F3960658B7204CE367FC830DCDDD2D242D59DB5492DC5594A6
21	292	edition/source_freeze_final_v3/P0021.fr.txt	2755	7CF83036454A309F2778D968A26AB2F4698929BDDC4DA96B2C045F3ED3749C48	4D8D4E8E0C6A05EFAB1EAAD2DA249524FECBED2DC87A99D673C0A2584CFFA7CB
22	293	edition/source_freeze_final_v1/P0022.fr.txt	2424	ADF49B9C6953EF2534B3697262F00A543F678BF6E983643DD41C734EA312CC45	AD94C6A9AFEAABA43343CCCC61C2D44D2E3C159691621CA99E20B504054730FA
23	294	edition/source_freeze_final_v1/P0023.fr.txt	2432	5F7215ECCAFEBA918BE62F3D7DD5050D0078E4AA0E678AA042DA80DB6A408C96	542D7CF80232BEA9931ED6A40DD06FCD6B47462A1D6E5CBAD61420D5C7E00EB1
24	295	edition/source_freeze_final_v1/P0024.fr.txt	2192	C9FE02B5D447CEC01D9B7319B4A81D7316CB60547C35CCC2A03F18F6AAB6CA93	45B78E734E8A5E576964A1F461DF959A73A1E009A2AF3C7ADB2DFCDD1EAD2FFF
25	296	edition/source_freeze_final_v1/P0025.fr.txt	2516	99DEAC5086284EA91F2BDDCC35D76935099122DC2D70E7C7A217748AFF4A5DAD	19A993E698B2ECA0FA69C041ACFD687467FFCD61E9DD2E2A378AC5BC98918863
26	297	edition/source_freeze_final_v1/P0026.fr.txt	2787	C37EE540AD4193F10E5F191C010EC43A48FA69937C60781839F31925A810AD6E	A6CF0E6F61A001E9C49AE658BC7F282B74155EDAFA09CDDC8DDFC26E6BD5AF74
27	298	edition/source_freeze_final_v1/P0027.fr.txt	2444	79486A8DC9B8FEABD34958D2434A82D3896A71EC5D6B771DEA324A8DB8496EBF	5932D983A1A3F3E76085F412A7CEC722C447DA5E06ECA96FE93BB64C603F1975
28	299	edition/source_freeze_final_v2/P0028.fr.txt	2388	F22992AFB66AD8396F3410A74F59442AD342ADE230FD0C6FEF6EF327B8AD0F75	1D32BE8B6FDF881F03DAB674ABEFD4262FBB61BD6EE63E3C5956C5A503EB1885
29	300	edition/source_freeze_final_v1/P0029.fr.txt	2501	EE2C2978221BECFD139EEC652593C595B1F38A2A5392D38BE381C7E2D2EEF659	2176EF19505ED16981B19F21B325C5FC8929FB4B8DF7C056A5381406E47D846E
30	301	edition/source_freeze_final_v1/P0030.fr.txt	2403	B58170FA7844E0DD6A9538D227F7C9FCB60354073F5AE4F12BA1D5EDDD717C32	6671445080CDE0C544A83588E10E03E88E110E977C00933C952CB35990D311BD
31	302	edition/source_freeze_final_v1/P0031.fr.txt	2077	431C1FE85C36F70799523EB3FB6DA9DE85A7BDEB92E887E690F903BCB93C92CD	FBCD47F2A35592ED971577EDB3069E5578F3529E0439283F00416407C723933D
32	303	edition/source_freeze_final_v1/P0032.fr.txt	2094	405081C6E9022A9EC10B79A8B5BF15DC9D1F654792BCDDE993D123D0C94E4127	D5D564DA424F77A0DC2B7ED392AFE8F181CCFD31A7CCD6969603D773DC81E909
33	304	edition/source_freeze_final_v1/P0033.fr.txt	2392	F4DBF907586D129F853294F579EEB37738EFC0EB46B2C2A0FA33378D3CC37CB0	88D8382BBECCB237BAC9B19369F8B65002C8CB4B6A837CDE498DFF18FE34C2A8
34	305	edition/source_freeze_final_v1/P0034.fr.txt	2642	CE47628075DC5C1248C2A0F3C775DC0F526E44671BC744273C74F955B9C089C0	508359505661546DD1D866DB79F9B62000437F8B744811C5ECBA1E7A2486F732
35	306	edition/source_freeze_final_v1/P0035.fr.txt	1820	93033FFF7815CB6ED29A61E683C8BF21641C473236772C80DDAEAB5FE4D73591	1CE8D4C83D2911E5165968F383AEE99E4B3563FDD876D095616EAD7D6C9B0B97
36	307	edition/source_freeze_final_v1/P0036.fr.txt	642	28AF9DBC7F0C7F06D1684923AC46D228D1702253FC4A81FCBB5F4834490A0687	907E171ED1E5DE2C744C7576F4095D73AA3CAC9DEEBD2269EE52FBB26CEC6CC5
