language_code,language_name,scripts,arxiv_id,title,authors,published,updated,categories,abs_url,pdf_url,eprint_url,license_url,license_policy,metadata_language_evidence_terms,topic_tags,api_query,candidate_role,boundary
cs,Czech,Latin,2112.07476v2,Invariant integrals on coideals and their Drinfeld doubles,Kenny De Commer; Joel Right Dzokou Talla,2021-12-14T15:38:46Z,2023-09-26T12:32:41Z,math.QA;math.OA,http://arxiv.org/abs/2112.07476v2,https://arxiv.org/pdf/2112.07476v2,https://arxiv.org/e-print/2112.07476v2,,missing_arxiv_license,invariant; algebra,algebra;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1305.1672v1,Kervaire invariants and selfcoincidences,Ulrich Koschorke; Duane Randall,2013-05-07T22:43:48Z,2013-05-07T22:43:48Z,math.AT,http://arxiv.org/abs/1305.1672v1,https://arxiv.org/pdf/1305.1672v1,https://arxiv.org/e-print/1305.1672v1,,missing_arxiv_license,invariant,invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,0602373v2,On Differential equation of invariants of binary forms,Leonid Bedratyuk,2006-02-17T14:13:45Z,2006-02-23T18:37:19Z,math.AG,http://arxiv.org/abs/math/0602373v2,https://arxiv.org/pdf/math/0602373v2,https://arxiv.org/e-print/0602373v2,,missing_arxiv_license,invariant,ring;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1910.09850v2,Space of Invariant bilinear forms under representation of a group of order 8,Dilchand Mahto; Jagmohan Tanti,2019-10-22T09:17:38Z,2021-05-03T15:22:27Z,math.GR,http://arxiv.org/abs/1910.09850v2,https://arxiv.org/pdf/1910.09850v2,https://arxiv.org/e-print/1910.09850v2,,missing_arxiv_license,invariant; algebra,algebra;group;field;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1709.07335v2,Milnor invariants via unipotent Magnus embeddings,Hisatoshi Kodani; Takefumi Nosaka,2017-09-21T14:13:44Z,2019-12-11T12:29:34Z,math.GT;math.AT,http://arxiv.org/abs/1709.07335v2,https://arxiv.org/pdf/1709.07335v2,https://arxiv.org/e-print/1709.07335v2,,missing_arxiv_license,invariant,group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1109.0527v2,Lagrangian-invariant sheaves and functors for abelian varieties,Alexander Polishchuk,2011-09-02T19:24:34Z,2011-12-07T07:15:45Z,math.AG,http://arxiv.org/abs/1109.0527v2,https://arxiv.org/pdf/1109.0527v2,https://arxiv.org/e-print/1109.0527v2,,missing_arxiv_license,invariant,ring;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1202.4716v3,Amenable groups with a locally invariant order are locally indicable,Peter Linnell; Dave Witte Morris,2012-02-21T17:57:36Z,2013-04-10T03:02:52Z,math.GR,http://arxiv.org/abs/1202.4716v3,https://arxiv.org/pdf/1202.4716v3,https://arxiv.org/e-print/1202.4716v3,,missing_arxiv_license,invariant,group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,0210213v3,An endomorphism of the Khovanov invariant,Eun Soo Lee,2002-10-15T03:23:16Z,2004-10-28T17:23:24Z,math.GT;math.QA,http://arxiv.org/abs/math/0210213v3,https://arxiv.org/pdf/math/0210213v3,https://arxiv.org/e-print/0210213v3,,missing_arxiv_license,invariant,ring;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1207.5370v1,Rings of Invariant Module Type and Automorphism-Invariant Modules,Surjeet Singh; Ashish K. Srivastava,2012-07-23T12:22:40Z,2012-07-23T12:22:40Z,math.RA,http://arxiv.org/abs/1207.5370v1,https://arxiv.org/pdf/1207.5370v1,https://arxiv.org/e-print/1207.5370v1,,missing_arxiv_license,modul; invariant; algebra,algebra;ring;module;field;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,9405167v2,Invariants of 3-manifolds and projective representations of mapping class groups via quantum groups at roots of unity,Volodymyr Lyubashenko,1994-05-26T10:48:23Z,1994-12-15T17:04:00Z,hep-th;math.QA,http://arxiv.org/abs/hep-th/9405167v2,https://arxiv.org/pdf/hep-th/9405167v2,https://arxiv.org/e-print/9405167v2,,missing_arxiv_license,modul; invariant; algebra,algebra;module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1205.6530v1,Shift-invariant spaces on SI/Z Lie groups,Bradley Currey; Azita Mayeli; Vignon Oussa,2012-05-30T02:45:42Z,2012-05-30T02:45:42Z,math.FA;math.CA;math.RT,http://arxiv.org/abs/1205.6530v1,https://arxiv.org/pdf/1205.6530v1,https://arxiv.org/e-print/1205.6530v1,,missing_arxiv_license,modul; invariant,module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1305.6956v2,The μ-ordinary Hasse invariant of unitary Shimura varieties,Wushi Goldring; Marc-Hubert Nicole,2013-05-29T21:22:25Z,2014-12-27T21:56:52Z,math.NT,http://arxiv.org/abs/1305.6956v2,https://arxiv.org/pdf/1305.6956v2,https://arxiv.org/e-print/1305.6956v2,,missing_arxiv_license,invariant,invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1512.06411v3,Rationality of Hilbert series in noncommutative invariant theory,M. Domokos; V. Drensky,2015-12-20T17:35:54Z,2017-08-21T16:01:16Z,math.RA;math.AC;math.RT,http://arxiv.org/abs/1512.06411v3,https://arxiv.org/pdf/1512.06411v3,https://arxiv.org/e-print/1512.06411v3,,missing_arxiv_license,modul; invariant; algebra,algebra;module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
