language_code,language_name,arxiv_id,reason,detail,url
cs,Czech,2112.07476v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2112.07476v2
cs,Czech,1305.1672v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1305.1672v1
cs,Czech,0602373v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0602373v2
cs,Czech,1910.09850v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1910.09850v2
cs,Czech,1709.07335v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1709.07335v2
cs,Czech,1109.0527v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1109.0527v2
cs,Czech,1202.4716v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1202.4716v3
cs,Czech,0210213v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0210213v3
cs,Czech,1207.5370v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1207.5370v1
cs,Czech,9405167v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/9405167v2
cs,Czech,1205.6530v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1205.6530v1
cs,Czech,1305.6956v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1305.6956v2
cs,Czech,1512.06411v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1512.06411v3
cs,Czech,9703012v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/9703012v1
cs,Czech,1405.1051v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1405.1051v1
cs,Czech,1407.0934v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1407.0934v2
cs,Czech,1604.04040v4,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1604.04040v4
cs,Czech,2601.10934v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2601.10934v3
cs,Czech,2012.14006v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2012.14006v2
cs,Czech,2404.10592v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2404.10592v2
cs,Czech,1103.0301v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1103.0301v2
cs,Czech,2302.14499v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2302.14499v1
cs,Czech,0103144v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0103144v2
cs,Czech,9601015v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/9601015v2
cs,Czech,2409.05793v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2409.05793v1
cs,Czech,1407.7775v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1407.7775v1
cs,Czech,2606.14339v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2606.14339v1
cs,Czech,1801.01283v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1801.01283v1
cs,Czech,9601013v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/9601013v2
cs,Czech,1303.2122v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1303.2122v2
sk,Slovak,2112.07476v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2112.07476v2
sk,Slovak,1305.1672v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1305.1672v1
sk,Slovak,0602373v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0602373v2
sk,Slovak,1910.09850v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1910.09850v2
sk,Slovak,1709.07335v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1709.07335v2
sk,Slovak,1202.4716v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1202.4716v3
sk,Slovak,1109.0527v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1109.0527v2
sk,Slovak,0210213v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0210213v3
sk,Slovak,1207.5370v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1207.5370v1
sk,Slovak,9405167v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/9405167v2
sk,Slovak,1205.6530v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1205.6530v1
sk,Slovak,1305.6956v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1305.6956v2
sk,Slovak,1512.06411v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1512.06411v3
sk,Slovak,9703012v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/9703012v1
sk,Slovak,1405.1051v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1405.1051v1
sk,Slovak,1407.0934v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1407.0934v2
sk,Slovak,1604.04040v4,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1604.04040v4
sk,Slovak,2601.10934v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2601.10934v3
sk,Slovak,2012.14006v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2012.14006v2
sk,Slovak,2404.10592v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2404.10592v2
sk,Slovak,1103.0301v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1103.0301v2
sk,Slovak,2302.14499v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2302.14499v1
sk,Slovak,0103144v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0103144v2
sk,Slovak,9601015v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/9601015v2
sk,Slovak,2409.05793v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2409.05793v1
sk,Slovak,1407.7775v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1407.7775v1
sk,Slovak,2606.14339v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2606.14339v1
sk,Slovak,1801.01283v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1801.01283v1
sk,Slovak,9601013v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/9601013v2
sk,Slovak,1303.2122v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1303.2122v2
sl,Slovene,1401.8202v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1401.8202v1
sl,Slovene,1705.10615v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1705.10615v1
sl,Slovene,1609.01643v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1609.01643v3
sl,Slovene,1601.03008v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1601.03008v2
sl,Slovene,1609.06788v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1609.06788v2
sl,Slovene,0512469v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0512469v1
sl,Slovene,1612.07679v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1612.07679v2
sl,Slovene,2501.04174v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2501.04174v1
sl,Slovene,1504.02823v4,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1504.02823v4
sl,Slovene,1506.00263v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1506.00263v1
sl,Slovene,0509276v4,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0509276v4
sl,Slovene,2210.13443v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2210.13443v2
sl,Slovene,2501.07481v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2501.07481v2
sl,Slovene,0709.3412v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/0709.3412v2
sl,Slovene,1203.2720v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1203.2720v1
sl,Slovene,2204.04398v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2204.04398v1
sl,Slovene,2101.04465v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2101.04465v1
sl,Slovene,1211.3874v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1211.3874v1
sl,Slovene,1510.05098v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1510.05098v2
sl,Slovene,1405.2531v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1405.2531v1
sl,Slovene,2212.14799v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2212.14799v1
sl,Slovene,2209.00520v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2209.00520v1
sl,Slovene,2208.05690v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2208.05690v1
sl,Slovene,1611.08881v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1611.08881v1
sl,Slovene,2104.06713v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2104.06713v1
sl,Slovene,1612.00315v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1612.00315v2
sl,Slovene,2501.02466v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2501.02466v1
sl,Slovene,2404.06874v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2404.06874v1
sl,Slovene,2006.05438v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2006.05438v2
sl,Slovene,2403.15900v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2403.15900v1
sr,Serbian,2504.00931v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2504.00931v1
sr,Serbian,2212.03736v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2212.03736v2
sr,Serbian,2312.15369v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2312.15369v2
sr,Serbian,2111.06381v6,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2111.06381v6
sr,Serbian,1111.3032v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1111.3032v2
sr,Serbian,2312.12980v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2312.12980v3
sr,Serbian,2402.01159v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2402.01159v2
sr,Serbian,1701.02303v3,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1701.02303v3
sr,Serbian,1712.02776v2,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1712.02776v2
sr,Serbian,1006.5870v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1006.5870v1
sr,Serbian,1109.4600v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/1109.4600v1
sr,Serbian,2501.10833v1,not_uploaded_license_not_redistributable_or_missing,,https://arxiv.org/e-print/2501.10833v1
