"comparison_id","evidence_class","authority_role","unit_id","object_type","source_locator","source_tex_lines","original_printed_pages","physical_source_pdf_pages","target_locator","parent_id","cross_references","critical_controls","decision","result","status","confidence","adverse_or_choice","rejected_alternative","record_revision","continuation_cursor"
"SGA2-VIII-C23-POC-CMP-001","source_structure","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC","proof_opening_boundary","French lines2683-2715 physical79-80","2683-2715","89-90","79-80","authority box complete body and cursor","","SGA2-VIII-C23-POC-BOUND","opening assumption precedes printed90 marker and reduction begins2715","retain only lines2683-2713","pass","self_reviewed_structure_pass","high","two printed and physical page systems overlap","include adjacent Corollary or next reduction","1","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-002","source_formula_definition","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-CJDEF","c_j_definition","French lines2693-2696 physical79","2693-2696","90","79","displayed codimension formula","SGA2-VIII-C23-POC-LOCAL","SGA2-VIII-C23-POC-INEQ;SGA2-VIII-C23-POC-WITNESS","c_j of x codimension of X_j intersect closure x intersect Y inside X_j intersect closure x","preserve argument order intersections braces and closure bars","pass","self_reviewed_formula_pass","high","candidate code block typography is not source authority","flatten overline or reverse codimension arguments","2","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-003","source_formula_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-INEQ","necessary_inequality","French line2697 physical79","2697","90","79","sentence after codimension formula","SGA2-VIII-C23-POC-CJDEF","SGA2-VIII-C23-POC-WITNESS","c_j of x greater-than-or-equal c of x","retain weak inequality and direction","pass","self_reviewed_formula_pass","high","directionality determines comparison","strict or reversed inequality","1","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-004","source_formula_witness","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-WITNESS","codimension_realizing_point","French lines2698-2700 physical79","2698-2700","90","79","witness sentence","SGA2-VIII-C23-POC-CJDEF","SGA2-VIII-C23-POC-DIR","y lies in closure x intersect Y and c of x equals dimension local ring at y","retain membership dimension equality and chosen member containing y","pass","self_reviewed_formula_pass","high","generic y does not yield equality","omit the witness condition","2","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-005","source_formula_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-WITNESS","cover_member_equality","French lines2700-2701 physical79","2700-2701","90","79","end of witness sentence","SGA2-VIII-C23-POC-CJDEF","SGA2-VIII-C23-POC-DIR","y in X_j implies x in X_j then c_j of x equals c of x","retain both implications and equality","pass","self_reviewed_logic_pass","high","candidate wording is close but cannot replace source check","assert equality without the containment step","1","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-006","source_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-DIR","first_direction","French lines2701-2702 physical79-80","2701-2702","90","79-80","sentence crossing physical pages","SGA2-VIII-C23-POC-WITNESS","SGA2-VIII-C23-POC-PARTIAL;SGA2-VIII-C23-POC-NDE5","condition a over the X_j implies condition a for X","retain local-to-global direction","pass","self_reviewed_logic_pass","high","page break can conceal the object of implies","reverse to X implies every X_j","1","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-007","source_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-PARTIAL","partial_converse","French lines2702-2705 physical80","2702-2705","90","80","sentence before note5","SGA2-VIII-C23-POC-DIR","SGA2-VIII-C23-POC-NDE5","condition a for X implies condition a only for X_j with c of x equals c_j of x at this point","retain the qualifier and provisional status","pass","self_reviewed_logic_pass","high","editor note later proves full claim through nonformal argument","state full converse as already formal","2","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-008","source_note_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-NDE5","note_first_claim","French lines2705-2709 physical80 note5","2705-2709","90","80","editor note5 opening","SGA2-VIII-C23-POC-PARTIAL","SGA2-VIII-C23-POC-DIR","full implication is true as in original text but not formal here and J denotes conjunction over cover members","retain complete editorial qualification","pass","self_reviewed_note_pass","high","candidate omits note5","omit the note or assert the full converse without rationale","2","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-009","source_note_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-NDE5","note_chain_cJ_aJ","French lines2710-2711 physical80 note5","2710-2711","90","80","editor note implication chain","SGA2-VIII-C23-POC-NDE5","SGA2-VIII-C23-POC-DIR","c_J implies a_J through c-prime implies d implies a-prime","preserve all three arrows and endpoint labels","pass","self_reviewed_formula_note_pass","high","subscripts and primes are easy to conflate","write c implies a without J or omit intermediate chain","1","French source line2715 after blank line2714"
"SGA2-VIII-C23-POC-CMP-010","source_note_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-NDE5","note_tautology_and_equivalence","French lines2711-2713 physical80 note5","2711-2713","90","80","editor note final deduction","SGA2-VIII-C23-POC-NDE5","SGA2-VIII-C23-POC-DIR","a implies c and c iff c_J hence a implies a_J","retain implication equivalence and derived implication in order","pass","self_reviewed_formula_note_pass","high","iff can be weakened to one implication","replace equivalence by implication or omit final conclusion","1","French source line2715 after blank line2714"
