"hash_id","relative_path","bytes","sha256","evidence_role","status"
"SGA2-VIII-C23-POC-HASH-001","ARTIFACT_TOOL_MANIFEST_QA.md","732","D925017DCF64A7AA6513527ADA67D3068CC70FB4BA924664C96EE313A5CBA406","artifact_tool_machine_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-002","ARTIFACT_TOOL_VISUAL_QA.md","605","300DABEDB92B58DA18CE5E5905A0D54517BBC45796DCA0DCB178744E740136D8","artifact_tool_visual_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-003","AUTHORITY_ARTIFACT_HASHES.csv","1509","07E54D3AD727F1BAEA7695A4206BFB6AB858E25DCDC926AF350ED6A8FCD2EAC2","authority_hash_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-004","BUILD_VALIDATION.md","1796","A0D2EA710E3B4A2655324912F3C7ED75C609F49B4AE5A0C94CBE35BA02641704","self_gate_build_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-005","DIFFICULTY_REVISION_LEDGER.jsonl","14910","BC70072357B1356EF929FFD0676B87BADD0FBA57C9F8A10EF8052DF1C64C052A","revision_event_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-006","DRAFT_SOURCE_AUDIT.md","2664","05D4CE6BB73BD2F4261D1D262F98A3854A4F8056D3AC27BA1E8AC5AC17C2541D","source_audit","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-007","FORMULA_SYMBOL_NOTE_STRUCTURE_COMPARISON.csv","12125","64CC2C20CDBE3B2166D5F8DD0CE81DCF750B04A71F88516C019D00379F6A04EF","formula_note_structure_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-028","INDEPENDENT_BUILD_PASS1_SANITIZED.log","7907","00259E02841061AF19D584FD04F6F5EE5C036BEFF6514F21C6D9E76501115F26","independent_sanitized_build_log_pass1","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-029","INDEPENDENT_BUILD_PASS2_SANITIZED.log","7785","D27EE97F3C89D2260908DBA6BAB59D06D2E7FBBD2F3AF226E40E73D928F2BAE1","independent_sanitized_build_log_pass2","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-030","INDEPENDENT_BUILD_VALIDATION_20260719.md","1170","22046F968E38F923B4FD5070F6C67BC1DF212F0869E04826606EE25FE00E15F0","independent_build_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-031","INDEPENDENT_PDFDESTS.txt","122","73B70A92BDB0B185758555D589A6AF5FA62807BD62455AE33ECAB66677C563B7","independent_destination_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-032","INDEPENDENT_PDFFONTS.txt","2090","778F5AEAFB431A7FC15DEFDFF9F72BAFDB84E6F3CA9FF00D8A2954184200D845","independent_font_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-033","INDEPENDENT_PDFINFO.txt","697","1984C88780B1E80E1060297D1F7A341F04E3EE8074A3F54CC63CBCA4E3705AB6","independent_pdf_metadata_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-034","INDEPENDENT_REVIEW_SEAL_20260719.md","1294","43C3AA5F4C521D9805D6CC886D2738936E83BC90EAC21C606DA5720C35F07FA8","independent_review_seal","proposed_public_independently_sealed_archive_handoff_eligible"
