"alignment_id","evidence_class","authority_role","unit_id","parent_id","source_tex_lines","original_printed_pages","physical_source_pdf_pages","recomposed_running_pages","target_locator","coverage_status","decision","status","confidence","adverse_delta","rejected_alternative","cross_references","continuation_cursor","revisit_condition","record_revision"
"SGA2-VIII-C23-POC-ALIGN-001","source_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC","","2683-2713","89-90","79-80","71-72","complete bounded proof opening through editor note5","complete","translate only the initial regular-affine assumption and open-cover comparison including the complete corrected editorial branch","self_gated_bounded_unit_pending_independent_review","high","none","extend through line2715 or treat inherited English as authority","INBOUND:SGA2-VIII-C23;OUTBOUND:SGA2-VIII-C23-REDUCTION","French source line2715 after blank line2714","independent source review or cumulative integration","2"
"SGA2-VIII-C23-POC-ALIGN-002","source_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-ASSUME","SGA2-VIII-C23-POC","2683","89","79","71","opening assumption paragraph","complete","retain spectrum regular Noetherian ring and associated module of finite projective dimension","source_compared_self_review_pass","high","candidate wording is close but awkward","suppose these results acquired","SGA2-VIII-C23-POC-LOCAL;SGA2-VIII-C23-POC-QA","French source line2715 after blank line2714","independent register review","1"
"SGA2-VIII-C23-POC-ALIGN-003","source_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-LOCAL","SGA2-VIII-C23-POC","2685-2691","90","79","71","open-cover equivalence paragraph","complete","retain conjunction across every open member and exact replacements X by X_j Y by Y_j and script-F by its restriction","source_compared_self_review_pass","high","local equivalence can be weakened to one implication","say merely that the conditions may be checked locally","SGA2-VIII-C23-POC-CJDEF;SGA2-VIII-C23-POC-QA","French source line2715 after blank line2714","independent scope review","1"
"SGA2-VIII-C23-POC-ALIGN-004","source_formula_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-CJDEF","SGA2-VIII-C23-POC-LOCAL","2692-2696","90","79","71","displayed definition of c_j of x","complete","retain both intersections closures support Y codimension order and the x in X_j condition","source_compared_formula_self_review_pass","high","closure bars and argument order are easy to lose","use the candidate text-code rendering without source check","SGA2-VIII-C23-POC-INEQ;SGA2-VIII-C23-POC-WITNESS","French source line2715 after blank line2714","independent formula review","2"
"SGA2-VIII-C23-POC-ALIGN-005","source_formula_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-INEQ","SGA2-VIII-C23-POC-CJDEF","2697","90","79","71","necessary inequality after definition","complete","retain c_j of x greater-than-or-equal c of x","source_compared_formula_self_review_pass","high","inequality direction can reverse","use less-than-or-equal or strict inequality","SGA2-VIII-C23-POC-WITNESS;SGA2-VIII-C23-POC-QA","French source line2715 after blank line2714","independent inequality review","1"
"SGA2-VIII-C23-POC-ALIGN-006","source_formula_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-WITNESS","SGA2-VIII-C23-POC-CJDEF","2698-2701","90","79","71","codimension-realizing point and equality argument","complete","retain y in closure of x intersect Y dimension equality covering member containing y implication x in X_j and final equality","source_compared_formula_self_review_pass","high","the codimension witness and equality mechanism can be compressed away","assert equality for an arbitrary member X_j","SGA2-VIII-C23-POC-DIR;SGA2-VIII-C23-POC-QA","French source line2715 after blank line2714","independent witness review","2"
"SGA2-VIII-C23-POC-ALIGN-007","source_logic_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-DIR","SGA2-VIII-C23-POC-WITNESS","2701-2702","90","79-80","71-72","first implication across the physical-page boundary","complete","retain that condition a for the X_j implies condition a for X","source_compared_logic_self_review_pass","high","directionality is logic-critical","reverse the implication or reduce it to selected X_j","SGA2-VIII-C23-POC-PARTIAL;SGA2-VIII-C23-POC-NDE5","French source line2715 after blank line2714","independent direction review","1"
"SGA2-VIII-C23-POC-ALIGN-008","source_logic_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-PARTIAL","SGA2-VIII-C23-POC-DIR","2702-2705","90","80","72","partial converse before note5","complete","retain that condition a for X implies it only for those X_j satisfying c of x equals c_j of x at this stage","source_compared_logic_self_review_pass","high","qualified partial converse can be overpromoted to a formal full converse","state full equivalence without the editorial qualification","SGA2-VIII-C23-POC-NDE5;SGA2-VIII-C23-POC-QA","French source line2715 after blank line2714","independent qualifier review","2"
"SGA2-VIII-C23-POC-ALIGN-009","source_note_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-NDE5","SGA2-VIII-C23-POC-PARTIAL","2705-2713","90","80","72","editor note5 attached after purposes period","complete","retain original-text claim nonformal-at-this-stage caveat subscript-J convention all implication chains emphasized below and final deduction","source_compared_note_self_review_pass","high","candidate omits the editor note entirely","omit summarize detach or call it a translator note","SGA2-VIII-C23-POC-DIR;SGA2-VIII-C23-POC-QA","French source line2715 after blank line2714","independent note and logic review","2"
"SGA2-VIII-C23-POC-ALIGN-010","source_boundary_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-BOUND","SGA2-VIII-C23-POC","2683-2685;2713-2715","89-90","79-80","71-72","authority box and exact cursor","complete","distinguish printed89-90 physical79-80 and running71-72 then stop before blank2714 and reduction2715","source_marker_and_pdf_self_review_pass","high","printed90 begins mid physical79 and physical80 contains out-of-scope later text","start at printed90 only or include the next reduction","SGA2-VIII-C23-POC-QA;OUTBOUND:SGA2-VIII-C23-REDUCTION","French source line2715 after blank line2714","independent locator review","1"
"SGA2-VIII-C23-POC-ALIGN-011","comparison_alignment","comparison_only_not_authority","SGA2-VIII-C23-POC-CAND","SGA2-VIII-C23-POC","jcreinhold ii08 lines310-329","89-90","79-80","71-72","comparison audit","complete_comparison_only","accept only French-verified close wording formula and implication content while rejecting the omitted note5 and authority status","comparison_audited_not_promoted","high","the candidate omits the complete corrected editor note5 and is one LLM lineage","copy the candidate or treat agreement as corroboration","COMPARISON:jcreinhold_e7a259f;SGA2-VIII-C23-POC-QA","French source line2715 after blank line2714","candidate revision or independent source review","1"
"SGA2-VIII-C23-POC-ALIGN-012","target_revision_alignment","corrected_french_tex_plus_direct_compiled_pdf_and_root_preseal_review","SGA2-VIII-C23-POC-QA","SGA2-VIII-C23-POC","2695;2705;2710","90","79-80","71-72","final TeX build extraction and renders","complete","replace extraction-hostile sized delimiter without changing formula then place note marker after the source sentence period and preserve italic below","revised_rebuilt_self_review_pass","high","initial draft placed marker before period lost source emphasis and emitted one U+0001 extraction byte","retain initial typography or normalize away emphasis","SGA2-VIII-C23-POC-CJDEF;SGA2-VIII-C23-POC-NDE5","French source line2715 after blank line2714","independent target and machine review","2"
"SGA2-VIII-C23-POC-ALIGN-013","independent_source_alignment","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC","","2683-2713","89-90","79-80","71-72","complete bounded proof opening and note5","complete","independently confirm every hypothesis replacement formula implication qualification note branch and exact stop without substantive target change","independently_sealed_archive_handoff_eligible","high","none","extend into reduction2715 or promote comparison lineage","INBOUND:SGA2-VIII-C23;OUTBOUND:SGA2-VIII-C23-REDUCTION","French source line2715 after blank line2714","artifact mutation authority replacement or cumulative integration","3"
"SGA2-VIII-C23-POC-ALIGN-014","independent_source_structure_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-IND-LOCAL","SGA2-VIII-C23-POC","2683-2691","89-90","79","71","assumed case open covering conjunction and replacements","complete","confirm regular Noetherian spectrum finite-projective-dimension associated sheaf and exact X_j Y_j intersection and F restriction replacements","closed_independent_pass","high","none","drop a replacement or weaken conjunction","SGA2-VIII-C23-POC-ASSUME;SGA2-VIII-C23-POC-LOCAL","French source line2715 after blank line2714","artifact mutation or authority replacement","1"
"SGA2-VIII-C23-POC-ALIGN-015","independent_source_formula_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-IND-FORM","SGA2-VIII-C23-POC","2692-2705","90","79-80","71-72","c_j formula through corrected partial converse","complete","confirm exact codimension arguments weak inequality witness dimension equality resulting equality local-to-global direction and equality-qualified partial converse; delimiter revision changed no mathematics","closed_independent_pass","high","none","reverse inequality direction omit witness or state full converse before note5","SGA2-VIII-C23-POC-CJDEF;SGA2-VIII-C23-POC-INEQ;SGA2-VIII-C23-POC-WITNESS;SGA2-VIII-C23-POC-DIR;SGA2-VIII-C23-POC-PARTIAL","French source line2715 after blank line2714","artifact mutation or authority replacement","1"
"SGA2-VIII-C23-POC-ALIGN-016","independent_source_note_logic","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-IND-NOTE","SGA2-VIII-C23-POC","2705-2713","90","80","72","period marker5 and complete editor note","complete","confirm period before marker italic below c_J implies a_J c-prime implies d implies a-prime a implies c c iff c_J and hence a implies a_J","closed_independent_pass","high","candidate omits the entire note5","omit note chain move marker or remove emphasis","SGA2-VIII-C23-POC-NDE5;OUTBOUND:SGA2-VIII-C23-LATER-PROOF","French source line2715 after blank line2714","artifact mutation or authority replacement","1"
"SGA2-VIII-C23-POC-ALIGN-017","independent_source_boundary","corrected_french_tex_plus_direct_compiled_pdf","SGA2-VIII-C23-POC-IND-BOUND","SGA2-VIII-C23-POC","2683-2685;2713-2715","89-90","79-80","71-72","page systems and exact cursor","complete","confirm end2713 excluded blank2714 cursor2715 and no reduction leak","closed_independent_pass","high","none","include line2715 because it shares physical80","SGA2-VIII-C23-POC-BOUND;OUTBOUND:SGA2-VIII-C23-REDUCTION","French source line2715 after blank line2714","new pagination evidence or next-unit integration","1"
