"root_name","manifest_path","issue","expected_bytes","actual_bytes","expected_sha256","actual_sha256"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\0BF2AE1D_B3_HANDOFF_BOUNDARIES_20260707.csv","","1139","1139",,"D0F4F17AB546E097D33BBF5436E59086239215514D3428F759BED19F6803B5A4"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\0BF2AE1D_DEDUP_RECOVERY_ROWS_20260707.csv","","1216","1216",,"E76B9B7D95947C146C7A7A72C383919CCF81559E7DAD806E1DAA887FADC6388D"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\0BF2AE1D_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","","2518","2518",,"5292C49A75C78EA321A5ED89FD87705E64BADEDAF93D2D27E9C53239720FCA33"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\0BF2AE1D_FRONTIER_ROUTE_CONTEXT_ROWS_20260707.csv","","1842","1842",,"9E06421C0081A12135BA4BDE461EACACD07A33BDD9CD26EF3E67FF25859CFE53"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\0BF2AE1D_SAME_FRONTIER_SOURCE_GAP_ACCOUNTING_20260707.csv","","1576","1576",,"DBD9527F83619AA2B03420578C488720983C65C968BB186C6D4C9AE8B4698099"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\0BF2AE1D_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","","2349","2349",,"FD31E298040652DE581928C586B0DE1FF9CCBD52F04B968A0D9C8F96DDFAAC7E"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\0BF2AE1D_SUBLANE_SOURCE_CONTEXT_MANUAL_REVIEW_NOTES_20260707.csv","","2285","2285",,"D98B3046AF7AE5312385D1147EFB88F31A4B8CD31B7822A0C7D7C3FAB849F687"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\ACTIVE_SESSION_STATE.md","","1217","1217",,"DB6F8EDDFA7B5D2C6E7B8FD3EF3AE235F66BB1155185CDF561A11D1EED54955C"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\adverse_evidence.csv","","1604","1604",,"5A9EFBC1E398077B8C4D409B7206847EF4EA1BD0B824110D89899E60BFB145B0"
"PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707","outputs\PERSIANATE_TAJIK_0BF2AE1D_FRONTIER_WAKE_CARRYFORWARD_20260707\B3_UPLOADER_READY_SUMMARY_0BF2AE1D.csv","","711","711",,"1F2A7D01541755ECAFF1A856EFC1DD0D276FED7B1C279AFB7D126E4069BA0AAA"
