compare_label,filename,status,additions,deletions,changes
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/ARABIC_25B_VALIDATION_2BD.csv,added,20,0,20
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/ARABIC_BLOCKERS_2BD.csv,added,6,0,6
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/ARABIC_SIX_ROW_SOURCE_USE_GAP_ROLLUP_2BD.csv,added,7,0,7
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/B3_HANDOFF_READY_2BD.md,added,8,0,8
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/B3_HANDOFF_SENT_2BD.md,added,8,0,8
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/B3_PACKAGE_ROOTS_2BD.csv,added,5,0,5
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/B3_REPLAY_SUMMARY_2BD.csv,added,2,0,2
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/BRANCH_COMMITS_4C_TO_2BD.csv,added,2,0,2
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/BRANCH_COMPARE_4C_TO_2BD.csv,added,116,0,116
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/CHILD_LANE_SOURCE_GATE_SUMMARY_2BD.csv,added,7,0,7
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/CJK_NATIVE_2BD_COUNTS.csv,added,9,0,9
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/CJK_NATIVE_BLOCKERS_2BD.csv,added,5,0,5
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/CJK_NATIVE_SOURCE_USE_FABLE_ROLLUP_2BD.csv,added,10,0,10
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_2BD.csv,added,6,0,6
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/FABLE_SOURCE_USE_ADVERSE_LEDGER_2BD.csv,added,5,0,5
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/MANIFEST.csv,added,25,0,25
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/PERSIANATE_TAJIK_25B_COUNTS_2BD.csv,added,19,0,19
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/PERSIANATE_TAJIK_BLOCKERS_2BD.csv,added,11,0,11
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/PERSIANATE_TAJIK_SOURCE_USE_GAP_ROLLUP_2BD.csv,added,6,0,6
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/R6_IDLE_BLOCKERS_2BD.csv,added,6,0,6
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/R6_IDLE_COUNTS_2BD.csv,added,12,0,12
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/R6_IDLE_FABLE_ADVERSE_ROLLUP_2BD.csv,added,6,0,6
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/R6_IDLE_SOURCE_USE_ROLLUP_2BD.csv,added,6,0,6
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/README.md,added,7,0,7
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/SHA256SUMS.txt,added,24,0,24
2BD3E449_to_AEED56E7,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/SUMMARY.json,added,25,0,25
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/B3_UPLOADER_READY_SUMMARY.csv,added,11,0,11
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/MANIFEST.csv,added,13,0,13
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/PACKAGE_VALIDATION.json,added,24,0,24
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BLOCKERS_AND_RECOVERY_ROWS.csv,added,4,0,4
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BRANCH_COMMITS_FROM_25B9A6DF.csv,added,3,0,3
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BRANCH_DELTA_CATEGORY_COUNTS.csv,added,9,0,9
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BRANCH_DELTA_FROM_25B9A6DF.csv,added,161,0,161
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_BRANCH_VISIBLE_ROOT_SUMMARY.csv,added,6,0,6
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv,added,5,0,5
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_MICRO_EVIDENCE_BRANCH_VISIBLE_ROWS.csv,added,5,0,5
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_SOURCE_USE_FACT_CHANGE_AUDIT.csv,added,5,0,5
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/R3_2BD3E449_SUPERSEDED_LOCAL_ATTEMPT_LEDGER.csv,added,6,0,6
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/README.md,added,7,0,7
2BD3E449_to_AEED56E7,interlanguage-sidecar/r3-2bd3e449-25b9a6df-current-head-source-use-gap-audit-20260707/R3_2BD3E449_25B9A6DF_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260707_20260707T022957Z/SHA256SUMS.txt,added,13,0,13
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/B3_ACTION_SUMMARY.csv,added,2,0,2
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/BRANCH_PR_STATE.csv,added,2,0,2
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/MANIFEST.csv,added,10,0,10
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/PACKAGE_FILE_LEDGER.csv,added,59,0,59
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/PACKAGE_MANIFEST_REPLAY.csv,added,53,0,53
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv,added,4,0,4
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/PACKAGE_SHA256SUMS_REPLAY.csv,added,54,0,54
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/README.md,added,9,0,9
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/SAFETY_SCAN_HITS.csv,added,4,0,4
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/SHA256SUMS.txt,added,10,0,10
2BD3E449_to_AEED56E7,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2BD3E449_R3_R6_NONSLAVIC_2BD_RECOVERY_ROUTE_BATCH_20260707/VALIDATION_ISSUES.csv,added,2,0,2
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv,added,17,0,17
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv,added,23,0,23
