filename,bytes,sha256,role
09_ARCHIVE_PROVENANCE__00_FAC_KOREAN_SGA5_COMPLETE_20260804.zip,5580107,FBC3DE900E13F7699ADDAABC7318643C465A8F928CA53C167199E763D4DFC55D,complete_current_provenance_bundle
09_FAC_R4__01_PROJECT_LOGBOOK.md,227410,8F526E49AD109F90C3BA294FB752D812551AF709F7383ED5DB1A81EA5CE18F4A,direct_human_provenance
09_FAC_R4__02_EDITORIAL_DECISION_LOGBOOK.md,142987,0D2AC51322389DC199ECD2FE17603832FBBAB885530B4B6EBD74993F0CAA1CEE,direct_human_provenance
09_FAC_R4__03_SELF_CORRECTION_LEDGER.csv,187392,C66E404DB6CBB49544F767763C4398F798B99B4A47283C1B15DBD0262634224F,direct_human_provenance
09_KO__01_CJK_DECISION_LOGBOOK_PRIVACY_CLEAN.md,672280,AFE597563CE12057B65363FC00BF5534EF1D4AB3C2EF29D6DB7B5D96EB1E05C9,direct_human_provenance
09_KO__02_CJK_PRODUCTION_METHODOLOGY_PRIVACY_CLEAN.md,156536,F321F9F96BC5D74D15D55D8662390F36445DC49C7CE1D193D7904923F1046DD8,direct_human_provenance
09_SGA5_ES__01_PUBLIC_RELEASE_AUTHORIZATION_AND_HOLD_SUPERSESSION.md,1947,EB9B8AE4E92C9BC6651F6AD05A6B64AB76FF857CCD31BAF5F798313F6CF88A44,direct_human_provenance
09_SGA5_ES__02_PUBLIC_SOURCE_AND_RIGHTS.md,1462,93103C7F1D723590FEDDFB771D9DBDA3E34B16A4CF718B872220B034CC2589B4,direct_human_provenance
09_SGA5_ES__03_CONTINUATION_CURSOR.md,954,E929625033F8F7C9AE8CD099DBD297E1E024CADFEC110622BF5E8264CFF93086,direct_human_provenance
09_SGA5_ES__04_SUPERSESSION.md,572,36311E8C238A4ACF6D219219D67E6FB768F3A566B21B7F1F7EEE7F4FE03B2DC0,direct_human_provenance
