comparison_id,evidence_class,authority_role,unit_id,object_type,source_locator,source_tex_lines,original_printed_pages,physical_source_pdf_pages,target_locator,parent_id,cross_references,critical_controls,decision,result,status,confidence,adverse_or_choice,rejected_alternative,record_revision,continuation_cursor
SGA2-VIII-APP31-CMP-001,structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-SECTION,section_label,French2874,2874,96,84,section heading,SGA2-VIII-APP31,SGA2-VIII-APP31-BRIDGE,"visible 3; Applications; label VIII.3",preserve visible locator,pass,production_self_reviewed_pending_independent_seal,high,none,"hidden metadata only",1,French line2888
SGA2-VIII-APP31-CMP-002,source_logic,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-BRIDGE,nonproper_application,French2876,2876,96,84,bridge paragraph,SGA2-VIII-APP31,SGA2-VIII-APP31-THM,"higher direct images; coherent sheaf; morphism that is not proper",preserve application frame and distinguish theorem f,pass,production_self_reviewed_pending_independent_seal,high,"f itself is proper in theorem","alter f hypothesis",1,French line2888
SGA2-VIII-APP31-CMP-003,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-THM,morphism,French2879,2879,96,84,Theorem3.1 opening,SGA2-VIII-APP31,SGA2-VIII-APP31-HYP,"f colon X to Y",preserve,pass,production_self_reviewed_pending_independent_seal,high,none,"omit map or replace preschemes",1,French line2888
SGA2-VIII-APP31-CMP-004,source_hypotheses,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-HYP,base_and_properness,French2879,2879,96,84,Theorem3.1 opening,SGA2-VIII-APP31,SGA2-VIII-APP31-COND,"Y locally Noetherian; f proper; X locally embeddable in regular prescheme; n in Z",preserve emphases and objects,pass,production_self_reviewed_pending_independent_seal,high,none,"schemes or n natural",1,French line2888
SGA2-VIII-APP31-CMP-005,source_formula,corrected_french_tex_with_manager_closed_option_A_english_normalization,SGA2-VIII-APP31-HYP,coherent_sheaf,French2879,2879,96,84,Theorem3.1 hypotheses,SGA2-VIII-APP31,OUTBOUND:SGA2-FA-GA-DELTA-APP31; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"U open in X; source upright operator F; coherent O_U-module","retain the mathematical role and established English calligraphic target under manager-closed Option A; target unchanged",pass_with_closed_option_A_disclosed_normalization,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"source upright F to target calligraphic F is explicit English normalization and never literal source preservation","claim literal source-glyph preservation or mutate the target",2,French line2888
SGA2-VIII-APP31-CMP-006,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-COND,codimension_condition,French2879,2879,96,84,codimension display,SGA2-VIII-APP31,SGA2-VIII-APP31-CONCL,"codim(overline{x} intersect (X-U), overline{x}) equals1; both closures",preserve exact loci and order,pass,production_self_reviewed_pending_independent_seal,high,"target uses setminus for source minus","candidate bar-x shorthand or missing closure",1,French line2888
SGA2-VIII-APP31-CMP-007,source_formula,corrected_french_tex_with_manager_closed_option_A_english_normalization,SGA2-VIII-APP31-COND,depth_bound,French2879,2879,96,84,clause after codimension display,SGA2-VIII-APP31,SGA2-VIII-APP31-CONCL; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"upright prof of source-upright F_x greater-than-or-equal n","preserve the operator and weak inequality; retain calligraphic target F under manager-closed Option A with target unchanged",pass_with_closed_option_A_disclosed_normalization,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"calligraphic target F is explicit English normalization from upright French F and never literal preservation","raw prof or geqslant; claim source F is calligraphic",2,French line2888
SGA2-VIII-APP31-CMP-008,source_formula,corrected_french_tex_with_manager_closed_option_A_and_internal_glyph_delta,SGA2-VIII-APP31-CONCL,higher_direct_images,French2879,2879,96,84,theorem conclusion display,SGA2-VIII-APP31,SGA2-VIII-APP31-LERAY; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"R^p(f circle g)_*(F); source plain italic F; O_Y modules; p<n","preserve composite grouping and strict bound; manager-closed Option A retains the established calligraphic target F with target unchanged",pass_with_closed_option_A_disclosed_normalization,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"the target regularizes the isolated source italic F to the Option-A calligraphic English sheaf glyph; not literal preservation","R^p f_*g_* or omit composition parentheses; claim uniform source glyphs",2,French line2888
SGA2-VIII-APP31-CMP-009,source_definition,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-CONCL,canonical_immersion,French2879,2879,96,84,theorem conclusion sentence,SGA2-VIII-APP31,SGA2-VIII-APP31-LERAY,"g canonical immersion U into X",preserve terminology,pass,production_self_reviewed_pending_independent_seal,high,none,"canonical inclusion without map role",1,French line2888
SGA2-VIII-APP31-CMP-010,source_formula,corrected_french_tex_with_manager_closed_option_A_english_normalization,SGA2-VIII-APP31-LERAY,leray_abutment,French2882,2882,96,84,proof first sentence,SGA2-VIII-APP31,SGA2-VIII-APP31-EXT; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"R-star(f circle g)_*(F) with source-upright F","preserve star and composite; retain established calligraphic target F under manager-closed Option A with target unchanged",pass_with_closed_option_A_disclosed_normalization,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"candidate uses bullet; upright French F to calligraphic English F is explicit normalization","R-bullet; claim target F literally preserves the source glyph",2,French line2888
SGA2-VIII-APP31-CMP-011,source_formula,corrected_french_tex_with_manager_closed_option_A_english_normalization,SGA2-VIII-APP31-LERAY,leray_E2_term,French2883-2885,2883-2885,96,84,Leray display,SGA2-VIII-APP31,SGA2-VIII-APP31-EXT; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"E_2^{p,q}=R^p f_*(R^q g_*(F)) with source-upright F","preserve every index and nesting; retain established calligraphic target F under manager-closed Option A with target unchanged",pass_with_closed_option_A_disclosed_normalization,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"ordinary source display retained as TeX math; upright French F to calligraphic English F is explicit normalization","candidate fenced text and Unicode subscript; claim literal F-glyph preservation",2,French line2888
SGA2-VIII-APP31-CMP-012,source_formula,corrected_french_tex_with_manager_closed_option_A_english_normalization,SGA2-VIII-APP31-EXT,coherent_extension,French2886,2886,96,84,proof extension sentence,SGA2-VIII-APP31,OUTBOUND:EGA-I-9.4.3; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"coherent O_X-module G; G|U simeq F; source upright G/F; EGA I 9.4.3","preserve formula and citation; retain established calligraphic target G/F under manager-closed Option A with target unchanged",pass_with_closed_option_A_disclosed_normalization,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"source upright G/F to target calligraphic G/F is explicit English normalization and never literal source preservation","claim literal calligraphic source glyphs or mutate the target",2,French line2888
SGA2-VIII-APP31-CMP-013,corrected_branch_reference,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-PAGE74,page_reference,French2886,2886,96-97,84,condition iv clause,SGA2-VIII-APP31,OUTBOUND:SGA2-VIII-condition-iv,"second sisi branch adds de la page pageref condition; label line2811; running74; printed93; physical82",preserve corrected reference with page-system disclosure,pass,production_self_reviewed_pending_independent_seal,high,"page74 is recomposed running page","omit reference or call it printed74",1,French line2888
SGA2-VIII-APP31-CMP-014,page_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-MARKER,printed_page_token,French2886,2886,96-97,84,gray printed-p97 marker,SGA2-VIII-APP31,SGA2-VIII-APP31-FIN,"pageoriginale token immediately after verifiee; physical84; running76",preserve exact token locus in ledger and target,pass,production_self_reviewed_pending_independent_seal,high,"margin rendering may align token left of line","put marker at paragraph opening",1,French line2888
SGA2-VIII-APP31-CMP-015,source_formula,corrected_french_tex_with_manager_closed_option_A_english_normalization,SGA2-VIII-APP31-FIN,condition_iv_consequence,French2886,2886,97,84,proof line after marker,SGA2-VIII-APP31,SGA2-VIII-APP31-CURSOR; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"R^q g_*(G|U) coherent for q<n with source-upright G","preserve G restriction and strict bound; retain established calligraphic target G under manager-closed Option A with target unchanged",pass_with_closed_option_A_disclosed_normalization,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"upright French G to calligraphic English G is explicit normalization and never literal source preservation","replace G with F in this clause; claim target G literally preserves source glyph",2,French line2888
SGA2-VIII-APP31-CMP-016,source_reference,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-FIN,EGA_finiteness,French2886,2886,97,84,proof final sentence,SGA2-VIII-APP31,OUTBOUND:EGA-III-3.2.1,"EGA III 3.2.1 applied to f and R^q g_*(F)",preserve cited theorem and F,pass_with_disclosed_glyph_delta,production_self_reviewed_pending_independent_seal,high,"source deliberately returns to F","normalize to G",1,French line2888
SGA2-VIII-APP31-CMP-017,source_formula,corrected_french_tex_with_manager_closed_option_A_english_normalization,SGA2-VIII-APP31-FIN,E2_coherence,French2886,2886,97,84,proof final clause,SGA2-VIII-APP31,SGA2-VIII-APP31-CURSOR; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"E_2^{p,q} coherent for q<n","preserve indices and bound; any underlying F/G operands follow manager-closed Option A while the separate E-glyph policy remains provisional under CMP-020 and TERM-016",pass_with_closed_option_A_FG_and_separate_provisional_E_policy,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"F/G provenance is closed Option A; ordinary math-italic target E versus upright source E remains separately provisional and unchanged","replace q bound by total degree bound; conflate closed F/G policy with provisional E-glyph policy",2,French line2888
SGA2-VIII-APP31-CMP-018,structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-APP31-CURSOR,proof_and_cursor,French2886-2888,2886-2888,97,84,document ending and authority box,SGA2-VIII-APP31,OUTBOUND:SGA2-VIII-3.2,"no QED after conclusion; blank2887 excluded; Proposition3.2 begins2888",preserve boundary,pass,production_self_reviewed_pending_independent_seal,high,"next statement shares source page","add proof square or include proposition opening",1,French line2888
SGA2-VIII-APP31-CMP-019,target_normalization,corrected_french_style_plus_target_precedent,SGA2-VIII-APP31-HYP,integer_ring_glyph,style298-plus-French2879,2879,96,84,Theorem3.1 n-in-Z clause,SGA2-VIII-APP31,OUTBOUND:SGA2-EN-NOTATION-POLICY,"source ZZ macro is bold upright mathbf Z; target is blackboard-bold mathbb Z",retain established English integer-ring glyph provisionally,pass_with_disclosed_adverse_delta,production_self_reviewed_pending_independent_seal,high,"target glyph is a normalization rather than literal source typography","claim literal preservation; silently use plain Z; change target without cumulative policy review",1,French line2888
SGA2-VIII-APP31-CMP-020,target_normalization,corrected_french_style_plus_target_precedent,SGA2-VIII-APP31-LERAY,derived_and_spectral_symbols,style348-and380-plus-French2879-2886,2879-2886,96-97,84,theorem and proof formulas,SGA2-VIII-APP31,OUTBOUND:SGA2-EN-NOTATION-POLICY,"source R and E macros are upright operators; target R and E are ordinary math italic",retain established English formula glyphs provisionally while preserving every degree index and functor role,pass_with_disclosed_adverse_delta,production_self_reviewed_pending_independent_seal,high,"R/E glyph class differs even though formula structure is preserved","claim literal source-glyph preservation; flatten indices; silently switch target typography without policy review",1,French line2888
SGA2-VIII-APP31-CMP-021,target_normalization,corrected_french_tex_plus_style_manager_closed_option_A_and_target_precedent,SGA2-VIII-APP31-CONCL,mixed_source_F_glyph,French2879-conclusion-F,2879,96,84,theorem conclusion formula,SGA2-VIII-APP31,OUTBOUND:SGA2-FA-GA-DELTA-APP31; DECISION:EG-SGA2-FG-NOTATION-ADJUDICATION-20260719-0001,"French2879 uses plain italic F inside R^p(f circle g)_*(F) amid surrounding corrected upright Fa occurrences; target renders all as calligraphic F","retain one established calligraphic English sheaf identity under manager-closed Option A; disclose the isolated source glyph distinction; target unchanged",pass_with_closed_option_A_disclosed_adverse_delta,production_self_reviewed_manager_policy_closed_pending_independent_re_review,high,"target regularizes an internal source glyph switch under closed Option A and is never claimed as literal source preservation","claim source F is uniformly upright or calligraphic; preserve isolated italic F locally; mutate the target",2,French line2888
