generated_utc,relative_path,size_bytes,sha256,claim_boundary
2026-07-07T10:25:41Z,ACTIVE_SESSION_STATE.md,1350,7A656AE8B59C66A39797129EC8B50067670974ECEC253CE9413A91E720593CEF,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,adverse_evidence.csv,1820,9F95A8F1807916A57088F1B2F9EDC09DBE1EDBD80A15ED86B6602CD79C9F8F2D,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,B3_HANDOFF_INDEX_45250D8F.csv,1604,304CA3EC28825E4F51DC490355A70EEB3F00473199B4C2E952B6DB60A3C0FFB4,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,B3_HANDOFF_INDEX_45250D8F.json,1941,82ED51EC464F64CB9F18EE291AD6F91D1FF5F73A24E00D442D7EE843FFBA0727,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BLOCKER_RECOVERY_LEDGER_45250D8F.csv,2277,1B5E702F4D7DD7E712958BB430E29A69A2041370D423876B9E55B7302DD7561F,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BLOCKER_RECOVERY_LEDGER_45250D8F.json,2812,81C2DF9FD72D8D8202129C0E361DBAC54A6552F23DBE5599D10811AAE26AE825,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BRANCH_CHANGED_PATHS_C0CB1DB1_TO_45250D8F.csv,146982,7325D8DFED49D3060F066F910C823347FDA367DF934D9A5A57B953F422A641FB,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BRANCH_CHANGED_PATHS_C0CB1DB1_TO_45250D8F.json,216490,8171B8840F02F20B790A76695265251B9BDAC7C29D14E08BB141446D7B20AFF5,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BRANCH_COMMITS_C0CB1DB1_TO_45250D8F.csv,1952,9E05E794D910AA5A66E24DD64A1A51F180FAE0B3F896C0ADF2E378B21A1F9229,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BRANCH_COMMITS_C0CB1DB1_TO_45250D8F.json,2781,1BA223C1DBB2574679AFD0E8035AFFC4C736EB74263BD3C115552EA304EE5FFC,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BRANCH_PATH_GROUP_COUNTS_45250D8F.csv,3482,34D23B65EAE1F71AAE5A7188F368635FC26988D45E21C0EE22872906D9AA38B6,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
