"frontier_id","route","query_or_source","api_url","local_metadata_cache_path","sha256","bytes","http_status","total_results","returned_results","top_record_ids_titles","top_record_html_urls","top_file_keys","top_file_extensions","top_license_or_access_signals","parse_status","source_repository_status","language_topic_tags","license_or_access_signal","blocker_or_reason","upload_policy","non_claim_boundary","created_utc"
"R3-ZENODO-001","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""linear algebra""","https://zenodo.org/api/records?q=%22Arabic%22%20%22linear%20algebra%22&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555","29411","success_status_unreported_by_powershell_outfile","9759","5","10074309 :: Linear Algebra || 15067574 :: Linear Algebra || 3367812 :: SLATE || 8296796 :: Elementary Linear Algebra || 10863548 :: Mathematics Linear Algebra","https://zenodo.org/records/10074309 || https://zenodo.org/records/15067574 || https://zenodo.org/records/3367812 || https://zenodo.org/records/8296796 || https://zenodo.org/records/10863548","WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg || Full cover.jpg || slate-2019-04-04.tar.gz || WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg || WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg",".jpeg; .jpg; .tar.gz","recid=10074309 access=open license=cc-by-4.0 type=Book language= || recid=15067574 access=open license=cc-by-4.0 type=Book language= || recid=3367812 access=open license=bsd-3-clause type=Software language=eng || recid=8296796 access=open license=cc-by-4.0 type=Journal article language= || recid=10863548 access=open license=cc-by-4.0 type=Book language=","parsed","metadata_hits_possible_source_archive_or_tex_needs_fetch_hash_screen","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible source/archive/TeX or software file hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_fetch_hash_license_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-002","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""Noetherian ring""","https://zenodo.org/api/records?q=%22Arabic%22%20%22Noetherian%20ring%22&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_noetherian_ring.json","D6F89F587931BDA3A2B008F40399DF9593FB4B5A92F8B1F86D252F9D50F1550A","68051","success_status_unreported_by_powershell_outfile","8386","5","13761315 :: Right Noetherian ring in which every ideal is prime || 6349906 :: المجلة العربية الدولیة للبحوث الخلّاقة، المجلد الأول۲۰۲۰م || 12755351 :: Arabic Poetry Analysis Datasets || 11953658 :: Journal of Afro Asian Studies Eighth Issue February 2021 || 13375673 :: Journal of Afro-Asian Studies Twenty-First Issue May 2024","https://zenodo.org/records/13761315 || https://zenodo.org/records/6349906 || https://zenodo.org/records/12755351 || https://zenodo.org/records/11953658 || https://zenodo.org/records/13375673","IAJCR01 2020A.pdf || Arabic Poetry Analysis Datasets.zip || Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf || Journal-of-Afro-Asian-Studies-Twenty-First-Issue-–-May-2024.pdf",".pdf; .zip","recid=13761315 access=restricted license=cc-by-4.0 type=Conference paper language= || recid=6349906 access=open license=cc-by-4.0 type=Journal article language=abv || recid=12755351 access=open license=cc-by-4.0 type=Dataset language=eng || recid=11953658 access=open license=cc-by-4.0 type=Journal language=eng || recid=13375673 access=open license=cc-by-4.0 type=Journal language=eng","parsed","metadata_hits_possible_source_archive_or_tex_needs_fetch_hash_screen","Arabic; Noetherian ring; Zenodo; repository metadata; source archive frontier","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible source/archive/TeX or software file hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_fetch_hash_license_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-003","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""invariant theory""","https://zenodo.org/api/records?q=%22Arabic%22%20%22invariant%20theory%22&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","68623","success_status_unreported_by_powershell_outfile","8507","5","6349906 :: المجلة العربية الدولیة للبحوث الخلّاقة، المجلد الأول۲۰۲۰م || 12755351 :: Arabic Poetry Analysis Datasets || 2470389 :: The Invariant Theory of Three Quadrics || 11953658 :: Journal of Afro Asian Studies Eighth Issue February 2021 || 13375673 :: Journal of Afro-Asian Studies Twenty-First Issue May 2024","https://zenodo.org/records/6349906 || https://zenodo.org/records/12755351 || https://zenodo.org/records/2470389 || https://zenodo.org/records/11953658 || https://zenodo.org/records/13375673","IAJCR01 2020A.pdf || Arabic Poetry Analysis Datasets.zip || article.pdf || Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf || Journal-of-Afro-Asian-Studies-Twenty-First-Issue-–-May-2024.pdf",".pdf; .zip","recid=6349906 access=open license=cc-by-4.0 type=Journal article language=abv || recid=12755351 access=open license=cc-by-4.0 type=Dataset language=eng || recid=2470389 access=open license=cc-zero type=Journal article language= || recid=11953658 access=open license=cc-by-4.0 type=Journal language=eng || recid=13375673 access=open license=cc-by-4.0 type=Journal language=eng","parsed","metadata_hits_possible_source_archive_or_tex_needs_fetch_hash_screen","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible source/archive/TeX or software file hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_fetch_hash_license_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-004","Arabic RTL source-canon lane","Zenodo API query: ""Arabic"" ""LaTeX"" algebra","https://zenodo.org/api/records?q=%22Arabic%22%20%22LaTeX%22%20algebra&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","35460","success_status_unreported_by_powershell_outfile","24751","5","20985017 :: Format-Targeted Training Induces Subject-Level Accuracy Inversion on Competition Mathematics: The MATH-Native Acharyulu Protocol || 2613490 :: Using Windows Server 2012-based storage solutions for small and medium size business resources || 2613471 :: Using Linux-based storage solutions for small and medium size business resources || 8022451 :: THE SPIRITUAL SIGNIFICANCE OF THE WORK OF HUSSEIN VOIZ KASHIFI ""AKHLOKI MUKHSINIY"" IN THE EDUCATION OF THE YOUTH OF NEW UZBEKISTAN || 2635097 :: ARABIC LOAN WORDS IN ENGLISH","https://zenodo.org/records/20985017 || https://zenodo.org/records/2613490 || https://zenodo.org/records/2613471 || https://zenodo.org/records/8022451 || https://zenodo.org/records/2635097","XARL_2026_04_Paper4.pdf || Using Windows Server 2012-based storage solutions for small and medium size business resources.pdf || Using Linux-based storage solutions for small and medium size business resources.pdf || JAH0609.pdf",".pdf","recid=20985017 access=open license=cc-by-4.0 type=Preprint language= || recid=2613490 access=open license=cc-by-4.0 type=Conference paper language= || recid=2613471 access=open license=cc-by-4.0 type=Conference paper language= || recid=8022451 access=open license=cc-by-4.0 type=Journal article language= || recid=2635097 access=restricted license= type=Journal article language=","parsed","metadata_hits_possible_source_archive_or_tex_needs_fetch_hash_screen","Arabic; LaTeX; algebra; Zenodo; source archive frontier","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible source/archive/TeX or software file hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_fetch_hash_license_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-005","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""linear algebra""","https://zenodo.org/api/records?q=%22Persian%22%20%22linear%20algebra%22&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","29307","success_status_unreported_by_powershell_outfile","13361","5","10074309 :: Linear Algebra || 15067574 :: Linear Algebra || 3367812 :: SLATE || 8296796 :: Elementary Linear Algebra || 10863548 :: Mathematics Linear Algebra","https://zenodo.org/records/10074309 || https://zenodo.org/records/15067574 || https://zenodo.org/records/3367812 || https://zenodo.org/records/8296796 || https://zenodo.org/records/10863548","WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg || Full cover.jpg || slate-2019-04-04.tar.gz || WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg || WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg",".jpeg; .jpg; .tar.gz","recid=10074309 access=open license=cc-by-4.0 type=Book language= || recid=15067574 access=open license=cc-by-4.0 type=Book language= || recid=3367812 access=open license=bsd-3-clause type=Software language=eng || recid=8296796 access=open license=cc-by-4.0 type=Journal article language= || recid=10863548 access=open license=cc-by-4.0 type=Book language=","parsed","metadata_hits_possible_source_archive_or_tex_needs_fetch_hash_screen","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible source/archive/TeX or software file hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_fetch_hash_license_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-006","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""Noetherian""","https://zenodo.org/api/records?q=%22Persian%22%20%22Noetherian%22&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","38992","success_status_unreported_by_powershell_outfile","12098","5","15099814 :: Noetherian Rings And Modules || 15283025 :: ON THE INVERTIBILITY OF ONE OPERATOR IN GENERALIZED HOLDER SPACES || 15298997 :: A Study on the Homological Properties of Noetherian Rings and Local Cohomology Modules || 4882928 :: بررسي سیر تحول اسماءِ جلالي در متون عرفاني قرن چهارم و ششم )مطالعۀ موردي در کشف¬المحجوب و روح¬الارواح) || 17404742 :: Importance-Performance Analysis (IPA) on Factors Affecting Agility of Iranian Auditing Organizations","https://zenodo.org/records/15099814 || https://zenodo.org/records/15283025 || https://zenodo.org/records/15298997 || https://zenodo.org/records/4882928 || https://zenodo.org/records/17404742","Noetherian Rings and Modules.pdf || 2.17.pdf || GJRECS21474.pdf || بررسي سیر تحول اسماءِ جلالي در متون عرفاني.pdf || 152129 Mousavi.pdf",".pdf","recid=15099814 access=open license=cc-by-4.0 type=Preprint language= || recid=15283025 access=open license=cc-by-4.0 type=Conference paper language= || recid=15298997 access=open license=cc-by-4.0 type=Publication language= || recid=4882928 access=open license=cc-by-2.0 type=Journal article language= || recid=17404742 access=open license=cc-by-4.0 type=Journal article language=eng","parsed","metadata_hits_possible_pdf_doc_text_fallback_needs_fetch_hash_screen","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible PDF/DOC/text fallback hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_target_language_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-007","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""invariant theory""","https://zenodo.org/api/records?q=%22Persian%22%20%22invariant%20theory%22&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_invariant_theory.json","D316F2357D0EDF410F0B430CF95EE427B2FCEAB59FEAB85D6ADF6CA52C768D53","40987","success_status_unreported_by_powershell_outfile","12109","5","4882928 :: بررسي سیر تحول اسماءِ جلالي در متون عرفاني قرن چهارم و ششم )مطالعۀ موردي در کشف¬المحجوب و روح¬الارواح) || 17404742 :: Importance-Performance Analysis (IPA) on Factors Affecting Agility of Iranian Auditing Organizations || 18205248 :: Analytical Study of the Themes of Khazana-e-Jawahar-e-Jalali || 20117123 :: Representation of the ""Initiation Ritual"" in Rostam's Seven Labors: A Mythological and Phenomenological Reading Based on Mircea Eliade's Theories || 2470389 :: The Invariant Theory of Three Quadrics","https://zenodo.org/records/4882928 || https://zenodo.org/records/17404742 || https://zenodo.org/records/18205248 || https://zenodo.org/records/20117123 || https://zenodo.org/records/2470389","بررسي سیر تحول اسماءِ جلالي در متون عرفاني.pdf || 152129 Mousavi.pdf || 1. Zeeshan Javid.pdf || 4. Fadhl Mahmood Wali-1.pdf || article.pdf",".pdf","recid=4882928 access=open license=cc-by-2.0 type=Journal article language= || recid=17404742 access=open license=cc-by-4.0 type=Journal article language=eng || recid=18205248 access=open license=cc-by-4.0 type=Journal article language= || recid=20117123 access=open license=cc-by-4.0 type=Journal article language=fas || recid=2470389 access=open license=cc-zero type=Journal article language=","parsed","metadata_hits_possible_pdf_doc_text_fallback_needs_fetch_hash_screen","Persian/Farsi; invariant theory; Zenodo; repository metadata; source archive frontier","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible PDF/DOC/text fallback hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_target_language_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-008","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""XePersian"" ""linear algebra""","https://zenodo.org/api/records?q=%22XePersian%22%20%22linear%20algebra%22&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\xepersian_linear_algebra.json","E6C4C19942FF6ECADF68317B43FB529D8F117E78BA6C98A9B32C55564837CA39","29078","success_status_unreported_by_powershell_outfile","1379","5","10074309 :: Linear Algebra || 15067574 :: Linear Algebra || 3367812 :: SLATE || 8296796 :: Elementary Linear Algebra || 10863548 :: Mathematics Linear Algebra","https://zenodo.org/records/10074309 || https://zenodo.org/records/15067574 || https://zenodo.org/records/3367812 || https://zenodo.org/records/8296796 || https://zenodo.org/records/10863548","WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg || Full cover.jpg || slate-2019-04-04.tar.gz || WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg || WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg",".jpeg; .jpg; .tar.gz","recid=10074309 access=open license=cc-by-4.0 type=Book language= || recid=15067574 access=open license=cc-by-4.0 type=Book language= || recid=3367812 access=open license=bsd-3-clause type=Software language=eng || recid=8296796 access=open license=cc-by-4.0 type=Journal article language= || recid=10863548 access=open license=cc-by-4.0 type=Book language=","parsed","metadata_hits_possible_source_archive_or_tex_needs_fetch_hash_screen","Persian/Farsi; XePersian; linear algebra; TeX; Zenodo; source archive frontier","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible source/archive/TeX or software file hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_fetch_hash_license_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-009","Persianate/Tajik lane - prs_AF separate gate","Zenodo API query: ""Dari"" ""linear algebra""","https://zenodo.org/api/records?q=%22Dari%22%20%22linear%20algebra%22&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\dari_linear_algebra.json","8E648F6F994B93B79725D371DCADFC74B54B3B87AC13F6FC2C2D1F9AB3D65A86","29274","success_status_unreported_by_powershell_outfile","16770","5","10074309 :: Linear Algebra || 15067574 :: Linear Algebra || 3367812 :: SLATE || 8296796 :: Elementary Linear Algebra || 10863548 :: Mathematics Linear Algebra","https://zenodo.org/records/10074309 || https://zenodo.org/records/15067574 || https://zenodo.org/records/3367812 || https://zenodo.org/records/8296796 || https://zenodo.org/records/10863548","WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg || Full cover.jpg || slate-2019-04-04.tar.gz || WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg || WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg",".jpeg; .jpg; .tar.gz","recid=10074309 access=open license=cc-by-4.0 type=Book language= || recid=15067574 access=open license=cc-by-4.0 type=Book language= || recid=3367812 access=open license=bsd-3-clause type=Software language=eng || recid=8296796 access=open license=cc-by-4.0 type=Journal article language= || recid=10863548 access=open license=cc-by-4.0 type=Book language=","parsed","metadata_hits_possible_source_archive_or_tex_needs_fetch_hash_screen","Dari/Afghan Persian; linear algebra; Zenodo; separate gate","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible source/archive/TeX or software file hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_fetch_hash_license_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
"R3-ZENODO-010","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Zenodo API query: ""Tajik"" algebra","https://zenodo.org/api/records?q=%22Tajik%22%20algebra&size=5&sort=bestmatch","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\tajik_algebra.json","3E35912D409A04AA463BDD77A7ED8075F99FC76D9A603AB33B863C3E142D044D","35774","success_status_unreported_by_powershell_outfile","12310","5","19498175 :: HISTORIOGRAPHY OF THE TAJIK LANGUAGE || 19325611 :: MODERN WOMEN IN BAHMANYOR'S SHAHANSHAH AND CALVINO'S METAFICTIONAL WORLDS: A COMPARATIVE STUDY || 1312213 :: Sorption method for purification of industrial wastewater waters || 6652832 :: Comparative analysis of the phonologic changes of Modern Persian under the influence of Turkish || 2613490 :: Using Windows Server 2012-based storage solutions for small and medium size business resources","https://zenodo.org/records/19498175 || https://zenodo.org/records/19325611 || https://zenodo.org/records/1312213 || https://zenodo.org/records/6652832 || https://zenodo.org/records/2613490","52-59.pdf || 778-788.pdf || Бокиев Б. Р., Хужаев П. С., Шарипов Ш. К., Муродов П. .pdf || EJAR06110.pdf || Using Windows Server 2012-based storage solutions for small and medium size business resources.pdf",".pdf","recid=19498175 access=open license=cc-by-4.0 type=Publication language= || recid=19325611 access=open license=cc-by-4.0 type=Dataset language= || recid=1312213 access=open license=cc-by-4.0 type=Journal article language=rus || recid=6652832 access=open license=cc-by-4.0 type=Journal article language= || recid=2613490 access=open license=cc-by-4.0 type=Conference paper language=","parsed","metadata_hits_possible_source_archive_or_tex_needs_fetch_hash_screen","Tajik Cyrillic; algebra; Zenodo; separate gate","Zenodo metadata access/license fields only; individual file/license/access status not cleared by this query.","Zenodo metadata exposes possible source/archive/TeX or software file hints, but no file was downloaded, hashed, language-screened, or license-cleared by R3.","manifest_repository_metadata_only_no_payload_until_fetch_hash_license_screen","Zenodo/repository source-canon metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T011609Z"
