"relative_path","bytes","sha256","source_use"
"B3_UPLOADER_READY_SUMMARY.csv","829","8dc7cb8b2cfa63d142f4844f52301eaafa00fd3a5bc34e5a9f43ed04f57efcec","branch-provenance/source-use-review"
"PACKAGE_VALIDATION.json","1024","1ca0934a5d385ae1d876eca9f55f35cac2419fa84f407caebf41931bae053652","package-metadata"
"R3_2BBDBFE5_BRANCH_DELTA_FROM_7108987C.csv","7501","c44bd32e9c60cfb076cd9941d59a8f47489281c9fb796a49202a511e45eb8491","branch-provenance/source-use-review"
"R3_2BBDBFE5_BRANCH_VISIBLE_8B_PACKET_HASH_CHECK.csv","10596","431f08c8ef162adaec1bfda5c1f845cfe95667aecf5a73b26dd078c0137087cc","branch-provenance/source-use-review"
"R3_2BBDBFE5_EXACT_BLOCKERS_AND_RECOVERY_ROWS_CARRIED_FORWARD.csv","1098","96632fbb56b3a34712b8ae0e662ad440a2434cc439c22c8fdeafd547fc7237d8","source-use/gap/review-only"
"R3_2BBDBFE5_LANGUAGE_GATE_BOUNDARY_ROWS_CARRIED_FORWARD.csv","1038","eb8202b0d7851d297c4bb6d209c2ffdda396630f2f26aaf77be6f5de471c6aa9","source-use/gap/review-only"
"R3_2BBDBFE5_LOCAL_8E_ROW_REFRESH_PACKET_STATUS_CARRIED_FORWARD.csv","18448","a3179955159e75dd2b14c4e6a26afd5ae5a8557e2f53373c475841028a0a6cc6","source-use/gap/review-only"
"R3_2BBDBFE5_MUTUAL_WAKE_APPENDIX.csv","501","6e7bbd3fe777ea118164aef9e19ba9af4920282c08ca90bc03b2e05aab4f7c32","mutual-watch-ledger"
"R3_2BBDBFE5_SOURCE_USE_FACT_CHANGE_AUDIT.csv","1191","fc19402b4bec236b05dc0f5ce8eb97398a856791b88540428e7c70a1008bf47c","branch-provenance/source-use-review"
"README.md","1113","97cbf9de3e05c799768448b1500c21bc7d6c1f0de333e15666b7b6c5c29f6def","package-metadata"
