"root_name","manifest_path","issue","expected_bytes","actual_bytes","expected_sha256","actual_sha256"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","ADVERSE_EVIDENCE_STATUS_49D0983C.csv","","1849","1849","04fa926d9214d728b070a61ed1acba5877b09bebe76155f9981f549c2f0366d9","04FA926D9214D728B070A61ED1ACBA5877B09BEBE76155F9981F549C2F0366D9"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","AUTHORITY_BOUNDARY_STATUS_49D0983C.csv","","1752","1752","2639eeb4c9369d3b4d8ec8a2f4474f28f18db7eac72e6b43d2bac0e4d4e137a9","2639EEB4C9369D3B4D8EC8A2F4474F28F18DB7EAC72E6B43D2BAC0E4D4E137A9"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","B3_HANDOFF_PACKAGE_REFERENCES_49D0983C.csv","","1478","1478","4c243b5b058a251e2aae3bfd220c396a16198d5c6da5b68e0e2aa7daf671f27b","4C243B5B058A251E2AAE3BFD220C396A16198D5C6DA5B68E0E2AA7DAF671F27B"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","FABLE_FORMAL_OBJECT_STATUS_49D0983C.csv","","6273","6273","d6bc704ffcb517cb175c4470d2947e9311c01aef22b5a03252bce3dc81a0fd74","D6BC704FFCB517CB175C4470D2947E9311C01AEF22B5A03252BCE3DC81A0FD74"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","HEARTBEAT_BLOCKER_RECOVERY_ROWS_49D0983C.csv","","1393","1393","787eadb4870c4de7911ca05674f3d4d0b6bef09e0b4faa414e84d7dd73398dea","787EADB4870C4DE7911CA05674F3D4D0B6BEF09E0B4FAA414E84D7DD73398DEA"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","LOGBOOK_EXCERPT.md","","976","976","9c5b4475336fb38c6d3afdedb055e6481cf4e5bf7cafabeb0524ce0488429095","9C5B4475336FB38C6D3AFDEDB055E6481CF4E5BF7CAFABEB0524CE0488429095"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","MUTUAL_WAKE_ACCOUNTING_49D0983C.csv","","214","214","54799aa2daab0631b3ad8c011e1ac7dbd9a5cc54fe996d3b03b7ef0df21a5f75","54799AA2DAAB0631B3AD8C011E1AC7DBD9A5CC54FE996D3B03B7EF0DF21A5F75"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","README.md","","959","959","824ad5eee802962b9717d448bbaaa6aef55b6e4e5908e039281fd38d4589ed85","824AD5EEE802962B9717D448BBAAA6AEF55B6E4E5908E039281FD38D4589ED85"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","ROUTE_CONTEXT_49D0983C.csv","","2573","2573","1059f50df14dddec42e5959a91d4d71284d24f3c6dfcf3c70f011a2327004577","1059F50DF14DDDEC42E5959A91D4D71284D24F3C6DFCF3C70F011A2327004577"
"OLP_49D0983C_SOURCE_USE_FABLE_A942_ROUTE_20260707","SOURCE_GATED_RELATION_FUNCTION_ACTIONS_49D0983C.csv","","6448","6448","963340e715f1de0e15821b1068f1443117cbd8f4a2192c5d2bbcc0a359a746be","963340E715F1DE0E15821B1068F1443117CBD8F4A2192C5D2BBCC0A359A746BE"
