surface,path,relative_path,role,disposition,bytes,sha256,git_blob_sha1,origin
reader,reader-pdfs/noether/slavic-v038/noether-isv-cy-v038.pdf,noether-isv-cy-v038.pdf,direct reader mirror,task_owned_exact_mirror,3298818,58B3BBF4E08D77A46B92BA2E117E40ED04A22E65025514EED35DA749EA65DE5B,007a323bf80474fa7be2b10295bdd3f3f81b9d58,pdf/noether-isv-cy-v038.pdf
reader,reader-pdfs/noether/slavic-v038/noether-isv-v038.pdf,noether-isv-v038.pdf,direct reader mirror,task_owned_exact_mirror,2994175,08A4695DE3AAE7B58CD57CEF63B8045AE9E4836BA2C620F756EA06921C5B3EEF,32379ab374479a5ffd0bd6ab86d2b48794cabf40,pdf/noether-isv-v038.pdf
reader,reader-pdfs/noether/slavic-v038/noether-ru-v038.pdf,noether-ru-v038.pdf,direct reader mirror,task_owned_exact_mirror,3421745,6FF46AEA9ADCBE600753B37B65D4CB766688E4C496433094055CF7A7166250D1,19d9ac62bd04c7df93d189b547ce220a2ffc5ee9,pdf/noether-ru-v038.pdf
reader,reader-pdfs/noether/slavic-v038/noether-uk-v038.pdf,noether-uk-v038.pdf,direct reader mirror,task_owned_exact_mirror,3294546,DE6A241086572B4385B49406D5B2367D2F3D6CAE474F543725C4663F96F26241,0c64612d61c04e6c73a482b5bfa708a047ab4a4c,pdf/noether-uk-v038.pdf
source,sources/noether/slavic-v038/HANDOFF.json,HANDOFF.json,producer handoff control,archive_custody_control,55415,C442850917899AA5E9A92FB16DB821B026A1457DC96E231D0C5C8F1C3166BA0B,7872519cee96ad7f8e4c84e991d0685cf9d525cd,HANDOFF.json
source,sources/noether/slavic-v038/README.md,README.md,public README,proposed_public,1793,6E4DB712AB0E2A1CCCE8C9522D4D3F7F4A8A4304FCB1C99BA78E758BE0A00BF7,15f1f20e987f44d453741e1798c887cec29f26b0,README.md
source,sources/noether/slavic-v038/evidence/authority_reconciliation_v038.json,evidence/authority_reconciliation_v038.json,reproducibility/review evidence,proposed_public,8070,8EE24364311E3BEC6D81EDF21D9156F00E886225264A28EAA3FF63694808B6E3,6bd35f9a7eb4a5a0f15472d7d9280faed6ef23a3,evidence/authority_reconciliation_v038.json
source,sources/noether/slavic-v038/evidence/build_manifest.json,evidence/build_manifest.json,reproducibility/review evidence,proposed_public,42202,C79D564F407F83B0724CFFD443E330DF8B88F04F3923701470717FB9F8715749,474166836f5559b005971d2f02abb7d87964c27d,evidence/build_manifest.json
source,sources/noether/slavic-v038/evidence/german_authority_source_conflicts_v038.json,evidence/german_authority_source_conflicts_v038.json,reproducibility/review evidence,proposed_public,6785,E4C9F79432045DF61579214AD7AE812D2CD98A6F18BB4EE7CA81EA21AC760E10,3b32ccb13be7d98fd4b59174161e1e7d22da119d,evidence/german_authority_source_conflicts_v038.json
source,sources/noether/slavic-v038/evidence/human_edited_ed0004_incomplete_snapshot.json,evidence/human_edited_ed0004_incomplete_snapshot.json,reproducibility/review evidence,proposed_public,28258,2294BF405034650E055DE9C8A966D16AEFBE055F9BBF1E114B6F85453F6476DD,0e6f01c1005c38a8d13ef2f174a7c2090e90acde,evidence/human_edited_ed0004_incomplete_snapshot.json
source,sources/noether/slavic-v038/evidence/human_unit_validation.json,evidence/human_unit_validation.json,reproducibility/review evidence,proposed_public,90314,AF51ED7BA81AB38F5C895ED208F961F96B3D435F82425769BB08F9B7A0422F16,3f76a201959b6a065148e6144d13ec20be4cd2e6,evidence/human_unit_validation.json
source,sources/noether/slavic-v038/evidence/inherited_continuation_audit.json,evidence/inherited_continuation_audit.json,reproducibility/review evidence,proposed_public,20455,796124A29AA58F4CA46DEBE2A2F11EEA820E2134017395FDDFA770A620E27CE5,472b9e9366538b65c0c5acb27db81fd1413e037c,evidence/inherited_continuation_audit.json
source,sources/noether/slavic-v038/evidence/qa_report.json,evidence/qa_report.json,reproducibility/review evidence,proposed_public,164438,D992FF2BA503A2D4317A20A5ED2F173B6BC2118E90E7D76451592BDE91F2CB2E,689e10f593d0e0b1172bd4b7aa3912d754b9e479,evidence/qa_report.json
source,sources/noether/slavic-v038/evidence/source_assembly.json,evidence/source_assembly.json,reproducibility/review evidence,proposed_public,109758,D89186F2402636F9D22BE985C1915024AFD914A93667ABAD97D3BD014A1AEAD6,96425858f3e166b6ae92cd398ead6a40e9003439,evidence/source_assembly.json
source,sources/noether/slavic-v038/evidence/structural_index.csv,evidence/structural_index.csv,reproducibility/review evidence,proposed_public,3185192,9FDE40F72864DD62088D668BDC4A3C5AF23E0558718C0F241D71E891B82C7C3D,544dab1abd1fb361e8a8ecd3092eb2d155b85386,evidence/structural_index.csv
source,sources/noether/slavic-v038/evidence/structural_index.jsonl,evidence/structural_index.jsonl,reproducibility/review evidence,proposed_public,9328341,30A0B0B8DC0E25668B480532CF814A99FA85BF41EA9B7DD95662AC220A372624,c85c56deea1a379d50be940d8d86c13644a770d9,evidence/structural_index.jsonl
source,sources/noether/slavic-v038/evidence/structural_index_build_report.json,evidence/structural_index_build_report.json,reproducibility/review evidence,proposed_public,1466,238FDB3619F612446449E1CFD7B914D8D7B275F5E5F0358BE409AFB5DE76FECA,56578b2783fb10e1b0d2f92d479732188caabd55,evidence/structural_index_build_report.json
source,sources/noether/slavic-v038/evidence/structural_index_schema.json,evidence/structural_index_schema.json,reproducibility/review evidence,proposed_public,3779,A72AC2DD7F512AB7BEE90D85992E6EEBA1A5F2A62A86C666436AF73A58FEE2BE,c1e15806c19f10e44ae1a601bd9a0c814e9ee3d3,evidence/structural_index_schema.json
source,sources/noether/slavic-v038/evidence/structural_index_validation.json,evidence/structural_index_validation.json,reproducibility/review evidence,proposed_public,880,42DBDE454F20A49334151D5407FD09919050A065708529CD20633CF9C0EE4419,5f6703b9b313198e72c612a8abf1506538e53598,evidence/structural_index_validation.json
source,sources/noether/slavic-v038/evidence/visual_evidence_build_report.json,evidence/visual_evidence_build_report.json,reproducibility/review evidence,proposed_public,1151,B69640B9B9B1DD8CF18C15149C88B32AD2DDEEE8C8DDFF8B93D23AF48B2816CC,31b092d05ce3014510825ffb42fbbd1795e3ffdb,evidence/visual_evidence_build_report.json
source,sources/noether/slavic-v038/evidence/visual_evidence_index.csv,evidence/visual_evidence_index.csv,reproducibility/review evidence,proposed_public,29997,CFEB702DCEE00E24F455D5996E44BC90E22B3458901CEDA77C725DFED6B283E8,b82f271db420bc8db76e5bdab84946268f8c054c,evidence/visual_evidence_index.csv
source,sources/noether/slavic-v038/evidence/visual_evidence_index.jsonl,evidence/visual_evidence_index.jsonl,reproducibility/review evidence,proposed_public,68454,57FA6734E0C85939FC278021BAF792235EEBD1C13D91578083D0BFDCBD89E2B1,a76ddbdb9992c35f7a5a0abb4382a19a4eb05958,evidence/visual_evidence_index.jsonl
source,sources/noether/slavic-v038/evidence/visual_evidence_schema.json,evidence/visual_evidence_schema.json,reproducibility/review evidence,proposed_public,3227,F70C0E660BABA46984344C1237F3EF5F999F072FBCE606918EE1F779648E1650,d4c9cf4a2161548ccadc494d364d11a1477f756d,evidence/visual_evidence_schema.json
source,sources/noether/slavic-v038/evidence/visual_evidence_validation.json,evidence/visual_evidence_validation.json,reproducibility/review evidence,proposed_public,799,4851977E60362549152EF07212F13D61F3970FDE0DE5C41AD898B6C0724B4BB9,6cc1e08c83cf96b504867d5234603a987de03596,evidence/visual_evidence_validation.json
source,sources/noether/slavic-v038/evidence/visual_render_manifest.json,evidence/visual_render_manifest.json,reproducibility/review evidence,proposed_public,54881,CAA842271D66BE7211031CA8B8DD4A0AA00533DA80F1ABAFA1BA71DBA3367CAA,70f42c3191fe16445aa91c8731b6703ec9a765ef,evidence/visual_render_manifest.json
source,sources/noether/slavic-v038/evidence/visual_review.json,evidence/visual_review.json,reproducibility/review evidence,proposed_public,9100,1150A94884324DFD647265CB909FEE88D20ECFE7899F3AB1B1DDB219B458801C,25625922888db5b9de66ddbb69c98aea416d8201,evidence/visual_review.json
source,sources/noether/slavic-v038/pdf/44-book-isv-cy.pdf,pdf/44-book-isv-cy.pdf,standalone post-P43 component PDF,proposed_public,358416,EAD39FF855D3B646EDCCFEA4A8647351558F7260E1CA013C74717178685110AB,e863346f1b6702d368f2822b39659934d9bff62d,pdf/44-book-isv-cy.pdf
source,sources/noether/slavic-v038/pdf/44-book-isv.pdf,pdf/44-book-isv.pdf,standalone post-P43 component PDF,proposed_public,331749,B7C93100C9A9E44DE886A09F0CFB1C41F523A19D86AE80A169082DF668E7EDF1,c75e7212d0b2909435c8004b2dfc4091604a0724,pdf/44-book-isv.pdf
source,sources/noether/slavic-v038/pdf/44-book-ru.pdf,pdf/44-book-ru.pdf,standalone post-P43 component PDF,proposed_public,371422,9912DC82304FF3D8F204463596E8D9FCB41E5ABF61B54F34FB59FF3F96329CD9,d5b8446ec15a9eff736b2585211de272c8f5c212,pdf/44-book-ru.pdf
source,sources/noether/slavic-v038/pdf/44-book-uk.pdf,pdf/44-book-uk.pdf,standalone post-P43 component PDF,proposed_public,364097,13E48D0C4C04A471EC5962613669B9B574AE60819B76FBC18AC921230F4749E8,dd4853f811f6c65b7a96e0347a13a5070b6359cf,pdf/44-book-uk.pdf
source,sources/noether/slavic-v038/pdf/45-isv-cy.pdf,pdf/45-isv-cy.pdf,standalone post-P43 component PDF,proposed_public,163163,F9F0F8621494446133F79C5B4E10B5D8354CFB2EA9844FB558DFA69C7A36ADEB,2f1ab97ee8751e8d3d1156656443e6b60a2b1efb,pdf/45-isv-cy.pdf
source,sources/noether/slavic-v038/pdf/45-isv.pdf,pdf/45-isv.pdf,standalone post-P43 component PDF,proposed_public,144324,C07BA7A5CAD83BBB2413281C38CF10A2D694394A2087616D9AA076EDD56AF6F7,2bc17a70bf85f325aae37e0895c322c88c30ed85,pdf/45-isv.pdf
source,sources/noether/slavic-v038/pdf/45-ru.pdf,pdf/45-ru.pdf,standalone post-P43 component PDF,proposed_public,162722,446E4087A0EE142C63A46ED73823693080BA782D1FCA18F703494192DF233625,6be57180175fcf87e8064d895ae62630205cb983,pdf/45-ru.pdf
source,sources/noether/slavic-v038/pdf/45-uk.pdf,pdf/45-uk.pdf,standalone post-P43 component PDF,proposed_public,162226,B4B2CD6A15D3E0A41F1EFF29F0DD6F4D5EE8F6B19B9D981A738F17F425E2407B,f3cb1f0d4c5eacbc740258301d9ed9052dd841e2,pdf/45-uk.pdf
source,sources/noether/slavic-v038/pdf/base-papers1-43-isv-cy.pdf,pdf/base-papers1-43-isv-cy.pdf,rebuilt Papers 1--43 base PDF,proposed_public,2427648,A0142E9FC0AA29E4965DD6BB2DEE0A55B30B1A6319389C2B981C176481160984,893957dc34f321f07dd5e0bbb79dac5ee0df7a79,pdf/base-papers1-43-isv-cy.pdf
