"package_relative_path","workspace_relative_path","bytes","sha256","source_use_label","generated_at_utc"
"b3/B3_ROUTE.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/b3/B3_ROUTE.csv","829","9b553c76c1d8b285c65604fc1b618f968a52dd4830113d68ee54491df7ff4084","package support file","2026-07-06T04:56:45Z"
"blockers/R6_C7FB_ACTIVE_RECOVERY_BLOCKERS.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/blockers/R6_C7FB_ACTIVE_RECOVERY_BLOCKERS.csv","21639","c6cf6caa59e16d80000cf36db84a48b5424eb10285738a71e31fc3ea2d1ec9b9","source/reviewer/ethics blocker ledger","2026-07-06T04:56:45Z"
"branch-visible-replay/C7FB_BRANCH_VISIBLE_AUDIT_BODY_DOWNLOADS.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-replay/C7FB_BRANCH_VISIBLE_AUDIT_BODY_DOWNLOADS.csv","3275","b5cadb5b1df62a08bf00119b43df731bb88cf1d75b496d41d605beee0b6dcdbe","branch-visible provenance/audit evidence","2026-07-06T04:56:45Z"
"branch-visible-replay/C7FB_COMPARE_FILE_INDEX.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-replay/C7FB_COMPARE_FILE_INDEX.csv","196547","8383ff383b3e8287f8c18466e979b47cd514a2b5f16780698b4849b5d4f8c3ee","branch-visible provenance/audit evidence","2026-07-06T04:56:45Z"
"branch-visible-replay/C7FB_R6_BRANCH_VISIBLE_REPLAY_ROWS.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-replay/C7FB_R6_BRANCH_VISIBLE_REPLAY_ROWS.csv","47117","df019e400dbfcf4cb5c5e16425d98e1b335c6cbaf8c38d1a59738da64e3e91ac","branch-visible provenance/audit evidence","2026-07-06T04:56:45Z"
"fable/R6_C7FB_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_ROWS.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/fable/R6_C7FB_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_ROWS.csv","9415","2067ea37c8a3b027921952cd8c482c7bdb4ad23ce6a0fdb463436f0187f83194","Fable/source-use/adverse-evidence ledger","2026-07-06T04:56:45Z"
"ledgers/R6_C7FB_PACKET_COUNTS.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_C7FB_PACKET_COUNTS.csv","1038","737e1670047fb5a9d61746c5c98941ca6ee62d998f463e1feb83e20df39b769c","authority/source-use ledger","2026-07-06T04:56:45Z"
"ledgers/R6_C7FB_REVIEWER_ETHICS_AUTHORITY_BOUNDARY_CARRY_FORWARD.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_C7FB_REVIEWER_ETHICS_AUTHORITY_BOUNDARY_CARRY_FORWARD.csv","6007","54a7962e4688636087cd01101d0fb6efd276838302178b84135455a3ad75d8b7","authority/source-use ledger","2026-07-06T04:56:45Z"
"ledgers/R6_C7FB_SOURCE_GATED_DRAFT_SUPPORT_CARRY_FORWARD.csv","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_C7FB_SOURCE_GATED_DRAFT_SUPPORT_CARRY_FORWARD.csv","4240","837a9727006da1fdf8b64fc727fc1177f01986e78d3f2163bc443104d962f6f6","authority/source-use ledger","2026-07-06T04:56:45Z"
"logs/LOGBOOK_EXCERPT_20260706.md","outputs/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","1269","9b73244509bee669eaa1b2d9e5b1bffb3703daeb26f44c5f96352cadad591e80","package support file","2026-07-06T04:56:45Z"
