"record_id","work_id","structure_type","label","parent_id","order","source_path","whole_line_start","whole_line_end","paper_local_line_start","paper_local_line_end","source_file_sha256","source_slice_sha256_lf","target_units","target_locators_json","relations_json","source_language","target_language","authority_state","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"NOE-P05-KO-WORK-001","NOE-P05","work","Paper 5 substantive translated interval",,"1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4535","4572","1","38","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","2DF4118335026A874F7A49B1F64787D939C52B9102B40AD3255024FC4DFCE449","U01;U02;U03;U04","[{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":12,""line_end"":22,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""C6AD2F2A7ACC2988C903B12C64FE91030B51BC65952CBDE1BFD7230B96C2218C""},{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":22,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""3E87BD46C4643A74643CC59B8ED92C1C6E09E23EF2B2A96BBCC4219FBA769482""},{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U03_UNCHECKED.tex"",""line_start"":12,""line_end"":16,""file_sha256"":""2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89"",""slice_sha256_lf"":""0FBA3D5A3F58D9C6EA85D79240070EBD562B65537852D5EF495B8B64C70A7B05""},{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":12,""line_end"":19,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""E06C7A6D64404259FAD2E37D9D356C7A43D6277854652A4317E89C4B5456BFE4""}]","[{""relation"":""contains"",""target_id"":""NOE-P05-KO-U01""},{""relation"":""contains"",""target_id"":""NOE-P05-KO-U02""},{""relation"":""contains"",""target_id"":""NOE-P05-KO-U03""},{""relation"":""contains"",""target_id"":""NOE-P05-KO-U04""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","376A4F40701DEB0AB77B2526F3F1CDB1E9A606B09979866318B906130F6676E3"
"NOE-P05-KO-U01","NOE-P05","unit","Title, publication data, and opening provenance","NOE-P05-KO-WORK-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4535","4545","1","11","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","8AB438E098574B638EB932F7E002A8D894A97DE4872EBEEE7B96EEC52A1C072C","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":12,""line_end"":22,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""C6AD2F2A7ACC2988C903B12C64FE91030B51BC65952CBDE1BFD7230B96C2218C""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-WORK-001""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4547 / Paper-local line 13 / Korean U02","4474344BFE9C8A20B5A72171A7994C4F4EA0A7AF05E866BE97A023CAE501761D"
"NOE-P05-KO-U02","NOE-P05","unit","Function fields and rational and minimal bases","NOE-P05-KO-WORK-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4547","4557","13","23","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3B6528941F0DC23909DEDAE5F9C4AA0598CADE04916DA12094F188BE4983EAB2","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":22,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""3E87BD46C4643A74643CC59B8ED92C1C6E09E23EF2B2A96BBCC4219FBA769482""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-WORK-001""},{""relation"":""continues"",""target_id"":""NOE-P05-KO-U01""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","68E9AC44F5F297A372DC27FA6E1B0200ED5CBE43D30A6991AC0EBB5ACCD6841C"
"NOE-P05-KO-U03","NOE-P05","unit","Minimal-basis examples and integrity-basis definition","NOE-P05-KO-WORK-001","3","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4559","4563","25","29","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","778D2BAE411E136A3760673A839EF0DB9BA79C83F0534F103CF851F5F7E4A698","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U03_UNCHECKED.tex"",""line_start"":12,""line_end"":16,""file_sha256"":""2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89"",""slice_sha256_lf"":""0FBA3D5A3F58D9C6EA85D79240070EBD562B65537852D5EF495B8B64C70A7B05""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-WORK-001""},{""relation"":""continues"",""target_id"":""NOE-P05-KO-U02""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4565 / Paper-local line 31 / Korean U04","8FB376ACCFF9FD3964A92782955C7DCBB1936AF2A13B66048D9CC2FBF6F0F852"
"NOE-P05-KO-U04","NOE-P05","unit","Sufficient resultant criterion and open question","NOE-P05-KO-WORK-001","4","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4565","4572","31","38","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","FF5058094D557ECF29D2EA4A37762067EF5936EAD529E70AF5C5FA0E6B063230","U04","{""unit_id"":""U04"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U04_UNCHECKED.tex"",""line_start"":12,""line_end"":19,""file_sha256"":""8A50F7549C23A50A6A824C97763941535D12061EE08E32D2EC1D3F678FE4CA6B"",""slice_sha256_lf"":""E06C7A6D64404259FAD2E37D9D356C7A43D6277854652A4317E89C4B5456BFE4""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-WORK-001""},{""relation"":""continues"",""target_id"":""NOE-P05-KO-U03""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 5 substantive text exhausted at whole-source line 4572; line 4573 terminal blank; line 4574 clearpage excluded; await independent Korean checker","72BF69B670B8261F4C0803906A3A7672283A9B3330157809BA1E70F4A23BC0ED"
"NOE-P05-KO-U01-TITLE-001","NOE-P05","title","Rational function fields","NOE-P05-KO-U01","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4536","4536","2","2","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","2310056297B0DF7D20BDABD65F64D39B1B8CFE51E3232161320A74428B4F5C43","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":13,""line_end"":13,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""6E346D7CC1412DC00ED4D92123A84FDA20CC1B41302077EE1E9C8DB255F1D838""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U01""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4547 / Paper-local line 13 / Korean U02","913304EB0C8DAA24F823896BDF4EC2B7DEEAB8448CED7D9F1B613CB1F64163EA"
"NOE-P05-KO-U01-NOTE-001","NOE-P05","footnote","Vienna 1913 lecture provenance","NOE-P05-KO-U01-TITLE-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4536","4536","2","2","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","2310056297B0DF7D20BDABD65F64D39B1B8CFE51E3232161320A74428B4F5C43","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":13,""line_end"":13,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""6E346D7CC1412DC00ED4D92123A84FDA20CC1B41302077EE1E9C8DB255F1D838""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U01-TITLE-001""},{""relation"":""note_for"",""target_id"":""NOE-P05-KO-U01-TITLE-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4547 / Paper-local line 13 / Korean U02","EFAC3DAE82BA67F147412A0BB9F25A49E76DB041ABC892F41A360468614C79D3"
"NOE-P05-KO-U01-AUTHOR-001","NOE-P05","author","Emmy Noether byline and Erlangen affiliation","NOE-P05-KO-U01","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4538","4538","4","4","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","2E45479D77BFF214A5F1103809775EE85F117104C83F24BF6FC00E932E70A1DF","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":15,""line_end"":15,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""FD5E34B3A66D3F5447870C2D97C88318EAE7C2EFFBE6A53685D0A3E500381E73""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U01""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4547 / Paper-local line 13 / Korean U02","0D78CE9538D3AC7BABD06A07CD212C2710715EC60F2A58013C7AA8377750BDAA"
"NOE-P05-KO-U01-PUBLICATION-001","NOE-P05","publication_note","DMV journal citation","NOE-P05-KO-U01","3","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4540","4540","6","6","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","F2D460B91F0621422053C1591C66C9E3D1280474497F8EC8DF5DCD76FCCABB92","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":17,""line_end"":17,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""F2D460B91F0621422053C1591C66C9E3D1280474497F8EC8DF5DCD76FCCABB92""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U01""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4547 / Paper-local line 13 / Korean U02","FDF96B11BB5F3D101CBA4138C68E3593F3833ECF0ECC30F71DB85EDC42FDB441"
"NOE-P05-KO-U01-PARA-001","NOE-P05","paragraph","Fischer conversations and Steinitz antecedent","NOE-P05-KO-U01","4","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4545","4545","11","11","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","635ED2FCEC88D202A1AB0CFDC7C783888AF378148B5F52E7BE826CD14D17FCC8","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":22,""line_end"":22,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""96224D058F70A95380BBBBA096FDB9941A3B806D4F898F8E009C84FB79A776D3""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U01""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4547 / Paper-local line 13 / Korean U02","AB497471076F088E022A6B2E98AABE6257F538690A59FE671F1EDD2B33406B5E"
