"prior","current","status","path","classification","r3_consumption_rule"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/B3_HANDOFF_READY_2BBDBFE5.md","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/CHILD_PACKET_MANIFEST_SHA_STATUS_2BBDBFE5.csv","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/EIGHT_LANE_SOURCE_GATE_ACCOUNTING_2BBDBFE5.csv","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/EXACT_BLOCKERS_AND_RECOVERY_ROWS_2BBDBFE5.csv","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/MANIFEST.csv","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/README.md","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/SHA256SUMS.txt","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/SOURCE_USE_ADVERSE_FABLE_LEDGER_REQUIREMENTS_2BBDBFE5.csv","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/SUMMARY.json","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-eight-lane-source-gate-accounting-20260706/NON_SLAVIC_CORE_2BBDBFE5_EIGHT_LANE_SOURCE_GATE_ACCOUNTING_20260706/VISIBLE_SIBLING_WAKE_LEDGER_2BBDBFE5.csv","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-r3-8b-source-use-gap-audit-route-20260706/NON_SLAVIC_CORE_2BBDBFE5_R3_8B_SOURCE_USE_GAP_AUDIT_ROUTE_20260706/B3_HANDOFF_ROUTE_2BB.md","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
"2bbdbfe51cdd20fb4242f4f40fa86579f540d5a3","8466d68637b8d7d83dc0665b392bb6d7d35f0257","A","coordination/non-slavic-core-2bbdbfe5-r3-8b-source-use-gap-audit-route-20260706/NON_SLAVIC_CORE_2BBDBFE5_R3_8B_SOURCE_USE_GAP_AUDIT_ROUTE_20260706/BLOCKER_RECOVERY_ROWS_2BB.csv","non_slavic_core_coordination_context","context only; not consumed as Arabic/Persianate source authority"
