path,bytes,sha256,role
ADVERSE_EVIDENCE_LEDGER.csv,9615,D9EE217D2E41D2E107FDE2D5E64BE5091DFCC3DF48D71F1B186357CF1A2AA3D9,public_checkpoint_evidence
BUILD_AND_VISUAL_QA.md,3751,63A72B6517EA9D4D539CDA0CACC7438A74F28CC54FB24542AC41067369F3036A,public_checkpoint_evidence
build_logs/BUILD_PASS1_PUBLIC.md,330,98F7D1811EBF173AB78EE81430D303346FBC4E895662529B40900631F942499D,public_checkpoint_evidence
build_logs/BUILD_PASS2_PUBLIC.md,330,ABF31F3C8DB1F516D5A35EBD94DD8896818746523F88BC72F47561AB11BF6DB2,public_checkpoint_evidence
decisions/NOE-P21-COVARIANT-DERIVATIVE.ja.json,8784,003CC16B7163B4D4F6EFAEE28B3AA5F203977586A5272496B83A2D8F4D0106F5,public_checkpoint_evidence
decisions/NOE-P21-CURVATURE-SECOND-VARIATION.ja.json,9564,FA02DD35EF033BB620D6D3FCB494B1E4079D866F8FB4A8D80DFE72170952EDF7,public_checkpoint_evidence
decisions/NOE-P21-FORMAL-VARIATION-DIFFERENTIAL-INVARIANTS.ja.json,9625,9C5BE0BDF1D4DF61FA371A97ED2C59F4C93E0B23AAC19378C3589DFB18F49F91,public_checkpoint_evidence
decisions/NOE-P21-LAGRANGE-EXPRESSION-CENTRAL-EQUATION.ja.json,9807,D05DC7931F2ED1C560F5677EC95F7C2CB9BD801A9FFE0DD517748C02B8543629,public_checkpoint_evidence
decisions/NOE-P21-NOETHER-IDENTITY-CLUSTER.ja.json,11177,50752B3539FDD895FB30C248638071AEB25F2EDC7BAA41387C9C3307543189BF,public_checkpoint_evidence
decisions/NOE-P21-PARALLEL-DISPLACEMENT.ja.json,10054,820AF39A74E9E3D78EEE9B1F239E227CB4FFF6F36F3B7AD307D52C0296B321C6,public_checkpoint_evidence
decisions/NOE-P21-TRANSFORMATION-LAWS.ja.json,9772,B7A057E6F9EA17143B925287BA60E1872851741737130D7C666F3E012F5E77B6,public_checkpoint_evidence
