comparison_id,evidence_class,authority_role,unit_id,object_type,source_locator,source_tex_lines,original_printed_pages,physical_source_pdf_pages,target_locator,parent_id,cross_references,critical_controls,decision,result,status,confidence,adverse_or_choice,rejected_alternative,record_revision,continuation_cursor
SGA2-VIII-D2B-CMP-001,source_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-D2B,unit_boundary,French2796-2807,2796-2807,93,82,authority box and cursor,,SGA2-VIII-D2B-BOUND,lines2796-2805 included blank2806 and line2807 excluded,retain exact boundary,pass,self_reviewed_structure_pass,high,same physical page continues,extend unit,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-002,source_logic,corrected_french_tex,SGA2-VIII-D2B-STEP,proof_step,French2796,2796,93,82,italic heading,SGA2-VIII-D2B,SGA2-VIII-D2B-DSET,second step deduces b from d,preserve implication direction,pass,self_reviewed_logic_pass,high,none,deduce d from b,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-003,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-D2B-DSET,D-of-Z-q,French2798,2798,93,82,set definition and following sentence,SGA2-VIII-D2B,SGA2-VIII-D2B-EXT,dimensions O-X-y with y-in-Z-q and q+i notin set,preserve set-builder bar and nonmembership,pass,self_reviewed_formula_pass,high,none,use not-equal or omit y condition,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-004,source_branch,corrected_french_tex,SGA2-VIII-D2B-EXT,coherent_sheaf_Ext,French2798-2800,2798-2800,93,82,first unnumbered display,SGA2-VIII-D2B,SGA2-VIII-D2B-E2,PropositionVII.2.3 outer degreeq+i supportY inner degreeq corrected F branch,preserve every degree subscript argument and active branch,pass,self_reviewed_formula_branch_pass,high,corrected branches disclosed,original VIII.2.2 or plain F,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-005,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-D2B-E2,E2_initial_term,French2801-2804,2801-2804,93,82,second unnumbered display,SGA2-VIII-D2B,SGA2-VIII-D2B-FIN,E2 superscript p-q outer Ext p supportY inner Ext negative-q,preserve sign and operator nesting,pass,self_reviewed_formula_pass,high,none,use positive q or remove Y,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-006,source_oddity,corrected_french_tex_plus_context,SGA2-VIII-D2B-FIN,finite_pair_claim,French2805,2805,93,82,concluding paragraph and source note,SGA2-VIII-D2B,SGA2-VIII-D2B-BOUND,literal finite pairs with p+q=i requires implicit contributing-term restriction,preserve source body and add visible source note,pass,self_reviewed_oddity_disclosed,high,French unchanged,silently rewrite body to nonzero terms,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-007,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-D2B-FIN,spectral_sequence_abutment,French2805,2805,93,82,last clause,SGA2-VIII-D2B,SGA2-VIII-D2B-BOUND,converges to calligraphic H supportY superscript star of F,preserve exact star and conclusion,pass,self_reviewed_formula_pass,high,comparison uses bullet,replace star by bullet,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-008,page_coordinate_control,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-D2B-PAGE,no_internal_page_marker,French2796-2805,2796-2805,93,82,authority box and source render,SGA2-VIII-D2B,SGA2-VIII-D2B-BOUND,printed93 physical82 running74 marker93 before and94 after,retain distinct coordinates and absence statement,pass,self_reviewed_page_mapping_pass,high,none,invent internal marker,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-009,comparison_witness_delta,comparison_only_not_authority,SGA2-VIII-D2B-CAND,current_external_candidate,jcreinhold468-485,2796-2805,93,82,comparison controls,SGA2-VIII-D2B,COMPARISON:jcreinhold_e7a259f,candidate selects corrected citation but changes star to bullet and genericizes sheaf notation,retain comparison only after direct French audit,pass,comparison_recorded_not_promoted,high,single LLM lineage no independent agreement,copy candidate wholesale,1,French line2807 after blank2806
SGA2-VIII-D2B-CMP-010,independent_review,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-D2B-REVIEW,full_formula_symbol_boundary_gate,French2796-2805 plus physical82,2796-2805,93,82,final TeX PDF extraction and 300dpi render,SGA2-VIII-D2B,SGA2-VIII-D2B-DSET|SGA2-VIII-D2B-EXT|SGA2-VIII-D2B-E2|SGA2-VIII-D2B-FIN,condition d-implies-b; D set; corrected VII.2.3 and calligraphic F; outer supportY and degrees; inner degrees; E2; p+q=i; H-star abutment; cursor2807,seal after direct source review and independent content comparison,pass,independent_review_pass_after_target_only_qa_repairs,high,ordinary parentheses replace PDF sizing commands without semantic change,preserve U+0001-producing sizing commands,1,French line2807 after blank2806
