fd_blocker_id,prior_probe_id,source_blocker_id,language_or_scope,r9_language_bucket,blocker_origin,blocker_field,probe_kind,exists,searched_path,resolved_path,next_recovery_step,recovery_status,current_head,prior_head,source_use_label,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-FD3754D1-EXACT-BLOCKER-0001,R9-FAA2C330-EXACT-PROBE-0001,R9-1233D6F1-BLOCKER-0001,Hausa,Hausa,9bb_zip_candidate_review_correction,target_language_subpath,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0002,R9-FAA2C330-EXACT-PROBE-0002,R9-1233D6F1-BLOCKER-0002,Hausa,Hausa,9bb_zip_candidate_review_correction,exact_source_phrase,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0003,R9-FAA2C330-EXACT-PROBE-0003,R9-1233D6F1-BLOCKER-0003,Hausa,Hausa,9bb_zip_candidate_review_correction,source_body_type,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0004,R9-FAA2C330-EXACT-PROBE-0004,R9-1233D6F1-BLOCKER-0004,Hausa,Hausa,9bb_zip_candidate_review_correction,reviewer_boundary,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0005,R9-FAA2C330-EXACT-PROBE-0005,R9-1233D6F1-BLOCKER-0005,Amharic,Amharic,9bb_zip_candidate_review_correction,target_language_subpath,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0006,R9-FAA2C330-EXACT-PROBE-0006,R9-1233D6F1-BLOCKER-0006,Amharic,Amharic,9bb_zip_candidate_review_correction,exact_source_phrase,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0007,R9-FAA2C330-EXACT-PROBE-0007,R9-1233D6F1-BLOCKER-0007,Amharic,Amharic,9bb_zip_candidate_review_correction,source_body_type,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0008,R9-FAA2C330-EXACT-PROBE-0008,R9-1233D6F1-BLOCKER-0008,Amharic,Amharic,9bb_zip_candidate_review_correction,reviewer_boundary,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0009,R9-FAA2C330-EXACT-PROBE-0009,R9-1233D6F1-BLOCKER-0009,Afar,Afar,9bb_zip_candidate_review_correction,target_language_subpath,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0010,R9-FAA2C330-EXACT-PROBE-0010,R9-1233D6F1-BLOCKER-0010,Afar,Afar,9bb_zip_candidate_review_correction,exact_source_phrase,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
