"previous_package","relative_path","exists","expected_sha256","actual_sha256","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","b3/B3_ROUTE.csv","True","52a75f4ac0e99905b683c9262a4b21a71d266a83ae3483acae42309d24c4696a","52a75f4ac0e99905b683c9262a4b21a71d266a83ae3483acae42309d24c4696a","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","blockers/R6_68C877C0_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","True","5ddee148f5025e4a9317043792b2838ff83fc8174952b8d1596624ae3422ad9b","5ddee148f5025e4a9317043792b2838ff83fc8174952b8d1596624ae3422ad9b","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","branch-current/R6_68C877C0_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","True","20647815064ca3d98e9b30cf385acba53173f7730cd80f1b49371021506bf88a","20647815064ca3d98e9b30cf385acba53173f7730cd80f1b49371021506bf88a","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","branch-current/R6_68C877C0_LOCAL_HEAD_NAMED_FILE_HITS.csv","True","958b5c2394909a10f59751d9ab768d93b169bead71957805810ed76ebb1ea644","958b5c2394909a10f59751d9ab768d93b169bead71957805810ed76ebb1ea644","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","ethics/R6_68C877C0_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","True","8442c4cd4d594292f334ad9c31609fe36f6c9cc5b60793d98bb209e3b993fb4c","8442c4cd4d594292f334ad9c31609fe36f6c9cc5b60793d98bb209e3b993fb4c","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","fable/R6_68C877C0_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","True","10891bc28aa56d48f398b5343788321eb89b1140c8a5d528945ccaf5fa6dc495","10891bc28aa56d48f398b5343788321eb89b1140c8a5d528945ccaf5fa6dc495","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","input-verification/R6_68C877C0_PRIOR_PACKAGE_SHA_VERIFY.csv","True","061b9f659f4f7767b7c1a0e6b17bcbbb47304b1ade195c93f75343cdc1a96aa0","061b9f659f4f7767b7c1a0e6b17bcbbb47304b1ade195c93f75343cdc1a96aa0","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","logs/LOGBOOK_EXCERPT_20260706.md","True","59f8676efe13b3d62d5fe7be8e8d63b59664846c7e50d95b6ca987379486b315","59f8676efe13b3d62d5fe7be8e8d63b59664846c7e50d95b6ca987379486b315","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","MANIFEST.csv","True","562ae62926ffad1b324d186410710df9d221701ae6303b8d1d1d3f9b15896938","562ae62926ffad1b324d186410710df9d221701ae6303b8d1d1d3f9b15896938","True"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706","R6_68C877C0_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","True","5230cd9660e2ce3395f35730141f3531e3ac76249ededdb05e59eb3a477751d9","5230cd9660e2ce3395f35730141f3531e3ac76249ededdb05e59eb3a477751d9","True"
