candidate_id,source_span_id,raw_token,normalized_token,candidate_kind,proposed_target_id,proposed_external_work,proposed_external_id,relation_type,direction,confidence,evidence,exclusion_reason,status,reviewer,decision_id
ILL-REFC-20260804-0001,ILL-SP-239-002-23,"Vol. 1: J. C. Erdmann, Wärmeleitung in Kristallen, theoretische Grundlagen und fortgeschrittene experimentelle Methoden. II, 283 Seiten. 1969. DM 20,—","J. C. Erdmann, Wärmeleitung in Kristallen, theoretische Grundlagen und fortgeschrittene experimentelle Methoden",external_publisher_catalogue_entry,,"J. C. Erdmann, Wärmeleitung in Kristallen, theoretische Grundlagen und fortgeschrittene experimentelle Methoden",,publisher_catalogue_listing,page_to_external_work,high,"LNM 239 physical p. 2 direct review; composite candidate includes its printed volume, preliminary-page count, body-page count, year, and price carriers.",,terminal_residual,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0002,ILL-SP-239-002-24,"Vol. 2: K. Hepp, Théorie de la renormalisation. III, 215 pages. 1969. DM 18,—","K. Hepp, Théorie de la renormalisation",external_publisher_catalogue_entry,,"K. Hepp, Théorie de la renormalisation",,publisher_catalogue_listing,page_to_external_work,high,"LNM 239 physical p. 2 direct review; composite candidate includes its printed volume, preliminary-page count, body-page count, year, and price carriers.",,terminal_residual,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0003,ILL-SP-239-002-25,"Vol. 3: A. Martin, Scattering Theory: Unitarity, Analytic and Crossing. IV, 125 pages. 1969. DM 14,—","A. Martin, Scattering Theory: Unitarity, Analytic and Crossing",external_publisher_catalogue_entry,,"A. Martin, Scattering Theory: Unitarity, Analytic and Crossing",,publisher_catalogue_listing,page_to_external_work,high,"LNM 239 physical p. 2 direct review; composite candidate includes its printed volume, preliminary-page count, body-page count, year, and price carriers.",,terminal_residual,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0004,ILL-SP-239-002-26,"Vol. 4: G. Ludwig, Deutung des Begriffs physikalische Theorie und axiomatische Grundlegung der Hilbertraumstruktur der Quantenmechanik durch Hauptsätze des Messens. XI, 469 Seiten.1970. DM 28,—","G. Ludwig, Deutung des Begriffs physikalische Theorie und axiomatische Grundlegung der Hilbertraumstruktur der Quantenmechanik durch Hauptsätze des Messens",external_publisher_catalogue_entry,,"G. Ludwig, Deutung des Begriffs physikalische Theorie und axiomatische Grundlegung der Hilbertraumstruktur der Quantenmechanik durch Hauptsätze des Messens",,publisher_catalogue_listing,page_to_external_work,high,"LNM 239 physical p. 2 direct review; composite candidate includes its printed volume, preliminary-page count, body-page count, year, and price carriers.",,terminal_residual,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0005,ILL-SP-239-002-27,"Vol. 5: M. Schaaf, The Reduction of the Product of Two Irreducible Unitary Representations of the Proper Orthochronous Quantummechanical Poincaré Group. IV, 120 pages. 1970. DM 14,—","M. Schaaf, The Reduction of the Product of Two Irreducible Unitary Representations of the Proper Orthochronous Quantummechanical Poincaré Group",external_publisher_catalogue_entry,,"M. Schaaf, The Reduction of the Product of Two Irreducible Unitary Representations of the Proper Orthochronous Quantummechanical Poincaré Group",,publisher_catalogue_listing,page_to_external_work,high,"LNM 239 physical p. 2 direct review; composite candidate includes its printed volume, preliminary-page count, body-page count, year, and price carriers.",,terminal_residual,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0006,ILL-SP-239-002-28,"Vol. 6: Group Representations in Mathematics and Physics. Edited by V. Bargmann. V, 340 pages. 1970. DM 24,—","Group Representations in Mathematics and Physics, edited by V. Bargmann",external_publisher_catalogue_entry,,"Group Representations in Mathematics and Physics, edited by V. Bargmann",,publisher_catalogue_listing,page_to_external_work,high,"LNM 239 physical p. 2 direct review; composite candidate includes its printed volume, preliminary-page count, body-page count, year, and price carriers.",,terminal_residual,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0007,ILL-SP-239-002-29,"Vol. 7: R. Balescu, J. L. Lebowitz, I. Prigogine, P. Résibois, Z. W. Salsburg, Lectures in Statistical Physics. V, 181 pages. 1971. DM 18,—","R. Balescu et al., Lectures in Statistical Physics",external_publisher_catalogue_entry,,"R. Balescu et al., Lectures in Statistical Physics",,publisher_catalogue_listing,page_to_external_work,high,"LNM 239 physical p. 2 direct review; composite candidate includes its printed volume, preliminary-page count, body-page count, year, and price carriers.",,terminal_residual,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0008,ILL-SP-239-002-30,"Vol. 8: Proceedings of the Second International Conference on Numerical Methods in Fluid Dynamics. Edited by M. Holt. IX, 462 pages. 1971. DM 28,—","Proceedings of the Second International Conference on Numerical Methods in Fluid Dynamics, edited by M. Holt",external_publisher_catalogue_entry,,"Proceedings of the Second International Conference on Numerical Methods in Fluid Dynamics, edited by M. Holt",,publisher_catalogue_listing,page_to_external_work,high,"LNM 239 physical p. 2 direct review; composite candidate includes its printed volume, preliminary-page count, body-page count, year, and price carriers.",,terminal_residual,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0009,ILL-SP-239-002-03,1.,1,local_enumeration,ILL-CCD:LNM239:SUB:IC:POLICY:01,,,,,high,Printed local list label; semantic structure is represented by the target unit.,"Local enumeration, not a reference carrier.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0010,ILL-SP-239-002-04,2.,2,local_enumeration,ILL-CCD:LNM239:SUB:IC:POLICY:02,,,,,high,Printed local list label; semantic structure is represented by the target unit.,"Local enumeration, not a reference carrier.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0011,ILL-SP-239-002-05,3.,3,local_enumeration,ILL-CCD:LNM239:SUB:IC:POLICY:03,,,,,high,Printed local list label; semantic structure is represented by the target unit.,"Local enumeration, not a reference carrier.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0012,ILL-SP-239-002-06,4.,4,local_enumeration,ILL-CCD:LNM239:SUB:IC:POLICY:04,,,,,high,Printed local list label; semantic structure is represented by the target unit.,"Local enumeration, not a reference carrier.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0013,ILL-SP-239-002-07,a),a,local_enumeration,ILL-CCD:LNM239:SUB:IC:POLICY:04:a,,,,,high,Printed local list label; semantic structure is represented by the target unit.,"Local enumeration, not a reference carrier.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0014,ILL-SP-239-002-08,b),b,local_enumeration,ILL-CCD:LNM239:SUB:IC:POLICY:04:b,,,,,high,Printed local list label; semantic structure is represented by the target unit.,"Local enumeration, not a reference carrier.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0015,ILL-SP-239-002-11,100 pages,100 pages,quantitative_threshold,,,,,,high,LNM 239 physical p. 2 direct review.,"Minimum manuscript length, not a reference.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0016,ILL-SP-239-002-17,75 free copies,75 free copies,quantitative_statement,,,,,,high,LNM 239 physical p. 2 direct review.,"Copy allowance, not a reference.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0017,ILL-SP-239-002-18,18 x 26.5 cm,18 × 26.5 cm,measurement,,,,,,high,LNM 239 physical p. 2 direct review.,"Typescript dimensions, not a reference.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0018,ILL-SP-239-002-18,7 x 10½ inches,7 × 10½ inches,measurement,,,,,,high,LNM 239 physical p. 2 direct review.,"Equivalent typescript dimensions, not a reference.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0019,ILL-SP-239-002-20,69 Heidelberg/Germany,69 Heidelberg/Germany,postal_address,,,,,,high,LNM 239 physical p. 2 direct review.,"Postal address component, not a reference.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0020,ILL-SP-239-002-20,CH-8006 Zürich/Switzerland,CH-8006 Zürich/Switzerland,postal_address,,,,,,high,LNM 239 physical p. 2 direct review.,"Postal address component, not a reference.",excluded,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0021,ILL-SP-239-002-23,Vol. 1,Lecture Notes in Physics volume 1,publisher_catalogue_metadata,,,,,,high,Component of ILL-REFC-20260804-0001.,Volume label is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0022,ILL-SP-239-002-24,Vol. 2,Lecture Notes in Physics volume 2,publisher_catalogue_metadata,,,,,,high,Component of ILL-REFC-20260804-0002.,Volume label is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0023,ILL-SP-239-002-25,Vol. 3,Lecture Notes in Physics volume 3,publisher_catalogue_metadata,,,,,,high,Component of ILL-REFC-20260804-0003.,Volume label is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0024,ILL-SP-239-002-26,Vol. 4,Lecture Notes in Physics volume 4,publisher_catalogue_metadata,,,,,,high,Component of ILL-REFC-20260804-0004.,Volume label is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0025,ILL-SP-239-002-27,Vol. 5,Lecture Notes in Physics volume 5,publisher_catalogue_metadata,,,,,,high,Component of ILL-REFC-20260804-0005.,Volume label is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0026,ILL-SP-239-002-28,Vol. 6,Lecture Notes in Physics volume 6,publisher_catalogue_metadata,,,,,,high,Component of ILL-REFC-20260804-0006.,Volume label is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
