"prior","current","status","path","classification","r3_consumption_rule"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/B3_UPLOADER_READY_SUMMARY.csv","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/MANIFEST.csv","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/PACKAGE_VALIDATION.json","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/R3_8466D686_BRANCH_DELTA_FROM_2BBDBFE5.csv","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/R3_8466D686_BRANCH_RELEVANT_PACKET_INDEX.csv","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/R3_8466D686_MUTUAL_WAKE_APPENDIX.csv","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/R3_8466D686_RESET_AND_MUTUAL_WAKE_RULES.csv","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/R3_8466D686_SELECTED_ARABIC_RTL_INTAKE_ROWS.csv","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/R3_8466D686_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
"8466d68637b8d7d83dc0665b392bb6d7d35f0257","b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","A","interlanguage-sidecar/rtl-persianate-arabic-8466d686-2bbd-frontier-source-use-gap-audit-20260706/R3_8466D686_2BBD_FRONTIER_SOURCE_USE_GAP_AUDIT_20260706_20260706T174351Z/README.md","r3_8466_packet_branch_visibility","branch-visible copy of prior local R3 8466 packet; compare hashes; no new language authority by itself"
