"relative_path","bytes","sha256","source_use"
"B3_UPLOADER_READY_SUMMARY.csv","672","5621ead42f738ecb09120492b838715bb32077abc8193dafef7ae4546c4c7464","branch-provenance/source-use-review"
"carried-forward-8466-source-use-gap/branch-visible-arabic-rtl-intake__ARABIC_2BBDBFE5_BLOCKERS_AND_RECOVERY_ROWS_20260706.csv","4904","030f8bb2b3c45da44c4cbeded00fb4b8be04f166ec27fcbe5355304faf58966a","source-use/gap/review-only-carryforward"
"carried-forward-8466-source-use-gap/branch-visible-arabic-rtl-intake__ARABIC_2BBDBFE5_LANGUAGE_GATE_BOUNDARY_ROWS_20260706.csv","1671","eb36ac1892521f9a01699572888e11267782b7642377872853302a9932e546a2","source-use/gap/review-only-carryforward"
"carried-forward-8466-source-use-gap/branch-visible-arabic-rtl-intake__ARABIC_2BBDBFE5_SIX_ROW_SOURCE_USE_GAP_STATUS_20260706.csv","8026","61cde4d7833e67f68d6690be7f364f28f0cf526cc8c9ffdf4218b28883019b78","source-use/gap/review-only-carryforward"
"carried-forward-8466-source-use-gap/R3_8466D686_RESET_AND_MUTUAL_WAKE_RULES.csv","560","9667802982aa863a0fa9afdcb17d2352745c6636f8d3b56003f4754ba882b654","source-use/gap/review-only-carryforward"
"carried-forward-8466-source-use-gap/R3_8466D686_SELECTED_ARABIC_RTL_INTAKE_ROWS.csv","3325","97e3b5555063451f1b88055895027bcdc09c4cc2e9bac5362fe804903dd7db06","source-use/gap/review-only-carryforward"
"carried-forward-8466-source-use-gap/R3_8466D686_SOURCE_USE_FACT_CHANGE_AUDIT.csv","906","6e2d74511f2a4153331240ca85b4436cde37d300698b34366adecadd75334dd1","source-use/gap/review-only-carryforward"
"PACKAGE_VALIDATION.json","1113","dae48d202358702abdcb801ceaa6d5e042bb9a7bc7bfddbf6dbeb110e8e123c5","package-metadata"
"R3_B63D1B97_BRANCH_DELTA_FROM_8466D686.csv","18076","777c0f161a90945f4b065aac2100970b3afb660c8f054c137f98a463025aa6df","branch-provenance/source-use-review"
"R3_B63D1B97_BRANCH_VISIBLE_8466_PACKET_HASH_CHECK.csv","12650","4de2e597f9a4afabe13e0b21fd8aff2a640e9566ebc053f24640a501f4b63bd4","branch-provenance/source-use-review"
"R3_B63D1B97_CARRIED_FORWARD_8466_SOURCE_USE_GAP_ROWS.csv","4680","99d5fa7b49f02e7743ca3aedd612e2413dc5961e272500c140d55e4755cc5a0f","package-metadata"
"R3_B63D1B97_MUTUAL_WAKE_APPENDIX.csv","849","7bb130bb2f26e078051c1218b9f6f9999bfa96cd8eab7d5095ca93e681438c70","mutual-watch-ledger"
"R3_B63D1B97_SOURCE_USE_FACT_CHANGE_AUDIT.csv","861","ff5c0f843943247247f6832c14b1aebfbce5ff07070771724b9f5af993c35b8c","branch-provenance/source-use-review"
"README.md","1384","bb2eb298b2738e7c43c070da02509482177c1ce0a17ea26fa028da287d904483","package-metadata"
