"branch_head","branch_path","branch_blob_bytes","category","branch_presence_status"
"c3e7d9116a99b025bef2a3dc781449683603e866","OTHER_AI_IMMEDIATE_LATEX_SOURCE_BODY_DIRECTIVE_20260704.md","3004","branch-visible adjacent source-canon path","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","SOURCE_BODY_UPLOAD_QUEUE.md","4116","branch-visible adjacent source-canon path","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","coordination/URGENT_OTHER_AI_UPLOAD_EVERY_LATEX_SOURCE_BODY_20260705T111935.md","949","branch-visible adjacent source-canon path","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","handoff-bodies/olp-relation-function-support-20260705/SOURCE_USE_LABELS.csv","862","branch-visible adjacent source-canon path","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/LATEX_SOURCE_BODY_FEED_LIST_20260705.md","5665","branch-visible adjacent source-canon path","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/claude_interlingua_program_20260705_final_handoff/SOURCE_USE_POLICY.md","3841","branch-visible adjacent source-canon path","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/arxiv.org/arxiv_2504.12179.pdf","242840","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/edu.qu.edu.iq/_-_-_-_-_-_-2025-2026.pdf","5051305","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/fezzanu.edu.ly/189.html","536609","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/uomustansiriyah.edu.iq/12_2019_05_29_01_03_09_PM.pdf","647885","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/uomustansiriyah.edu.iq/161_2024_08_27_11_27_01_PM.pdf","2410949","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/uomustansiriyah.edu.iq/192_2019_10_20_08_53_36_PM.pdf","5456693","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.aiu.edu.sy/prufer-ring-and-arithmetical-ring.html","164215","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.jmilne.org/GTarabic.pdf","1180346","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.jmilne.org/gt.html","5027","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.mu.edu.sa/21.pdf","848361","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.mu.edu.sa/_.pdf","822529","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.syriamath.net/1159987895.pdf","7724668","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-arabic-rtl-source-evidence-draft-lane/www.syriamath.net/1197.html","29528","branch-visible Arabic split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-persianate-tajik-source-evidence-draft-lane/bgu-vestniki.tj/_1-195-2022.pdf","3851845","branch-visible Persianate/Tajik split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-persianate-tajik-source-evidence-draft-lane/ecampus-afghanistan.org/Algebra-Abdullah-Momand.pdf","7993810","branch-visible Persianate/Tajik split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-persianate-tajik-source-evidence-draft-lane/ecampus-afghanistan.org/index.html","336917","branch-visible Persianate/Tajik split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-persianate-tajik-source-evidence-draft-lane/fmi.tnu.tj/1-2-5-0-1-0-4-0-2-kori-bonki.pdf","2246436","branch-visible Persianate/Tajik split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-persianate-tajik-source-evidence-draft-lane/people.iut.ac.ir/advanced_algebra_dr._behboodi.pdf","783008","branch-visible Persianate/Tajik split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-persianate-tajik-source-evidence-draft-lane/press.pnu.ac.ir/book_30094.pdf","1850886","branch-visible Persianate/Tajik split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-persianate-tajik-source-evidence-draft-lane/shahroodut.ac.ir/sf_QA37.pdf","2477563","branch-visible Persianate/Tajik split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-persianate-tajik-source-evidence-draft-lane/tnu.tj/mater2017.pdf","7870945","branch-visible Persianate/Tajik split-lane source/evidence","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r3-arabic-persianate-linear-algebra/ar.wikibooks.org/_.html","75403","branch-visible older R3 expanded source anchor","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r3-arabic-persianate-linear-algebra/ar.wikibooks.org/_____.html","90512","branch-visible older R3 expanded source anchor","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r3-arabic-persianate-linear-algebra/ar.wikibooks.org/index.php","3696","branch-visible older R3 expanded source anchor","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r3-arabic-persianate-linear-algebra/library.knu.edu.af/index.php","58910","branch-visible older R3 expanded source anchor","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r3-arabic-persianate-linear-algebra/old.knu.edu.af/_-_-_-_-_.pdf","3620606","branch-visible older R3 expanded source anchor","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r3-arabic-persianate-linear-algebra/old.knu.edu.af/index.html","201303","branch-visible older R3 expanded source anchor","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r3-arabic-persianate-linear-algebra/people.iut.ac.ir/mbny_mtrys.pdf","139249","branch-visible older R3 expanded source anchor","present-on-target-branch-head"
