"artifact_id","local_root","branch_root","local_relative_path","local_file_path","local_bytes","local_sha256","branch_path","branch_blob_bytes","exact_relative_path_status","source_use_label"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","LOGBOOK_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\LOGBOOK_EXCERPT.md","699","1e0764c6cb2aabbb4c8caa5e99aff0477b8d1f9c1546a38bdcb7ea01b62f0797","language-source-bodies/rtl-persianate-arabic/LOGBOOK_EXCERPT.md","0","local-only-missing-from-branch-exact-root-by-relative-path","method-note/logbook"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","LOGBOOK.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\LOGBOOK.md","2412","65ab0f165d6aeae62faee47e7870a48743e779b30bd7b93a032b824cf9a9b0d9","language-source-bodies/rtl-persianate-arabic/LOGBOOK.md","0","local-only-missing-from-branch-exact-root-by-relative-path","method-note/logbook"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\MANIFEST.csv","201509","4ca80efc2caaa4abd5bb822bafd19436a1142c5fe6014b666d4febf940e54428","language-source-bodies/rtl-persianate-arabic/MANIFEST.csv","0","local-only-missing-from-branch-exact-root-by-relative-path","manifest/hash-ledger"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","MANIFEST.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\MANIFEST.json","287755","f356431c49660ee893b2aceaa570050b27bc84917c11193e3202f17e77189bd5","language-source-bodies/rtl-persianate-arabic/MANIFEST.json","0","local-only-missing-from-branch-exact-root-by-relative-path","manifest/hash-ledger"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","PACKAGE_VALIDATION.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\PACKAGE_VALIDATION.json","2515","a7ca10b9b12631da8f21cedbd9315efbd9a788f3abff9cb3bf19c324e7bbf2f4","language-source-bodies/rtl-persianate-arabic/PACKAGE_VALIDATION.json","0","local-only-missing-from-branch-exact-root-by-relative-path","audit-ledger/source-use-ledger"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\README.md","1521","397fe93bac846232c5aabc20d748862f1858251722c85f2f8e94494bd8506498","language-source-bodies/rtl-persianate-arabic/README.md","0","local-only-missing-from-branch-exact-root-by-relative-path","method-note/logbook"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","SHA256SUMS.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\SHA256SUMS.txt","28630","610419f1928be5347fd19bbbf09e58d35edc761f727c16f4f03e5c8e164a919b","language-source-bodies/rtl-persianate-arabic/SHA256SUMS.txt","47889","present-on-branch-exact-root-by-relative-path","manifest/hash-ledger"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","SOURCE_BODY_COUNTS_BY_EXTENSION.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\SOURCE_BODY_COUNTS_BY_EXTENSION.csv","723","7050e2d5c14b114215fa33bc7fe329f8d7c1c86a2bf04f3ff3a2c4f7107f9bb1","language-source-bodies/rtl-persianate-arabic/SOURCE_BODY_COUNTS_BY_EXTENSION.csv","0","local-only-missing-from-branch-exact-root-by-relative-path","audit-ledger/source-use-ledger"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","SOURCE_USE_LABELS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\SOURCE_USE_LABELS.csv","87842","989d8376553056815d03dc7783c700e19f27de98ccb6fc0184825737c3a3bc61","language-source-bodies/rtl-persianate-arabic/SOURCE_USE_LABELS.csv","0","local-only-missing-from-branch-exact-root-by-relative-path","support"
"A01-rtl-source-bodies-session06","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic","language-source-bodies/rtl-persianate-arabic","generated-drafts/README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\language-source-bodies\rtl-persianate-arabic\generated-drafts\README.md","363","ca229e30035270a8c0941258b499057227ad9bb3cea8aacd05c74903eb1a0165","language-source-bodies/rtl-persianate-arabic/generated-drafts/README.md","0","local-only-missing-from-branch-exact-root-by-relative-path","method-note/logbook"
