transition_id,source_row_id,language,row_status,covered_scope,concept_band,english_anchor,german_noether_anchor,target_rendering_draft,term_alternatives_or_register_note,formula_neighboring_usage_note,source_context_note,interlinear_or_semi_constructed_scaffold,reviewer_question,source_canon_basis_artifacts,url_hash_license_access_note,ocr_unicode_status,blocker_or_next_return,draft_label,source_text_saved,translation_completion_claimed,approval_or_promotion_claimed,promotion_allowed
R9-TRANS-20260705-001,SM-N01,Somali,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",foundational_number,mathematics,Mathematik,xisaab,Single source-row candidate for reviewer comparison: xisaab; not accepted terminology.,Use only as a topic/subject label around formula-bearing school-math prose; no Noether prose frame inferred.,Ethiopia Learning Somali Grade 8/6 Mathematics (Grade 8 lines 50 and 287; Grade 6 line 50).,DE Mathematik / EN mathematics -> TARGET xisaab -> Use only as a topic/subject label around formula-bearing school-math prose; no Noether prose frame inferred.,"Confirm register, singular/plural behavior, and suitability for math prose.",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Somali math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Somali PDF bodies and 62 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-002,SM-N03,Somali,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,addition,Addition,isugeynta,Single source-row candidate for reviewer comparison: isugeynta; not accepted terminology.,Formula neighbor: a + b = c. Draft only for operation labels/sentences already near source math examples.,Ethiopia Learning Somali Grade 6 Mathematics (lines 1033-1035 and 4115-4116).,DE Addition / EN addition -> TARGET isugeynta -> Formula neighbor: a + b = c. Draft only for operation labels/sentences already near source math examples.,Confirm source spelling and whether this is the preferred school register.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Somali math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Somali PDF bodies and 62 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-003,SM-N04,Somali,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,subtraction,Subtraktion,kalagoynta,Single source-row candidate for reviewer comparison: kalagoynta; not accepted terminology.,Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,Ethiopia Learning Somali Grade 6 Mathematics (lines 1033-1035 and 4115-4116).,DE Subtraktion / EN subtraction -> TARGET kalagoynta -> Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,Confirm operation noun form and prose inflection.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Somali math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Somali PDF bodies and 62 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-004,SM-N05,Somali,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,multiplication,Multiplikation,iskudhufashada,Single source-row candidate for reviewer comparison: iskudhufashada; not accepted terminology.,Formula neighbor: a * b = c or a x b = c. Confirm spacing and local symbol prose before use.,Ethiopia Learning Somali Grade 6 Mathematics (lines 1033-1035 and 4115-4116).,DE Multiplikation / EN multiplication -> TARGET iskudhufashada -> Formula neighbor: a * b = c or a x b = c. Confirm spacing and local symbol prose before use.,Confirm spacing and school-register suitability.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Somali math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Somali PDF bodies and 62 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-005,SM-N06,Somali,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,division,Division,isuqaybinta,Single source-row candidate for reviewer comparison: isuqaybinta; not accepted terminology.,Formula neighbor: a / b or a ÷ b. Confirm equation prose and fraction/division distinction.,Ethiopia Learning Somali Grade 6 Mathematics (lines 1033-1035 and 4115-4116).,DE Division / EN division -> TARGET isuqaybinta -> Formula neighbor: a / b or a ÷ b. Confirm equation prose and fraction/division distinction.,Confirm spacing and grammatical use in equations.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Somali math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Somali PDF bodies and 62 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-006,SM-N07,Somali,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",foundational_number,fraction,Bruch,jajab,Single source-row candidate for reviewer comparison: jajab; not accepted terminology.,Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,Ethiopia Learning Somali Grade 6 Mathematics (lines 107-114 and 4246-4252).,DE Bruch / EN fraction -> TARGET jajab -> Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,Confirm singular/plural and use in algebraic fractions.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Somali math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Somali PDF bodies and 62 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-007,SM-A01,Somali,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",algebra,variable,Variable,doorsoomeyaasha,Single source-row candidate for reviewer comparison: doorsoomeyaasha; not accepted terminology.,"Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.",Ethiopia Learning Somali Grade 8 Mathematics (lines 2214-2265).,"DE Variable / EN variable -> TARGET doorsoomeyaasha -> Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.",Confirm singular form and suitability for formal algebra.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Somali math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Somali PDF bodies and 62 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-008,SM-P01,Somali,reviewer_prompt_source_gap_no_target_rendering,uncovered: source acquisition or OCR/reviewer return required before translation,proof_language,theorem/proof,Satz / Beweis,,No target candidate: source gap remains open.,Proof-language row is not source-covered; reviewer must supply theorem/proof/definition sentence frames.,R9 Somali foundational STEM ledger (no direct source row in pass1).,DE Satz / Beweis / EN theorem/proof -> TARGET SOURCE GAP -> Proof-language row is not source-covered; reviewer must supply theorem/proof/definition sentence frames.,"Provide reviewer-facing alternatives for theorem, proof, definition, and proof sentence frames.",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Somali math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Somali PDF bodies and 62 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-009,OR-N01,Oromo,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",foundational_number,mathematics,Mathematik,herrega; barnoota herregaa,Alternatives copied from prior source row for reviewer comparison: herrega; barnoota herregaa; not accepted terminology.,Use only as a topic/subject label around formula-bearing school-math prose; no Noether prose frame inferred.,Ethiopia Learning Oromo Grade 8/6/1 Mathematics (Grade 8 line 43; Grade 6 line 60; Grade 1 lines 1 and 112).,DE Mathematik / EN mathematics -> TARGET herrega; barnoota herregaa -> Use only as a topic/subject label around formula-bearing school-math prose; no Noether prose frame inferred.,Confirm preferred school/prose register and capitalization.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-010,OR-N03,Oromo,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,addition,Addition,ida'uu,Single source-row candidate for reviewer comparison: ida'uu; not accepted terminology.,Formula neighbor: a + b = c. Draft only for operation labels/sentences already near source math examples.,"Ethiopia Learning Oromo Grade 1 Teacher Guide (lines 53, 55, 66-67, 69).",DE Addition / EN addition -> TARGET ida'uu -> Formula neighbor: a + b = c. Draft only for operation labels/sentences already near source math examples.,Confirm apostrophe convention against rendered PDF.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
