relative_path,transform_class,original_token_bytes,original_token_sha256,replacement
08a_EGA1_CHAPTER1_P138_VALIDATION_R61.json,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
08a_EGA1_CHAPTER1_P138_VALIDATION_R61.json,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
09a_FRENCH_DIPLOMATIC_TRANSCRIPTION_APPEND_P138_20260804.jsonl,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
08b_EGA_ENGLISH_SOURCE_DIFF_VALIDATION_R82.json,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
08b_EGA_ENGLISH_SOURCE_DIFF_VALIDATION_R82.json,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
controls/SUCCESSOR_SESSION_BOOTSTRAP_AND_LOGBOOK_PROTOCOL_20260803.md,project_root,39,71A523E4A98EA5F65283638CD143204F9CB03E05591AFD1782AC0230E4DF4EB8,[PROJECT_ROOT]
controls/SUCCESSOR_SESSION_BOOTSTRAP_AND_LOGBOOK_PROTOCOL_20260803.md,private_documents_root,25,44663AEC2124941954105F4CF6A146A31CB1DBE8EF97090865559EBEA5542247,[PRIVATE_DOCUMENTS_ROOT]
09c_WORKFLOW_ERROR_APPEND_P138_20260804.jsonl,private_documents_root,25,8F9FAFE1B10AA3E026100A5476B3BCC7BDF962723C66DBA8368216D93C468620,[PRIVATE_DOCUMENTS_ROOT]
09c_WORKFLOW_ERROR_APPEND_P138_20260804.jsonl,private_operator_home,15,93D26F50123C606C145E058481FE92EC2D0F51528FFBEEAADE303FCEB97B1C41,[PRIVATE_OPERATOR_HOME]
09c_WORKFLOW_ERROR_APPEND_P138_20260804.jsonl,private_operator_home,15,93D26F50123C606C145E058481FE92EC2D0F51528FFBEEAADE303FCEB97B1C41,[PRIVATE_OPERATOR_HOME]
