"page","render_path","sha256","pdf_sha256","renderer"
"451","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-451.png","26AB9C9DEC14439E360D058B12253B230F405B62AF79B3C5C24BF072914082B9","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"452","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-452.png","7675001A13E1F1422FEDE1D424BC459FF137C5FE7FCA628E79A921544253E1BD","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"453","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-453.png","4E8DD0B43C28E0F757A126CDB0DAA4CC368707D5C1D3E8B4C343C00EEC20C21D","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"454","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-454.png","1A4049530C1B0BBCAA7274E8E7CA2CF7AE2681BCD46A4E0A35435DCE985D0E5D","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"455","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-455.png","DD7DAFF191F1FE5B73078255D9365D6A50A74AA2744C9644A1A2DE87C74D7BDE","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"456","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-456.png","6C23D5B756DC8A5910168929B2410CEA0FF80A096CFA58B6DAC2841EE807AFF5","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"457","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-457.png","F1A7574B218B6616C2DF95EEE05949B0FA6967B2FC21C27192D7CA3288B12E5E","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"458","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-458.png","FA5C582908CDDBF0CDCBB019E36FE7A52CD6FB94767FACD631CF91CF9BF66F0D","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"459","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-459.png","F45B07F868CF6E1FF87F8B30D293D97003060ACEF55A63B051EB911BE2A26F72","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"460","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-460.png","CE15D9A683D2854C5E53AA76AAE9E2584802FC8E952A4119259E78DF22B79A9F","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"461","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-461.png","91BFB29B6B49ED41D3407D80F08EB582C8D1996E9F4E87567CDE69BD3CFDAAEE","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"462","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-462.png","0DD17BA3AFBA0CF2D0A21F2F01AC54BDF7BB537512BE8635F3DD769186FC49E2","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"463","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-463.png","4B243FC20F836B0633E482F0132B2F5E05F8D6E14601646C3F3A23C203473FFF","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"464","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-464.png","1C41D54172AF422D587191DAC4B0D8F173F99321C8FDBEDFA5CEDE1D20C3A7FE","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"465","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-465.png","32FCAC1C84C4B92AA6F6AC90E7738D74F0D459304CB250E815A1EC763109B899","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"466","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-466.png","271FE65A6F699713E83D15405C3408704DAFA66C4C2A87068365BEE816FD4BDE","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"467","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-467.png","866434EE0B63C5300D340AF7C9BEBF9975313327BA896BF882B8180E6196CC39","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"468","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-468.png","0F41345AB27353859DF24243840CCB2882CE1E1DB18B32DF0C1CF10BA356C0FC","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"469","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-469.png","1955FE3CB56770B123FD2EFCEBD4F6A58F35C5D980D316F743B1B54B29DD7D32","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"470","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-470.png","230789ED8D2937452DF549D80D23E77FC03E41FF07308472A4F3899A4FFBE499","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"471","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-471.png","5231BC83F08AA43B6DC93E46CF71183AD2823BA0577B295D553DD254B17E2624","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"472","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-472.png","E862BB0EA1EFF300EF11D9A7F271F35564191CB443E068E04D1E377836E0D4AD","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
"473","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\renders_120dpi_20260718\page-473.png","34023ACD6B9090E2C605F0BAB5B9A8AD08C27C6CBA36E420BCB1A5F716922E3C","B32780148D99BD3C0AF7890D0153DDC109A1CBAD15F443E305CBE9DA80D8E8C6","Poppler pdftoppm sequential full-document render at 120 dpi"
