"record_kind","current_rescribe_idx","printed_volume_page","source_pdf_page","highres_pdf_page","locus_or_item","source_scan_or_reading","french_control_state_or_reading","english_rendering_or_decision","comparison_result","disposition_or_notes","review_status","authority_status","coordinate_note","source_ledger"
"formula_or_symbol","544","531","538","545","Definition 2.1.1 coefficient","n_1^{k_1}...n_r^{k_r}","","n_1^{k_1}...n_r^{k_r}","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","544","531","538","545","Lemma 2.1.3 sequence","0 -> G' -> G -j-> G'' -> 0","","0 -> G' -> G -j-> G'' -> 0","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","545","532","539","546","P_k definition","P_k(n)=f(nx/p^k)=sum_i n^i y(x/p^k;i) in Z","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","545","532","539","546","coefficient comparison","y(x/p^k;i)=p^i y(x/p^{k+1};i)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","546","533","540","547","continuity inequality","abs(P_x(n/p^k)-P_x(0))<1","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","546","533","540","547","descended map domain","printed h:G' -> Q; logically required h:G'' -> Q after j:G -> G''","","h:G'' -> Q","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","547","534","541","548","Lemma 2.1.4 composite","P -i-> A -j-> A tensor_Z Q","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","547","534","541","548","formula (2.1.5)","product x_i^{n_i}=sum product binom(n_i,k_i) product y_i^{k_i}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","548","535","542","549","nilpotence ideal","I=Filt^1(X)/Filt^{j+1}(X); I^{j+1}=0","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","548","535","542","549","Proposition 2.2.1 target","Pic(X) -> K_bullet(X) tensor_Z Q","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","549","536","543","550","Proposition 2.3.1 target","S_y:Pic(X) -> Z hookrightarrow Q","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","549","536","543","550","formula (2.3.2)","chi(L_1^{tensor m_1} tensor ... tensor L_n^{tensor m_n} tensor F)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","550","537","544","551","Picard representability","printed Pic^0 represented by Pic; coherent reading is Pic represented by Pic","","Picard functor Pic_{X/k} is represented; Pic^0 is its neutral component","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","550","537","544","551","Picard exact sequence","0 -> Pic^0(X) -> Pic^tau(X) -> T -> 0","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","551","538","545","552","base-change diagram","Pic(X), Pic(X_K), K_bullet(Spec k/K), Z, Q; printed lowercase s_y","","same objects and arrows; normalized uppercase S_y","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","551","538","545","552","formula (3.1.1)","Gr^i(X) x Gr_j(X) -> Gr_{j-i}(X)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","552","539","546","553","formula (3.1.2)","x f_*(y)=f_*(f^*(x)y), with x and y domains","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","552","539","546","553","formula (3.2.1)","f_*:Filt^k(X')_Q -> Filt^{k-r}(X)_Q","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","552","539","546","553","formula (3.2.2)","f_*(f^*(x)y)=x f_*(y)","","same; malformed current workpass repaired from scan","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","553","540","547","554","formula (3.2.3)","degree -r map Gr^circ(X')_Q -> Gr^circ(X)_Q","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","553","540","547","554","finite-Tor pullback","sum_i (-1)^i cl_bullet(Tor_i^{O_X}(F,O_{X'}))","","same; Tor objects identified as O_{X'}-modules","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","553","540","547","554","formula (3.3.1)","f^*:Gr_bullet(X) -> Gr_bullet(X') of degree d","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","554","541","548","555","Section 3.4 filtration target","printed Filt_{j+r}(X)_Q","","Filt_{j+r-i}(X)_Q","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","554","541","548","555","formula (4.1.1)","Gr^i(X) x Gr_i(X) -> Z","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","555","542","549","556","Chern class in Example 4.2","c_i(x)=cl^i(gamma^i(x-epsilon(x))) in Gr^i(X)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","555","542","549","556","Chern number in Example 4.2","P_y(x)=<P(c_1(x),...,c_n(x)),y>","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","555","542","549","556","module and class notation","underlined modules L_i,F; K-classes L_i,F; graded class |F|","","O_X-modules mathcal L_i,mathcal F; K-classes L_i,F; graded class |F|","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","556","543","550","557","formula (4.3.2)","printed last factor c_d(L_d)^{alpha_d}; following line and proof require c_1","","all factors c_1(L_i)^{alpha_i}","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","556","543","550","557","ordinary monomial coefficient","1/(alpha_1!...alpha_d!) times the Chern pairing","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","556","543","550","557","formula (4.3.4)","<c_1(L_1)...c_1(L_d),|F|>=(c_1(L_1)...c_1(L_d),|F|)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","556","543","550","557","formula (4.3.5)","printed sum alpha_i>=0 with total alpha-degree =d","","sum alpha_i>=0 with total alpha-degree <=d","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","557","544","551","558","formula (4.4.1)","sum over x in X(d), length over O_{X,x}, and O_{Z(x)}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","557","544","551","558","formula (4.4.2)","projection formula with x in K^circ(X) and y in K_bullet(Y)","","same, including both domains","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","558","545","552","559","formula (4.4.3)","intersection number under degree-n pullback","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","558","545","552","559","formula (4.4.4)","ratio of two O_{X,x}-lengths","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","558","545","552","559","formula (4.4.5) and congruences","R^i f_* O_Y=0 locally; congruence modulo Filt_{d-1}(X)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","559","546","553","560","formula (4.5.3)","chi(L^{tensor n} tensor O_Z)=chi(O_Z) for n in Z and every integral closed curve Z","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","559","546","553","560","Picard inclusion","Pic^tau(X) subset Pic^N(X); printed citation 2.3.4","","same inclusion; citation emended to Proposition 2.4.4","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","559","546","553","560","numbering collision","equation (4.5.3) and Corollary 4.5.3","","same source numbering retained","RETAINED","","RETAINED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","560","547","554","561","formula (5.1.1) and unit group","i:Pic(X) -> K^circ(X); image lies in K^circ(X)^*","","same, including the unit-group star","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","560","547","554","561","determinant of an exact sequence","det(E) is canonically det(E') tensor det(E''); citation (6.2.9)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","560","547","554","561","formula (5.1.3)","det:K^circ(X) -> Pic(X)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","561","548","555","562","formula (5.2.3)","Theta_S(delta(L))=cl_bullet(O_D), with L=cl^circ(O_S(D))","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","561","548","555","562","formula (5.2.4)","delta(L) congruent to L-1 modulo Filt^2(X)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","561","548","555","562","formula (5.3.1)","c_1:Pic(X) -> Gr^1(X)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","562","549","556","563","determinant of the second filtration step","printed det(Filt^2(X))={1} in Pic(X)","","det(Filt^2(X))={1} subset Pic(X)","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","562","549","556","563","left-inverse calculation","printed det(1-L^{-1})=(det(L-1))=L","","det(1-L^{-1})=det(L^{-1})^{-1}=L","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","563","550","557","564","formula (5.3.3)","det(cl^circ(mathcal E))-cl^circ(mathcal E)+N-1 in Filt^2(X)","","same with N normalized to the rank symbol n","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","563","550","557","564","module and K-class distinction","mathcal E is the locally free module; E=cl^circ(mathcal E)","","same distinction made explicit","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","563","550","557","564","formula (5.3.5) dependency","printed references (6.2.8) and nonexistent (5.5.8); workpass changes latter to nonexistent (6.5.8)","","(6.2.8) together with 6.5.3 below","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","563","550","557","564","formula (5.3.5)","det(xy)=det(x)^{epsilon(y)} det(y)^{epsilon(x)}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","564","551","558","565","gamma-lambda identity","gamma^k(x)=lambda^k(x+k-1)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","564","551","558","565","binomial expansion","sum_{p+q=k} binom{-n+k-1}{p} lambda^q(E)","","same; minus restored against workpass","MATCH_SCAN","","MATCH_SCAN","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","564","551","558","565","determinant of exterior power","det(lambda^q(E))=det(E)^{binom{n-1}{q-1}}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","564","551","558","565","exponent r","sum_{p+q=k,q>=1} binom{-n+k-1}{p} binom{n-1}{q-1}=0","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","565","552","559","566","formula (6.1.1)","M^n, tensor^n M, wedge^n M","","same; tensor power not direct sum","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","565","552","559","566","formula (6.1.2)","alpha_T:G -> Aut_O(M)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","565","552","559","566","first formula (6.1.3)","alpha_{T' o T}=alpha_{T'} o alpha_T","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
