"row_id","language_code","language","candidate_tex_hits","open_license_payload_files","blocked_or_not_uploaded_rows","rate_limit_blockers","payload_repos","status","source_package_decision","next_action","artifact_path","summary_sha256","candidate_manifest_sha256","payload_manifest_sha256","blocked_manifest_sha256","checksum_manifest_sha256","authority_boundary"
"github_tex_frontier_pl","pl","Polish","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_cs","cs","Czech","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_sk","sk","Slovak","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_sl","sl","Slovene","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_sr","sr","Serbian","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_hr","hr","Croatian","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_bs","bs","Bosnian","14","4","10","0","Headary/maturita ; bornagojsic/dismat2 ; iruspro/zapiski-fmf ; kkumer/simetrije","below_target","payload_exists_but_not_promoted_pending_authority_review","Do not close Bosnian blocker; review payloads only as South Slavic comparators and continue seeking official PMF textbook fulltext/source.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_cnr","cnr","Montenegrin","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_bg","bg","Bulgarian","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
"github_tex_frontier_mk","mk","Macedonian","0","0","0","0","","below_target","no_promotable_payload_this_pass","No action from this narrow open-blocker run.","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\noether-slavic-source-canon\20260704\NOETHER_SLAVIC_SOURCE_CANON_GITHUB_TEX_20260705T0125Z","6877A94165841762EEF9FDEA34A1DC508A169538C44359C5C6FF09EFEAC88E16","73E7B30C4F36769C438E6E83FC9F7027CF7871A159457499EF44373DC9F8BC3A","0CE6AA62C0CCBD2F0CBDEDCBF9F0B270D8A05CE7AE18E0B4B0BDB62BA995F353","A148CDBB3F350781E1992CB181561BB2802D813A485EF64981B0F6FF6BA97D1D","0E0843CFFF41AFF6312C8F97C942C705B35EDDBFC372B3924ED205BCF1ED8A91","GitHub TeX frontier recheck only; no source package promotion into canonical witness table, native review, canonical approval, license clearance, accepted correction, or translation completion"
