"branch_head","claim","value","evidence_basis"
"5838ea80af6b99128ac8c2dd39da686d27eb0478","mapping","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","translation","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","approval","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","native_review","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","accepted_terminology","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","license_clearance","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","gate_promotion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","source_certification","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","final_status","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","bridge_pilot","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"5838ea80af6b99128ac8c2dd39da686d27eb0478","translation_completion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
