"file_path","bytes","sha256","media_type","role","scope","authority_basis","public_caveat","supersession","zenodo_concept_doi","zenodo_last_observed_version_doi","zenodo_last_observed_at","archive_owner_live_recheck"
"BUILD_LOG_SANITIZATION.md","398","A30F333D122456BC13115C29837F8D0E546B0B0A6FE0B001073B8E56F1F48CBF","text/markdown","public checkpoint documentation and QA evidence","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"CHECKPOINT_README.md","791","68FA9D0E92962F63C5A8DEA5EEC822EC904B8C29CD863A0E73B05214D282980F","text/markdown","public checkpoint documentation and QA evidence","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"CONTINUATION_CURSOR.md","622","C2D7774427698C35EC798B2C9114B8DACBC7E9063E4B98B1F79D2B1BA368CDB1","text/markdown","public checkpoint documentation and QA evidence","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"drafts/SGA1_I_5_English_source_draft.texfrag","8801","D0959C14AEC3D333EDE96AFFBC6FA8320A223B0A5F2B482B7DCE0268868E8FF9","application/x-tex","current editable source-audited section translation fragment","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"drafts/SGA1_I_6_English_source_draft.texfrag","2168","101CD6F1FC9C46E754E3AD31903863FCA2418DCF31A2E91D47637DF4815291EF","application/x-tex","current editable source-audited section translation fragment","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"drafts/SGA1_I_7_English_source_draft.texfrag","13003","9158A7291A27FD6346D2678A91B359C92A4BDA71CD93D2C24BCBD16856E78F01","application/x-tex","current editable source-audited section translation fragment","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"drafts/SGA1_I_8_English_source_draft.texfrag","7567","4C25DB6731B4AC26CBDB65E8F5EA2B289A95CA7ADACAC7DD0464451B81F5BCA8","application/x-tex","current editable source-audited section translation fragment","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"drafts/SGA1_I_9_1_English_source_draft.texfrag","2848","BBDE49C52927FE7817B5B5D788488144B21DA1B5481CDFF8D4F5212D8098A4F8","application/x-tex","current editable source-audited section translation fragment","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"drafts/SGA1_I_9_2_English_source_draft.texfrag","1370","510FB1A44CAE30C12ADDB0046EB31B232A93550493A00405CBDF4C7AF3395579","application/x-tex","current editable source-audited section translation fragment","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
"drafts/SGA1_I_9_3_English_source_draft.texfrag","2272","59F896BDD6FE54D0221D05891503626EEC4204A6A24B09E72833BD2F3EC46A34","application/x-tex","current editable source-audited section translation fragment","SGA1 Expose I opening through Corollary I.9.3 and complete proof; French lines 556-1760; line 1761 excluded; 12 cumulative bounded source-audited units.","Corrected French arXiv math/0206203v2 TeX is sole text authority; English controls and PDF witnesses are comparison or locator controls only.","Bounded working translation; not complete SGA1, a critical edition, certification, human peer review, publication, or rights determination. Archive owner must live-recheck the existing Zenodo concept and never mint a duplicate record.","If archive-reviewed, published, and read back, I.9.3 r1 supersedes GitHub-published I.9.2 r2 as the preferred bounded SGA1 surface; every predecessor remains preserved.","10.5281/zenodo.20410947","10.5281/zenodo.21435547","2026-07-19T16:30:33+02:00","Query https://zenodo.org/api/records/21435547/versions/latest immediately before mutation; confirm concept DOI 10.5281/zenodo.20410947; never mint a duplicate record."
