"category","item_id","status","source_url","local_path","sha256","bytes","last_write","topic_or_scope","evidence_note","non_claim_boundary"
"control_file","AGENTS.md","observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\AGENTS.md","EE41CF302952ADC624160B9A94CC5AE4CD3EB61B309115F61D1316D0EF039548","6731","2026-07-04T21:59:26+02:00","control/source-canon coordination","Repository source-canon-first instructions rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_file",".github/copilot-instructions.md","observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\.github\copilot-instructions.md","CBF1788357F102CE372EF35606FD931AE8A79F782C1B495C96B78351A93AE34A","2369","2026-07-04T21:59:26+02:00","control/source-canon coordination","Repository GitHub AI source-canon-first instructions rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_ledger","parent_ledger","observed","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","F7D49B47107E8F33151E93B0C48EED3CCD5AFDEBCE124FD3D1FABA1A0271EE3F","420938","2026-07-04T22:58:17+02:00","control/source-canon coordination","Parent ledger rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_ledger","source_canon_steering","observed","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_SOURCE_CANON_FIRST_STEERING_RECORD_20260704.md","531B9E358E52BDE20F613E75B8DE33558C05301CA971639E727DD584B34205C4","4993","2026-07-04T18:45:58+02:00","control/source-canon coordination","Source-canon-first steering record rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_ledger","b3_steward_log","observed","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-pr-branch-steward\outputs\NOETHER_SESSION_B_COORDINATOR_RUN_LOG_20260704.md","D90B72C21DB212355FBACEFB51C9A965C4DC0145E869FAB54B39C77F533E7C0D","322415","2026-07-04T22:05:10+02:00","control/source-canon coordination","B3 local steward log rechecked; direct package manifests provide fresher package-frontier state.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"git_frontier","safe_checkout","package350_local_ahead_observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702","49a26020c3112dd53a513ad6bae52c4e7ed0cf60","","2026-07-04T23:06:47+02:00","branch codex/noether-pc-20260629","HEAD=49a26020c3112dd53a513ad6bae52c4e7ed0cf60; upstream=49a26020c3112dd53a513ad6bae52c4e7ed0cf60; top_log=49a26020 Add Noether package 350; status=## codex/noether-pc-20260629...origin/codex/noether-pc-20260629","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"post_field_audit_local_output_drift","after_20260704T230233","none_observed_before_this_artifact","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-*\outputs","","","2026-07-04T23:06:48+02:00","cross-lane output drift recheck","files_newer_than_cutoff_before_this_artifact=0; package_347_to_350 movement recorded from direct package manifests","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier_347_350","package_347","committed_by_b3_observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE347_20260704T225355_ROLLING_DELTA_AFTER_PACKAGE346","B0284B09A6904197E7D0B3325DD4495E717D69EE3EA0957F9293A086B8A7F3AD","1732681","2026-07-04T22:53:59+02:00","B3 rolling package manifest","manifest_rows=72; copied_non_zip_files=72; omitted_raw_source_body_files=6; omitted_raw_rows=6; omitted_zip_files=0; omitted_zip_rows=0; r2_rows=7; r2_files=NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PACKAGE_FRONTIER_STABLE_20260704T2249.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PACKAGE_FRONTIER_STABLE_20260704T2249.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PACKAGE_FRONTIER_STABLE_20260704T2249.md; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PACKAGE_FRONTIER_STABLE_MANIFEST_20260704T2249.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PACKAGE_FRONTIER_STABLE_MANIFEST_20260704T2249.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PACKAGE_FRONTIER_STABLE_SHA256_20260704T2249.txt; lane_counts=noether-arabic-rtl-source-evidence-draft-lane=5; noether-cjk-native-source-evidence=6; noether-interlanguage-method-authority=2; noether-olp-relation-function-support=1; noether-r2-pan-turkic-hard-blockers=7; noether-r3-arabic-persianate-linear-algebra=17; noether-r6-indigenous-creole-sign=10; noether-r7-malay-sea-pacific=4; noether-r9-africa-horn-west=7; noether-romance-source-evidence-draft-lane=13","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier_347_350","package_348","committed_by_b3_observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE348_20260704T225604_ROLLING_DELTA_AFTER_PACKAGE347","63B1495C9C1511EC96904B0E545F1D8630B3C39D8854DA3B360B3537FBD08A12","739420","2026-07-04T22:56:05+02:00","B3 rolling package manifest","manifest_rows=33; copied_non_zip_files=33; omitted_raw_source_body_files=0; omitted_raw_rows=0; omitted_zip_files=0; omitted_zip_rows=0; r2_rows=0; r2_files=; lane_counts=noether-arabic-rtl-source-evidence-draft-lane=6; noether-cjk-native-source-evidence=6; noether-interlanguage-method-authority=2; noether-non-slavic-core-lane=1; noether-r3-arabic-persianate-linear-algebra=7; noether-r6-indigenous-creole-sign=7; noether-romance-source-evidence-draft-lane=4","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier_347_350","package_349","committed_by_b3_observed","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE349_20260704T225804_ROLLING_DELTA_AFTER_PACKAGE348","06D0994EA346C0ADCEFDE32D8BFA6D94DA01A2CD1370D8D6611187A4226C2ED0","1014240","2026-07-04T22:58:07+02:00","B3 rolling package manifest","manifest_rows=35; copied_non_zip_files=35; omitted_raw_source_body_files=13; omitted_raw_rows=13; omitted_zip_files=0; omitted_zip_rows=0; r2_rows=0; r2_files=; lane_counts=noether-cjk-native-source-evidence=5; noether-interlanguage-method-authority=4; noether-non-slavic-core-lane=1; noether-olp-relation-function-support=1; noether-r3-arabic-persianate-linear-algebra=16; noether-r6-indigenous-creole-sign=5; noether-r7-malay-sea-pacific=1; noether-r9-africa-horn-west=2","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
